plz;ort;landkreis;latitude;longitude;fluvial/HQ;AEP;floodrisk
856610;Forstinning;Landkreis Ebersberg;4,81818E+15;1,19012E+16;0;0,00%;Very Low
856620;Hohenbrunn;Landkreis München;4,8048E+16;1,1706E+16;0,046;0,05%;Very Low
856640;Hohenlinden;Landkreis Ebersberg;4,81504E+16;1,19832E+16;0;0,00%;Very Low
856650;Moosach;Landkreis Ebersberg;4,80439E+16;1,18349E+16;0;0,00%;Very Low
856670;Oberpframmern;Landkreis Ebersberg;4,80545E+15;1,17891E+15;0;0,00%;Very Low
856690;Pastetten;Landkreis Erding;4,82223E+16;1,19245E+16;0,018;0,02%;Very Low
857160;Unterschleißheim;Landkreis München;4,82883E+15;1,15622E+16;0,046;0,05%;Very Low
857160;Unterschleißheim;Landkreis München;4,82622E+15;1,15914E+15;0,046;0,05%;Very Low
857160;Unterschleißheim;Landkreis München;4,82981E+16;1,15767E+16;0,046;0,05%;Very Low
857160;Unterschleißheim;Landkreis München;4,82777E+15;1,1561E+15;0,046;0,05%;Very Low
857160;Unterschleißheim;Landkreis München;4,82757E+16;1,15884E+15;0,046;0,05%;Very Low
857160;Unterschleißheim;Landkreis München;4,82856E+15;1,15696E+16;0,046;0,05%;Very Low
857160;Unterschleißheim;Landkreis München;4,828E+15;1,15382E+16;0,046;0,05%;Very Low
857160;Unterschleißheim;Landkreis München;4,82742E+16;1,15635E+15;0,046;0,05%;Very Low
857160;Unterschleißheim;Landkreis München;4,82858E+16;1,158E+14;0,046;0,05%;Very Low
857160;Unterschleißheim;Landkreis München;4,82806E+15;1,15356E+16;0,046;0,05%;Very Low
857370;Ismaning;Landkreis München;4,82177E+15;1,16689E+16;0,046;0,05%;Very Low
857370;Ismaning;Landkreis München;4,82096E+15;1,16875E+16;0,046;0,05%;Very Low
857370;Ismaning;Landkreis München;4,82221E+15;1,1665E+16;0,046;0,05%;Very Low
857370;Ismaning;Landkreis München;4,82122E+16;1,16712E+16;0,046;0,05%;Very Low
857370;Ismaning;Landkreis München;4,82164E+15;1,16531E+16;0,046;0,05%;Very Low
857370;Ismaning;Landkreis München;4,82395E+15;1,17243E+15;0,046;0,05%;Very Low
857480;Garching bei München;Landkreis München;4,825E+14;1,16217E+16;0,046;0,05%;Very Low
857480;Garching bei München;Landkreis München;4,82671E+15;1,16464E+15;0,046;0,05%;Very Low
857480;Garching bei München;Landkreis München;4,82459E+15;1,16206E+16;0,046;0,05%;Very Low
857480;Garching bei München;Landkreis München;4,82599E+15;1,16652E+16;0,046;0,05%;Very Low
857480;Garching bei München;Landkreis München;4,82349E+16;1,16215E+16;0,046;0,05%;Very Low
857480;Garching bei München;Landkreis München;4,82396E+14;1,16496E+16;0,046;0,05%;Very Low
857480;Garching bei München;Landkreis München;4,82381E+16;1,16379E+16;0,046;0,05%;Very Low
857570;Karlsfeld;Landkreis Dachau;4,82155E+15;1,14507E+16;0,022;0,02%;Very Low
857570;Karlsfeld;Landkreis Dachau;4,82109E+16;1,14405E+16;0,022;0,02%;Very Low
857570;Karlsfeld;Landkreis Dachau;4,82163E+15;1,14319E+16;0,022;0,02%;Very Low
857570;Karlsfeld;Landkreis Dachau;4,82492E+16;1,14911E+15;0,022;0,02%;Very Low
857570;Karlsfeld;Landkreis Dachau;4,82313E+15;1,14837E+16;0,022;0,02%;Very Low
857570;Karlsfeld;Landkreis Dachau;4,82137E+15;1,14566E+16;0,022;0,02%;Very Low
857570;Karlsfeld;Landkreis Dachau;4,82156E+16;1,14486E+16;0,022;0,02%;Very Low
857570;Karlsfeld;Landkreis Dachau;4,82094E+16;1,14492E+16;0,022;0,02%;Very Low
857640;Oberschleißheim;Landkreis München;4,82276E+15;1,1603E+16;0,046;0,05%;Very Low
857640;Oberschleißheim;Landkreis München;4,82677E+16;1,16025E+16;0,046;0,05%;Very Low
857640;Oberschleißheim;Landkreis München;4,82365E+16;1,15455E+16;0,046;0,05%;Very Low
857640;Oberschleißheim;Landkreis München;4,82458E+15;1,154E+16;0,046;0,05%;Very Low
857640;Hebertshausen;Landkreis Dachau;4,8231E+16;1,15868E+16;0,022;0,02%;Very Low
857640;Hebertshausen;Landkreis Dachau;4,82419E+15;1,15619E+15;0,022;0,02%;Very Low
857640;Hebertshausen;Landkreis Dachau;4,82402E+15;1,15528E+16;0,022;0,02%;Very Low
857640;Hebertshausen;Landkreis Dachau;4,82597E+16;1,15227E+16;0,022;0,02%;Very Low
857740;Unterföhring;Landkreis München;4,8178E+16;1,16569E+16;0,046;0,05%;Very Low
857740;Unterföhring;Landkreis München;4,82011E+15;1,16818E+16;0,046;0,05%;Very Low
857740;Unterföhring;Landkreis München;4,81965E+16;1,16585E+16;0,046;0,05%;Very Low
857740;Unterföhring;Landkreis München;4,81847E+15;1,16548E+16;0,046;0,05%;Very Low
857770;Fahrenzhausen;Landkreis Freising;4,83665E+15;1,15603E+16;0,136;0,15%;Low
857770;Fahrenzhausen;Landkreis Freising;4,8369E+15;1,15347E+16;0,136;0,15%;Low
857780;Haimhausen;Landkreis Dachau;4,83386E+15;1,15662E+16;0,022;0,02%;Very Low
857780;Haimhausen;Landkreis Dachau;4,82975E+15;1,15396E+16;0,022;0,02%;Very Low
861500;Augsburg;;4,83646E+16;1,0889E+16;0,144;0,16%;Low
861500;Augsburg;;4,8366E+14;1,08997E+16;0,144;0,16%;Low
861500;Augsburg;;4,83686E+15;1,08986E+16;0,144;0,16%;Low
861500;Augsburg;;4,83686E+16;1,09004E+16;0,144;0,16%;Low
861500;Augsburg;;4,83618E+15;1,08978E+16;0,144;0,16%;Low
861520;Augsburg;;4,83764E+14;1,08957E+16;0,144;0,16%;Low
861520;Augsburg;;4,8372E+15;1,08811E+15;0,144;0,16%;Low
861520;Augsburg;;4,83691E+15;1,0904E+16;0,144;0,16%;Low
861520;Augsburg;;4,8376E+15;1,08942E+16;0,144;0,16%;Low
861520;Augsburg;;4,8373E+15;1,08837E+15;0,144;0,16%;Low
861520;Augsburg;;4,83668E+15;1,08798E+15;0,144;0,16%;Low
861520;Augsburg;;4,83736E+15;1,08885E+16;0,144;0,16%;Low
861530;Augsburg;;4,83751E+15;1,08865E+16;0,144;0,16%;Low
861530;Augsburg;;4,83738E+14;1,09106E+16;0,144;0,16%;Low
861530;Augsburg;;4,83912E+14;1,08918E+16;0,144;0,16%;Low
861530;Augsburg;;4,83639E+15;1,09159E+16;0,144;0,16%;Low
861530;Augsburg;;4,83748E+15;1,08833E+16;0,144;0,16%;Low
861530;Augsburg;;4,83734E+15;1,09196E+15;0,144;0,16%;Low
861530;Augsburg;;4,83985E+14;1,08907E+16;0,144;0,16%;Low
861540;Augsburg;;4,83957E+15;1,08835E+16;0,144;0,16%;Low
861540;Augsburg;;4,83935E+16;1,08814E+16;0,144;0,16%;Low
861540;Augsburg;;4,83847E+16;1,08728E+15;0,144;0,16%;Low
861540;Augsburg;;4,84012E+15;1,08778E+16;0,144;0,16%;Low
861540;Augsburg;;4,83993E+15;1,08836E+16;0,144;0,16%;Low
861540;Augsburg;;4,83931E+16;1,08793E+16;0,144;0,16%;Low
861540;Augsburg;;4,83853E+16;1,0885E+16;0,144;0,16%;Low
861540;Augsburg;;4,83957E+16;1,08873E+16;0,144;0,16%;Low
861560;Augsburg;;4,83908E+14;1,08498E+16;0,144;0,16%;Low
861560;Augsburg;;4,83714E+16;1,0859E+16;0,144;0,16%;Low
861560;Augsburg;;4,83734E+15;1,08653E+16;0,144;0,16%;Low
861560;Augsburg;;4,84103E+16;1,08587E+16;0,144;0,16%;Low
861560;Augsburg;;4,83825E+15;1,08361E+16;0,144;0,16%;Low
861560;Augsburg;;4,83857E+15;1,08319E+16;0,144;0,16%;Low
861560;Augsburg;;4,83698E+15;1,08597E+16;0,144;0,16%;Low
861560;Augsburg;;4,84021E+16;1,0864E+16;0,144;0,16%;Low
861560;Augsburg;;4,83987E+15;1,08542E+15;0,144;0,16%;Low
861570;Augsburg;;4,83626E+15;1,08638E+16;0,144;0,16%;Low
861570;Augsburg;;4,83563E+16;1,08546E+16;0,144;0,16%;Low
861570;Augsburg;;4,8359E+16;1,08759E+16;0,144;0,16%;Low
861570;Augsburg;;4,83625E+15;1,08776E+16;0,144;0,16%;Low
861570;Augsburg;;4,83705E+16;1,08651E+16;0,144;0,16%;Low
861570;Augsburg;;4,8359E+15;1,08624E+16;0,144;0,16%;Low
861570;Augsburg;;4,8363E+16;1,08667E+15;0,144;0,16%;Low
861570;Augsburg;;4,8359E+16;1,08566E+16;0,144;0,16%;Low
861570;Augsburg;;4,83592E+15;1,08731E+16;0,144;0,16%;Low
861590;Augsburg;;4,83451E+15;1,09037E+16;0,144;0,16%;Low
861590;Augsburg;;4,83305E+15;1,08886E+16;0,144;0,16%;Low
861590;Augsburg;;4,83341E+16;1,09057E+16;0,144;0,16%;Low
861590;Augsburg;;4,83303E+15;1,08899E+15;0,144;0,16%;Low
861590;Augsburg;;4,83541E+16;1,08796E+16;0,144;0,16%;Low
861590;Augsburg;;4,83386E+15;1,08952E+16;0,144;0,16%;Low
861590;Augsburg;;4,83511E+16;1,08879E+16;0,144;0,16%;Low
861590;Augsburg;;4,83327E+14;1,08889E+16;0,144;0,16%;Low
861590;Augsburg;;4,83544E+15;1,09005E+16;0,144;0,16%;Low
861590;Augsburg;;4,83603E+15;1,08837E+16;0,144;0,16%;Low
861610;Augsburg;;4,83522E+14;1,0928E+16;0,144;0,16%;Low
861610;Augsburg;;4,83419E+15;1,09213E+16;0,144;0,16%;Low
861610;Augsburg;;4,83337E+15;1,09212E+16;0,144;0,16%;Low
861610;Augsburg;;4,83344E+15;1,09085E+16;0,144;0,16%;Low
861610;Augsburg;;4,83419E+14;1,09114E+16;0,144;0,16%;Low
861610;Augsburg;;4,83461E+15;1,0921E+15;0,144;0,16%;Low
861610;Augsburg;;4,83314E+15;1,09295E+16;0,144;0,16%;Low
861630;Augsburg;;4,8356E+15;1,09368E+16;0,144;0,16%;Low
861630;Augsburg;;4,8348E+16;1,09505E+16;0,144;0,16%;Low
861630;Augsburg;;4,83565E+16;1,09473E+16;0,144;0,16%;Low
861630;Augsburg;;4,83357E+15;1,09499E+16;0,144;0,16%;Low
861630;Augsburg;;4,83572E+15;1,09502E+16;0,144;0,16%;Low
861630;Augsburg;;4,83645E+15;1,09467E+16;0,144;0,16%;Low
861630;Augsburg;;4,83577E+15;1,09375E+15;0,144;0,16%;Low
861630;Augsburg;;4,83626E+15;1,09503E+16;0,144;0,16%;Low
861650;Augsburg;;4,83827E+15;1,09205E+16;0,144;0,16%;Low
861650;Augsburg;;4,83817E+15;1,09263E+14;0,144;0,16%;Low
861650;Augsburg;;4,83923E+15;1,09452E+16;0,144;0,16%;Low
861650;Augsburg;;4,83708E+15;1,09333E+16;0,144;0,16%;Low
861650;Augsburg;;4,8389E+15;1,0938E+15;0,144;0,16%;Low
861650;Augsburg;;4,83748E+16;1,09259E+16;0,144;0,16%;Low
861670;Augsburg;;4,83897E+15;1,09136E+15;0,144;0,16%;Low
861670;Augsburg;;4,83801E+16;1,09117E+16;0,144;0,16%;Low
861670;Augsburg;;4,83816E+15;1,09148E+16;0,144;0,16%;Low
861670;Augsburg;;4,83819E+16;1,09067E+16;0,144;0,16%;Low
861670;Augsburg;;4,84053E+15;1,09361E+16;0,144;0,16%;Low
861670;Augsburg;;4,84008E+15;1,09297E+16;0,144;0,16%;Low
861690;Augsburg;;4,84071E+16;1,09068E+16;0,144;0,16%;Low
861690;Augsburg;;4,83949E+16;1,08961E+16;0,144;0,16%;Low
861690;Augsburg;;4,83911E+15;1,08996E+16;0,144;0,16%;Low
861690;Augsburg;;4,84122E+16;1,09061E+16;0,144;0,16%;Low
861690;Augsburg;;4,84105E+15;1,09237E+16;0,144;0,16%;Low
861690;Augsburg;;4,84024E+15;1,09059E+16;0,144;0,16%;Low
861690;Augsburg;;4,84086E+15;1,0911E+15;0,144;0,16%;Low
861790;Augsburg;;4,83015E+14;1,0909E+16;0,144;0,16%;Low
861790;Augsburg;;4,83165E+15;1,08904E+16;0,144;0,16%;Low
861790;Augsburg;;4,83111E+15;1,08995E+16;0,144;0,16%;Low
861790;Augsburg;;4,8284E+15;1,091E+16;0,144;0,16%;Low
861790;Augsburg;;4,83235E+15;1,0925E+16;0,144;0,16%;Low
861790;Augsburg;;4,82872E+15;1,09122E+13;0,144;0,16%;Low
861790;Augsburg;;4,82796E+15;1,09195E+16;0,144;0,16%;Low
861790;Augsburg;;4,83284E+15;1,09303E+16;0,144;0,16%;Low
861790;Augsburg;;4,82949E+15;1,08754E+16;0,144;0,16%;Low
861790;Augsburg;;4,82632E+15;1,09162E+16;0,144;0,16%;Low
861990;Augsburg;;4,83486E+15;1,08565E+16;0,144;0,16%;Low
861990;Augsburg;;4,83107E+16;1,07873E+16;0,144;0,16%;Low
861990;Augsburg;;4,83266E+15;1,08674E+16;0,144;0,16%;Low
861990;Augsburg;;4,83459E+15;1,0802E+16;0,144;0,16%;Low
861990;Augsburg;;4,83387E+14;1,08847E+16;0,144;0,16%;Low
861990;Augsburg;;4,83484E+15;1,08106E+16;0,144;0,16%;Low
861990;Augsburg;;4,83286E+15;1,07934E+16;0,144;0,16%;Low
861990;Augsburg;;4,83364E+15;1,08174E+16;0,144;0,16%;Low
861990;Augsburg;;4,8298E+15;1,07906E+16;0,144;0,16%;Low
861990;Augsburg;;4,83224E+16;1,08906E+16;0,144;0,16%;Low
863430;Königsbrunn;Landkreis Augsburg;4,82584E+15;1,08692E+16;0,041;0,04%;Very Low
863430;Königsbrunn;Landkreis Augsburg;4,82669E+15;1,0897E+15;0,041;0,04%;Very Low
863430;Königsbrunn;Landkreis Augsburg;4,82842E+16;1,08946E+15;0,041;0,04%;Very Low
863430;Königsbrunn;Landkreis Augsburg;4,82444E+16;1,08947E+16;0,041;0,04%;Very Low
863430;Königsbrunn;Landkreis Augsburg;4,82564E+15;1,08853E+16;0,041;0,04%;Very Low
863430;Königsbrunn;Landkreis Augsburg;4,82719E+15;1,08813E+16;0,041;0,04%;Very Low
863430;Königsbrunn;Landkreis Augsburg;4,8271E+15;1,08716E+16;0,041;0,04%;Very Low
863430;Königsbrunn;Landkreis Augsburg;4,82377E+16;1,08905E+16;0,041;0,04%;Very Low
863430;Königsbrunn;Landkreis Augsburg;4,82384E+16;1,08869E+15;0,041;0,04%;Very Low
863430;Königsbrunn;Landkreis Augsburg;4,82435E+15;1,08994E+15;0,041;0,04%;Very Low
863560;Neusäß;Landkreis Augsburg;4,83782E+15;1,08289E+16;0,041;0,04%;Very Low
863560;Neusäß;Landkreis Augsburg;4,84032E+16;1,08368E+16;0,041;0,04%;Very Low
863560;Neusäß;Landkreis Augsburg;4,83775E+15;1,07959E+16;0,041;0,04%;Very Low
863560;Neusäß;Landkreis Augsburg;4,83727E+16;1,08142E+16;0,041;0,04%;Very Low
863560;Neusäß;Landkreis Augsburg;4,83899E+15;1,0773E+16;0,041;0,04%;Very Low
863560;Neusäß;Landkreis Augsburg;4,83963E+15;1,08247E+16;0,041;0,04%;Very Low
863560;Neusäß;Landkreis Augsburg;4,83852E+15;1,07976E+16;0,041;0,04%;Very Low
863560;Neusäß;Landkreis Augsburg;4,83958E+15;1,0772E+16;0,041;0,04%;Very Low
863560;Neusäß;Landkreis Augsburg;4,83836E+15;1,07852E+16;0,041;0,04%;Very Low
863680;Gersthofen;Landkreis Augsburg;4,84464E+15;1,08685E+16;0,041;0,04%;Very Low
863680;Gersthofen;Landkreis Augsburg;4,84455E+16;1,07736E+16;0,041;0,04%;Very Low
863680;Gersthofen;Landkreis Augsburg;4,84303E+15;1,08353E+15;0,041;0,04%;Very Low
863680;Gersthofen;Landkreis Augsburg;4,84242E+15;1,08703E+16;0,041;0,04%;Very Low
863680;Gersthofen;Landkreis Augsburg;4,84449E+15;1,07533E+16;0,041;0,04%;Very Low
863680;Gersthofen;Landkreis Augsburg;4,84167E+15;1,08614E+16;0,041;0,04%;Very Low
863680;Gersthofen;Landkreis Augsburg;4,84538E+15;1,0871E+16;0,041;0,04%;Very Low
863680;Gersthofen;Landkreis Augsburg;4,84268E+15;1,0851E+16;0,041;0,04%;Very Low
863680;Gersthofen;Landkreis Augsburg;4,84325E+15;1,08396E+15;0,041;0,04%;Very Low
863910;Stadtbergen;Landkreis Augsburg;4,83553E+15;1,08102E+16;0,041;0,04%;Very Low
863910;Stadtbergen;Landkreis Augsburg;4,83661E+16;1,08129E+16;0,041;0,04%;Very Low
863910;Stadtbergen;Landkreis Augsburg;4,83537E+15;1,08273E+16;0,041;0,04%;Very Low
863910;Stadtbergen;Landkreis Augsburg;4,83741E+15;1,08402E+16;0,041;0,04%;Very Low
863910;Stadtbergen;Landkreis Augsburg;4,83525E+16;1,08275E+16;0,041;0,04%;Very Low
863910;Stadtbergen;Landkreis Augsburg;4,83679E+15;1,08426E+15;0,041;0,04%;Very Low
863990;Bobingen;Landkreis Augsburg;4,82591E+14;1,08199E+16;0,041;0,04%;Very Low
863990;Bobingen;Landkreis Augsburg;4,82726E+15;1,07919E+16;0,041;0,04%;Very Low
863990;Bobingen;Landkreis Augsburg;4,82896E+15;1,07793E+16;0,041;0,04%;Very Low
863990;Bobingen;Landkreis Augsburg;4,82734E+15;1,083E+15;0,041;0,04%;Very Low
863990;Bobingen;Landkreis Augsburg;4,82836E+15;1,08072E+15;0,041;0,04%;Very Low
863990;Bobingen;Landkreis Augsburg;4,82764E+15;1,07772E+15;0,041;0,04%;Very Low
863990;Bobingen;Landkreis Augsburg;4,82755E+16;1,07982E+15;0,041;0,04%;Very Low
864050;Meitingen;Landkreis Augsburg;4,8523E+15;1,08631E+16;0,041;0,04%;Very Low
864050;Meitingen;Landkreis Augsburg;4,85179E+15;1,08577E+16;0,041;0,04%;Very Low
864050;Meitingen;Landkreis Augsburg;4,85833E+16;1,08666E+16;0,041;0,04%;Very Low
864050;Meitingen;Landkreis Augsburg;4,85611E+12;1,08639E+16;0,041;0,04%;Very Low
864150;Mering;Landkreis Aichach-Friedberg;4,82784E+15;1,09461E+16;0,024;0,02%;Very Low
864150;Mering;Landkreis Aichach-Friedberg;4,82711E+16;1,09544E+16;0,024;0,02%;Very Low
864150;Mering;Landkreis Aichach-Friedberg;4,82794E+16;1,10348E+16;0,024;0,02%;Very Low
864150;Mering;Landkreis Aichach-Friedberg;4,82497E+15;1,102E+16;0,024;0,02%;Very Low
864150;Mering;Landkreis Aichach-Friedberg;4,82634E+16;1,10304E+16;0,024;0,02%;Very Low
864150;Mering;Landkreis Aichach-Friedberg;4,82772E+16;1,09948E+16;0,024;0,02%;Very Low
864380;Kissing;Landkreis Aichach-Friedberg;4,82935E+16;1,09634E+15;0,024;0,02%;Very Low
864380;Kissing;Landkreis Aichach-Friedberg;4,8295E+15;1,09564E+16;0,024;0,02%;Very Low
864380;Kissing;Landkreis Aichach-Friedberg;4,83292E+15;1,09738E+16;0,024;0,02%;Very Low
864380;Kissing;Landkreis Aichach-Friedberg;4,83052E+15;1,10016E+16;0,024;0,02%;Very Low
864380;Kissing;Landkreis Aichach-Friedberg;4,83127E+14;1,10093E+16;0,024;0,02%;Very Low
864440;Affing;Landkreis Aichach-Friedberg;4,84389E+16;1,09899E+15;0,024;0,02%;Very Low
864440;Affing;Landkreis Aichach-Friedberg;4,84524E+15;1,09831E+16;0,024;0,02%;Very Low
864500;Altenmünster;Landkreis Augsburg;4,84914E+16;1,05952E+16;0,041;0,04%;Very Low
864500;Altenmünster;Landkreis Augsburg;4,84799E+15;1,0591E+16;0,041;0,04%;Very Low
864530;Dasing;Landkreis Aichach-Friedberg;4,83816E+15;1,11177E+16;0,024;0,02%;Very Low
864530;Dasing;Landkreis Aichach-Friedberg;4,83612E+16;1,11057E+15;0,024;0,02%;Very Low
864560;Gablingen;Landkreis Augsburg;4,84728E+15;1,07591E+16;0,041;0,04%;Very Low
864560;Gablingen;Landkreis Augsburg;4,84478E+15;1,07984E+16;0,041;0,04%;Very Low
864620;Langweid am Lech;Landkreis Augsburg;4,84884E+16;1,08175E+16;0,041;0,04%;Very Low
864620;Langweid am Lech;Landkreis Augsburg;4,84831E+14;1,08664E+16;0,041;0,04%;Very Low
864620;Langweid am Lech;Landkreis Augsburg;4,85017E+15;1,08642E+15;0,041;0,04%;Very Low
864650;Heretsried;Landkreis Augsburg;4,84556E+15;1,07666E+16;0,041;0,04%;Very Low
864650;Heretsried;Landkreis Augsburg;4,84507E+16;1,07214E+16;0,041;0,04%;Very Low
864650;Welden;Landkreis Augsburg;4,84343E+14;1,06552E+16;0,041;0,04%;Very Low
864650;Welden;Landkreis Augsburg;4,8456E+16;1,06266E+16;0,041;0,04%;Very Low
864700;Thannhausen;Landkreis Günzburg;4,82864E+16;1,04516E+14;0,057;0,06%;Very Low
864700;Thannhausen;Landkreis Günzburg;4,82769E+15;1,04826E+16;0,057;0,06%;Very Low
864730;Ziemetshausen;Landkreis Günzburg;4,82936E+15;1,05627E+16;0,057;0,06%;Very Low
864770;Adelsried;Landkreis Augsburg;4,84336E+15;1,07261E+16;0,041;0,04%;Very Low
864800;Aletshausen;Landkreis Günzburg;4,81915E+15;1,03455E+16;0,057;0,06%;Very Low
864800;Waltenhausen;Landkreis Günzburg;4,81946E+15;1,04425E+16;0,057;0,06%;Very Low
864820;Aystetten;Landkreis Augsburg;4,84135E+15;1,07745E+16;0,041;0,04%;Very Low
864850;Biberbach;Landkreis Augsburg;4,84872E+13;1,07344E+16;0,041;0,04%;Very Low
864860;Bonstetten;Landkreis Augsburg;4,84392E+16;1,07048E+16;0,041;0,04%;Very Low
864880;Breitenthal;Landkreis Günzburg;4,82279E+15;1,03328E+16;0,057;0,06%;Very Low
864890;Deisenhausen;Landkreis Günzburg;4,82482E+14;1,03039E+16;0,057;0,06%;Very Low
864920;Egling an der Paar;Landkreis Landsberg am Lech;48,20079;10,98433;HQ40;2,50%;Medium
864940;Emersacker;Landkreis Augsburg;4,84857E+15;1,06772E+16;0,041;0,04%;Very Low
864950;Eurasburg;Landkreis Aichach-Friedberg;4,83406E+15;1,11593E+16;0,024;0,02%;Very Low
864970;Horgau;Landkreis Augsburg;4,83935E+16;1,0705E+16;0,041;0,04%;Very Low
864980;Kettershausen;Landkreis Unterallgäu;4,81764E+15;1,02711E+16;0,025;0,03%;Very Low
865000;Kutzenhausen;Landkreis Augsburg;4,83693E+16;1,07021E+16;0,041;0,04%;Very Low
865020;Laugna;Landkreis Dillingen an der Donau;4,85071E+15;1,06642E+16;0,117;0,12%;Low
865040;Merching;Landkreis Aichach-Friedberg;4,8232E+15;1,09822E+16;0,024;0,02%;Very Low
865050;Münsterhausen;Landkreis Günzburg;4,83136E+15;1,04136E+16;0,057;0,06%;Very Low
865070;Kleinaitingen;Landkreis Augsburg;4,82083E+16;1,08627E+15;0,041;0,04%;Very Low
865070;Oberottmarshausen;Landkreis Augsburg;4,82158E+15;1,08926E+15;0,041;0,04%;Very Low
865080;Rehling;Landkreis Aichach-Friedberg;4,84654E+16;1,08991E+16;0,024;0,02%;Very Low
865100;Ried;Landkreis Aichach-Friedberg;4,8273E+15;1,10923E+16;0,024;0,02%;Very Low
865110;Schmiechen;Landkreis Aichach-Friedberg;4,82125E+15;1,0966E+16;0,024;0,02%;Very Low
865130;Ursberg;Landkreis Günzburg;4,82156E+16;1,04416E+16;0,057;0,06%;Very Low
865170;Wehringen;Landkreis Augsburg;4,82519E+15;1,07943E+16;0,041;0,04%;Very Low
865560;Kühbach;Landkreis Aichach-Friedberg;4,84804E+15;1,11909E+16;0,024;0,02%;Very Low
865560;Kühbach;Landkreis Aichach-Friedberg;4,85217E+15;1,11765E+16;0,024;0,02%;Very Low
865590;Adelzhausen;Landkreis Aichach-Friedberg;4,83673E+15;1,11486E+15;0,024;0,02%;Very Low
865610;Aresing;Landkreis Neuburg-Schrobenhausen;4,84957E+15;1,131E+16;0,15;0,16%;Low
865620;Berg im Gau;Landkreis Neuburg-Schrobenhausen;4,86405E+15;1,12821E+15;0,15;0,16%;Low
865640;Brunnen;Landkreis Neuburg-Schrobenhausen;4,86202E+15;1,12985E+16;0,15;0,16%;Low
865670;Hilgertshausen-Tandern;Landkreis Dachau;4,84206E+15;1,13015E+16;0,022;0,02%;Very Low
865680;Hollenbach;Landkreis Aichach-Friedberg;4,84699E+15;1,10587E+14;0,024;0,02%;Very Low
865700;Inchenhofen;Landkreis Aichach-Friedberg;4,85078E+15;1,10977E+16;0,024;0,02%;Very Low
865710;Langenmosen;Landkreis Neuburg-Schrobenhausen;4,86303E+15;1,12027E+16;0,15;0,16%;Low
865730;Obergriesbach;Landkreis Aichach-Friedberg;4,84135E+15;1,10741E+16;0,024;0,02%;Very Low
865740;Petersdorf;Landkreis Aichach-Friedberg;4,85329E+16;1,09881E+16;0,024;0,02%;Very Low
865760;Schiltberg;Landkreis Aichach-Friedberg;4,84649E+16;1,12269E+16;0,024;0,02%;Very Low
865770;Sielenbach;Landkreis Aichach-Friedberg;4,83953E+15;1,11099E+16;0,024;0,02%;Very Low
865790;Waidhofen;Landkreis Neuburg-Schrobenhausen;4,85424E+16;1,13486E+16;0,15;0,16%;Low
866500;Wemding;Landkreis Donau-Ries;4,88681E+15;1,07447E+16;0,13;0,14%;Low
866500;Wemding;Landkreis Donau-Ries;4,88878E+15;1,07027E+15;0,13;0,14%;Low
866600;Tapfheim;Landkreis Donau-Ries;4,86529E+15;1,06956E+16;0,13;0,14%;Low
866600;Tapfheim;Landkreis Donau-Ries;4,86762E+15;1,06916E+16;0,13;0,14%;Low
866630;Asbach-Bäumenheim;Landkreis Donau-Ries;4,86679E+15;1,08273E+16;0,13;0,14%;Low
866630;Asbach-Bäumenheim;Landkreis Donau-Ries;4,86728E+15;1,08245E+16;0,13;0,14%;Low
866680;Karlshuld;Landkreis Neuburg-Schrobenhausen;4,86627E+15;1,12525E+16;0,15;0,16%;Low
866680;Karlshuld;Landkreis Neuburg-Schrobenhausen;4,86543E+15;1,12599E+16;0,15;0,16%;Low
866690;Königsmoos;Landkreis Neuburg-Schrobenhausen;4,86325E+15;1,11738E+15;0,15;0,16%;Low
866690;Königsmoos;Landkreis Neuburg-Schrobenhausen;4,86604E+15;1,11905E+16;0,15;0,16%;Low
866720;Thierhaupten;Landkreis Augsburg;4,85721E+14;1,08771E+16;0,041;0,04%;Very Low
866720;Thierhaupten;Landkreis Augsburg;4,85823E+16;1,09277E+16;0,041;0,04%;Very Low
866730;Bergheim;Landkreis Neuburg-Schrobenhausen;4,87598E+15;1,12459E+16;0,15;0,16%;Low
866750;Buchdorf;Landkreis Donau-Ries;4,87881E+15;1,08353E+16;0,13;0,14%;Low
866760;Ehekirchen;Landkreis Neuburg-Schrobenhausen;4,86349E+15;1,10568E+16;0,15;0,16%;Low
866760;Ehekirchen;Landkreis Neuburg-Schrobenhausen;4,86501E+16;1,11022E+16;0,15;0,16%;Low
866810;Fünfstetten;Landkreis Donau-Ries;4,88488E+14;1,07426E+15;0,13;0,14%;Low
866850;Huisheim;Landkreis Donau-Ries;4,88222E+14;1,06805E+16;0,13;0,14%;Low
866900;Mertingen;Landkreis Donau-Ries;4,86643E+15;1,07819E+16;0,13;0,14%;Low
866900;Mertingen;Landkreis Donau-Ries;4,86304E+15;1,07839E+16;0,13;0,14%;Low
866940;Niederschönenfeld;Landkreis Donau-Ries;4,87207E+15;1,09744E+16;0,13;0,14%;Low
866950;Allmannshofen;Landkreis Augsburg;4,86224E+16;1,08141E+16;0,041;0,04%;Very Low
866950;Nordendorf;Landkreis Augsburg;4,86106E+16;1,08238E+14;0,041;0,04%;Very Low
866970;Oberhausen;Landkreis Neuburg-Schrobenhausen;4,87133E+15;1,11403E+15;0,15;0,16%;Low
