ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht;immobilienwert_check;darlehenbetrag_check
Bayreuth;;4,99433E+15;1,16532E+15;;0.0;very low;0;0;D;1836.454599550889;137.7440864889714;252960.76119360697;0.6881154395501626;174066.20537768258;0,2;True;True
Bayreuth;;4,99271E+15;1,15956E+16;;0.0;very low;0;0;E;1836.454599550889;80.0;146916.36796407113;0.5458175672554596;80189.53455215725;0,3;True;True
Bayreuth;;4,99225E+15;1,16223E+16;;0.0;very low;0;0;H;1836.454599550889;131.5540829263192;241593.10067973798;0.6563581319513746;158571.5962544932;0,2;True;True
Bayreuth;;4,9946E+15;1,16462E+16;;0.0;very low;0;0;H;1836.454599550889;99.59405385724361;182899.958294054;0.5165857643755973;94483.51475959875;0,2;True;True
Bad Berneck im Fichtelgebirge;Landkreis Bayreuth;5,00467E+16;1,16917E+15;;0.0;very low;0;0;F;1175.4141588742593;81.25130080325191;95503.92939109377;0.535643933285525;51156.10038326852;0,3;True;True
Mistelgau;Landkreis Bayreuth;4,99234E+15;1,13993E+16;;0.0;very low;0;0;C;1175.4141588742593;80.0;94033.13270994075;0.727309101645709;68391.15327619875;0,2;True;True
Bindlach;Landkreis Bayreuth;4,99787E+15;1,16169E+16;;0.0;very low;0;0;D;1175.4141588742593;85.51744030312922;100518.41016298231;0.5625869772162164;56550.34852817203;0,2;True;True
Bindlach;Landkreis Bayreuth;4,99876E+15;1,16069E+16;;0.0;very low;0;0;F;1175.4141588742593;166.24354457677165;195405.01611698148;0.7207245622274152;140833.19469795248;0,3;True;True
Heinersreuth;Landkreis Bayreuth;4,99661E+15;1,1532E+16;;0.0;very low;0;0;G;1175.4141588742593;83.44263021508577;98079.6490085209;0.5552071655327249;54454.523922465414;0,2;True;True
Thurnau;Landkreis Kulmbach;5,00287E+15;1,13983E+16;;0.0;very low;0;0;H;1044.8703739727375;119.85646178599545;125234.46604938219;0.5372744825735645;67285.28294705844;0,25;True;True
Mainleus;Landkreis Kulmbach;5,01009E+16;1,13369E+16;;0.0;very low;0;0;D;1044.8703739727375;88.32006237113762;92283.01659902607;0.7073036536621227;65272.11481145345;0,25;True;True
Mainleus;Landkreis Kulmbach;5,01472E+15;1,13652E+16;;0.0;very low;0;0;F;1044.8703739727375;126.42056974093664;132093.10798305902;0.5964700177488608;78789.57846315739;0,2;True;True
Neudrossenfeld;Landkreis Kulmbach;5,00484E+15;1,15294E+16;;0.0;very low;0;0;A+;1044.8703739727375;165.92143623955772;173366.3931337204;0.4462013478926582;77356.31829555453;0,2;True;True
Lisberg;Landkreis Bamberg;4,98772E+14;1,07259E+16;;0.0;very low;0;0;E;1529.5986908182285;111.01176981124941;169803.45776870163;0.75;127352.59332652623;0,2;True;True
Priesendorf;Landkreis Bamberg;4,9903E+16;1,07078E+15;;0.0;very low;0;0;E;1529.5986908182285;163.63691695122262;250298.8139381213;0.5861384998383423;146709.7713130068;0,2;True;True
Wachenroth;Landkreis Erlangen-Höchstadt;4,97631E+16;1,07216E+16;;0.0;very low;0;0;E;2246.2892708751883;159.99337025474463;359391.39101439435;0.6544703129228643;235210.99613897415;0,2;True;True
Bischberg;Landkreis Bamberg;4,9908E+15;1,0823E+16;;0.0;very low;0;0;F;1529.5986908182285;80.0;122367.89526545828;0.5567091508603471;68123.32706580118;0,3;True;True
Bischberg;Landkreis Bamberg;4,99121E+14;1,08149E+16;;0.0;very low;0;0;A;1529.5986908182285;126.17445491701883;192996.28105577562;0.4440952828141785;85708.73801754935;0,2;True;True
Buttenheim;Landkreis Bamberg;4,98001E+15;1,10798E+16;;0.0;very low;0;0;G;1529.5986908182285;96.22555003012079;147186.47534933672;0.48960803898051497;72063.68156024265;0,2;True;True
Pettstadt;Landkreis Bamberg;4,98252E+15;1,09121E+16;;0.0;very low;0;0;E;1529.5986908182285;99.39776893534386;152038.69723375476;0.44912955882563094;68285.07301301995;0,3;True;True
Schlüsselfeld;Landkreis Bamberg;4,97467E+15;1,07023E+15;;0.0;very low;0;0;D;1529.5986908182285;132.64009875289807;202886.12140243343;0.5045926893648519;102374.85363325772;0,3;True;True
Schlüsselfeld;Landkreis Bamberg;4,97513E+15;1,06727E+16;;0.0;very low;0;0;H;1529.5986908182285;123.69880579951085;189209.5314067101;0.7225342554126462;136710.36789192297;0,2;True;True
Geiselwind;Landkreis Kitzingen;4,98041E+16;1,04773E+16;;0.0;very low;0;0;H;1491.6317732970688;80.0;119330.54186376551;0.5163042775673217;61610.869208688484;0,2;True;True
Rauhenebrach;Landkreis Haßberge;4,99029E+15;1,04877E+16;;0.0;very low;0;0;D;1063.5937853530354;94.71204611072322;100735.14364143535;0.7200877461633552;72538.14254420303;0,2;True;True
Bamberg;;4,98787E+15;1,08902E+16;;0.0;very low;0;0;D;1929.031466931251;107.42799043214119;207231.9739727897;0.45915500566324075;95151.59818308082;0,2;True;True
Bamberg;;4,98944E+15;1,08349E+15;;0.0;very low;0;0;D;1929.031466931251;80.0;154322.51735450007;0.5585644279180392;86199.06862098801;0,2;True;True
Bamberg;;4,98755E+15;1,08674E+16;;0.0;very low;0;0;E;1929.031466931251;80.0;154322.51735450007;0.677282024830043;104519.86703072525;0,2;True;True
Bamberg;;4,98637E+16;1,08833E+16;;0.0;very low;0;0;C;1929.031466931251;80.0;154322.51735450007;0.5595985693613471;86358.6599318199;0,2;True;True
Bamberg;;4,9874E+15;1,08957E+15;;0.0;very low;0;0;G;1929.031466931251;134.50827142186665;259470.6881353103;0.5194775173329488;134789.1888932028;0,2;True;True
Bamberg;;4,98722E+15;1,08974E+16;;0.0;very low;0;0;D;1929.031466931251;80.0;154322.51735450007;0.5668730878357136;87481.28193532595;0,2;True;True
Kemmern;Landkreis Bamberg;4,99566E+15;1,0876E+16;;0.0;very low;0;0;F;1529.5986908182285;80.0;122367.89526545828;0.45140983905396515;55238.07190715299;0,2;True;True
Gundelsheim;Landkreis Bamberg;4,99417E+16;1,0933E+16;;0.0;very low;0;0;D;1529.5986908182285;148.17629698251181;226650.2698747431;0.6000595278161499;136003.65392044128;0,25;True;True
Presseck;Landkreis Kulmbach;5,02305E+15;1,15841E+16;;0.0;very low;0;0;H;1044.8703739727375;118.17703942795998;123479.68738208349;0.422376186938788;52154.879520837996;0,2;True;True
Kasendorf;Landkreis Kulmbach;5,00202E+15;1,13366E+16;;0.0;very low;0;0;C;1044.8703739727375;158.0731327896326;165165.9333729456;0.6087002878448116;100536.55118626896;0,25;True;True
Kulmbach;Landkreis Kulmbach;5,01723E+15;1,14443E+16;;0.0;very low;0;0;C;1044.8703739727375;163.65519344009073;170998.4631723283;0.6063936653967841;103692.38486028515;0,2;True;True
Kulmbach;Landkreis Kulmbach;5,01597E+14;1,14665E+16;;0.0;very low;0;0;A;1044.8703739727375;105.43670353720086;110167.68785536771;0.75;82625.76589152578;0,3;True;True
Kulmbach;Landkreis Kulmbach;5,01325E+15;1,14514E+15;;0.0;very low;0;0;F;1044.8703739727375;90.14878369363204;94193.79333115273;0.6030528986328318;56803.84010157356;0,2;True;True
Kulmbach;Landkreis Kulmbach;5,01711E+16;1,13988E+16;;0.0;very low;0;0;A;1044.8703739727375;159.37259844015824;166523.70653317508;0.7464881408572196;124307.9720986031;0,2;True;True
Kulmbach;Landkreis Kulmbach;5,00896E+15;1,14399E+16;;0.0;very low;0;0;G;1044.8703739727375;108.94476854848138;113833.16105562507;0.75;85374.8707917188;0,2;True;True
Kulmbach;Landkreis Kulmbach;5,0138E+15;1,14218E+16;;0.0;very low;0;0;G;1044.8703739727375;150.47389583983096;157225.71581929893;0.4345330886449787;68319.77590937765;0,2;True;True
Kulmbach;Landkreis Kulmbach;5,0086E+15;1,14432E+15;;0.0;very low;0;0;H;1044.8703739727375;86.23145109157096;90100.68855026158;0.4526864776590666;40787.3633344745;0,25;True;True
Untersteinach;Landkreis Kulmbach;5,01403E+15;1,1487E+16;;0.0;very low;0;0;G;1044.8703739727375;94.42824149485473;98665.27200431684;0.5096819036549916;50287.90365979775;0,2;True;True
Neuenmarkt;Landkreis Kulmbach;5,00768E+14;1,15692E+16;;0.0;very low;0;0;C;1044.8703739727375;94.80390530092325;99057.79198585167;0.75;74293.34398938876;0,3;True;True
Wirsberg;Landkreis Kulmbach;5,0123E+15;1,16444E+16;;0.0;very low;0;0;D;1044.8703739727375;134.3902203872511;140420.35983430568;0.5372599118404583;75442.2301451845;0,25;True;True
Stadtsteinach;Landkreis Kulmbach;5,01765E+15;1,1555E+16;;0.0;very low;0;0;B;1044.8703739727375;110.31864769717949;115268.6866755186;0.7427407086103277;85614.74602195653;0,2;True;True
Himmelkron;Landkreis Kulmbach;5,00754E+15;1,16107E+16;;0.0;very low;0;0;F;1044.8703739727375;80.0;83589.629917819;0.4692882303103893;39227.62949643365;0,2;True;True
Marktleugast;Landkreis Kulmbach;5,01741E+15;1,16318E+16;;0.0;very low;0;0;F;1044.8703739727375;121.3326371511118;126776.87795518065;0.6687081818757644;84776.73556129452;0,2;True;True
Bamberg;;4,99159E+15;1,09092E+16;;0.0;very low;0;0;E;1929.031466931251;88.01071997780582;169775.44826446232;0.6740471704543267;114436.66051527575;0,3;True;True
Bamberg;;4,9922E+16;1,09246E+16;;0.0;very low;0;0;H;1929.031466931251;80.0;154322.51735450007;0.5117442000774193;78973.65319751229;0,2;True;True
Bamberg;;4,99071E+14;1,09075E+15;;0.0;very low;0;0;G;1929.031466931251;80.0;154322.51735450007;0.6345843875433369;97930.66015955141;0,2;True;True
Bamberg;;4,99214E+15;1,08871E+16;;0.0;very low;0;0;E;1929.031466931251;136.14941970370555;262636.5148128777;0.75;196977.38610965828;0,2;True;True
Bamberg;;4,99102E+15;1,0893E+15;;0.0;very low;0;0;C;1929.031466931251;165.24132401629862;318755.7136648227;0.5624459072329442;179282.84655789577;0,2;True;True
Bamberg;;4,99091E+15;1,08794E+15;;0.0;very low;0;0;G;1929.031466931251;116.74641806349426;225207.51409599144;0.7178503139056379;161665.28468771584;0,25;True;True
Baunach;Landkreis Bamberg;4,99852E+15;1,0787E+16;;0.0;very low;0;0;F;1529.5986908182285;80.0;122367.89526545828;0.75;91775.92144909372;0,2;True;True
Hirschaid;Landkreis Bamberg;4,98053E+15;1,09642E+16;;0.0;very low;0;0;F;1529.5986908182285;118.67361817959039;181523.01100216378;0.6568620307491501;119235.57363458161;0,25;True;True
Hirschaid;Landkreis Bamberg;4,97918E+16;1,09613E+16;;0.0;very low;0;0;F;1529.5986908182285;101.74471920609128;155628.5892953055;0.5052906552896302;78637.67186682565;0,2;True;True
Hirschaid;Landkreis Bamberg;4,9807E+15;1,09185E+16;;0.0;very low;0;0;A;1529.5986908182285;80.0;122367.89526545828;0.6990580359989567;85542.26053359729;0,3;True;True
Burghaslach;Landkreis Neustadt an der Aisch-Bad Windsheim;4,97489E+16;1,05244E+16;;0.0;very low;0;0;C;1397.4946216350154;128.3382812070888;179352.0577367888;0.6644699249861349;119174.04835047298;0,2;True;True
Walsdorf;Landkreis Bamberg;4,98782E+16;1,07777E+16;;0.0;very low;0;0;G;1529.5986908182285;143.62669148933193;219691.19926863574;0.5355625994533071;117658.38975732503;0,2;True;True
Litzendorf;Landkreis Bamberg;4,99011E+15;1,10359E+16;;0.0;very low;0;0;H;1529.5986908182285;112.4603514059603;172019.2062795148;0.5382048529424928;92581.57161895059;0,2;True;True
Litzendorf;Landkreis Bamberg;4,99279E+15;1,10144E+16;;0.0;very low;0;0;G;1529.5986908182285;80.0;122367.89526545828;0.6977885348343471;85386.91434804698;0,2;True;True
Ebrach;Landkreis Bamberg;4,98614E+15;1,05307E+16;;0.0;very low;0;0;C;1529.5986908182285;128.3770976805878;196365.44054327096;0.5522300647122504;108438.89993846009;0,3;True;True
Pommersfelden;Landkreis Bamberg;4,97666E+15;1,08577E+16;;0.0;very low;0;0;C;1529.5986908182285;85.66401021557691;131031.55787598579;0.5178605957918674;67856.08062919455;0,3;True;True
Zapfendorf;Landkreis Bamberg;4,99997E+15;1,09471E+16;;0.0;very low;0;0;B;1529.5986908182285;80.0;122367.89526545828;0.75;91775.92144909372;0,3;True;True
Reckendorf;Landkreis Bamberg;5,00325E+14;1,08326E+16;;0.0;very low;0;0;E;1529.5986908182285;118.590552543943;181395.95391462557;0.5607881901053003;101724.70868820735;0,3;True;True
Bamberg;;4,98889E+15;1,09131E+15;;0.0;very low;0;0;D;1929.031466931251;149.81301981518826;288994.0293794932;0.6945911420823665;200732.69292168715;0,2;True;True
Bamberg;;4,98887E+15;1,09496E+15;;0.0;very low;0;0;H;1929.031466931251;134.53236522797607;259517.1658454535;0.75;194637.87438409013;0,2;True;True
Bamberg;;4,99045E+15;1,09355E+15;;0.0;very low;0;0;H;1929.031466931251;80.0;154322.51735450007;0.5580792134984344;86124.18911029788;0,2;True;True
Bamberg;;4,98807E+15;1,09305E+16;;0.0;very low;0;0;C;1929.031466931251;161.3762764895406;311299.9153645217;0.6426256525205274;200049.3112407107;0,25;True;True
Bamberg;;4,98926E+15;1,09362E+16;;0.0;very low;0;0;H;1929.031466931251;128.307022640169;247508.28410114648;0.5302472600111402;131240.58947469178;0,2;True;True
Altendorf;Landkreis Bamberg;4,97848E+15;1,10148E+16;;0.0;very low;0;0;H;1529.5986908182285;80.0;122367.89526545828;0.7339837538555033;89816.04711833815;0,2;True;True
Scheßlitz;Landkreis Bamberg;4,9965E+16;1,10517E+15;;0.0;very low;0;0;B;1529.5986908182285;120.01631805403044;183576.80297226907;0.5012385182857033;92015.76471344664;0,2;True;True
Scheßlitz;Landkreis Bamberg;4,99723E+15;1,10042E+16;;0.0;very low;0;0;G;1529.5986908182285;90.01110847968695;137680.87368962672;0.43088108066825337;59324.083642735655;0,2;True;True
Altenkunstadt;Landkreis Lichtenfels;5,0119E+16;1,12115E+16;;0.0;very low;0;0;A;1178.0146326770785;152.321280415118;179436.6971971175;0.4532738695569922;81333.96607906374;0,25;True;True
Bad Staffelstein;Landkreis Lichtenfels;5,01156E+15;1,09807E+16;;0.0;very low;0;0;F;1178.0146326770785;80.0;94241.17061416627;0.5342255419165712;50346.04044220503;0,3;True;True
Bad Staffelstein;Landkreis Lichtenfels;5,01097E+14;1,09834E+15;;0.0;very low;0;0;E;1178.0146326770785;99.90454116767938;117689.01136641589;0.526585048993699;61973.2738164041;0,25;True;True
Bad Staffelstein;Landkreis Lichtenfels;5,01394E+15;1,09339E+16;;0.0;very low;0;0;A+;1178.0146326770785;126.51077245887753;149031.54114783806;0.6428110491076499;95799.12131537167;0,2;True;True
Marktgraitz;Landkreis Lichtenfels;5,01812E+15;1,12457E+16;;0.0;very low;0;0;E;1178.0146326770785;161.48845521322937;190235.76324960124;0.4188555560387834;79681.30639437409;0,2;True;True
Redwitz a.d.Rodach;Landkreis Lichtenfels;5,01609E+14;1,12375E+15;;0.0;very low;0;0;E;1178.0146326770785;80.0;94241.17061416627;0.6057462537315037;57086.2360468027;0,3;True;True
Lichtenfels;Landkreis Lichtenfels;5,02094E+15;1,10687E+16;;0.0;very low;0;0;F;1178.0146326770785;158.14896284153042;186301.79237002638;0.5332487523533846;99345.19834251588;0,2;True;True
Lichtenfels;Landkreis Lichtenfels;5,00668E+15;1,11563E+16;;0.0;very low;0;0;A+;1178.0146326770785;99.58846326190138;117316.66696834347;0.49091906977888283;57592.98901765817;0,3;True;True
Lichtenfels;Landkreis Lichtenfels;5,01016E+16;1,10915E+16;;0.0;very low;0;0;G;1178.0146326770785;97.50906793983391;114867.10885182774;0.5854497731672711;67248.92282168279;0,3;True;True
Lichtenfels;Landkreis Lichtenfels;5,01928E+15;1,10196E+16;;0.0;very low;0;0;D;1178.0146326770785;80.0;94241.17061416627;0.5513689894820646;51961.6590091397;0,2;True;True
Lichtenfels;Landkreis Lichtenfels;5,00835E+15;1,11339E+16;;0.0;very low;0;0;D;1178.0146326770785;162.39465186775516;191303.27616871562;0.4519317283904156;86456.02024567666;0,3;True;True
Dörfles-Esbach;Landkreis Coburg;5,02966E+16;1,09955E+16;;0.0;very low;0;0;E;967.3762546487267;128.50687378563137;124314.49825936071;0.7090309034648532;88142.82101461444;0,2;True;True
Ermershausen;Landkreis Haßberge;5,01945E+16;1,06551E+12;;0.0;very low;0;0;D;1063.5937853530354;128.19630681858735;136348.79523746046;0.6406035955665939;87345.52848029044;0,2;True;True
Maroldsweisach;Landkreis Haßberge;5,02091E+15;1,06934E+16;;0.0;very low;0;0;F;1063.5937853530354;143.00035407044737;152094.28789261146;0.5407998043245011;82252.56113119863;0,3;True;True
Bad Rodach;Landkreis Coburg;5,03406E+15;1,07771E+15;;0.0;very low;0;0;B;967.3762546487267;160.67013210115266;155428.4706259292;0.7303297343014462;113514.03365511502;0,3;True;True
Bad Rodach;Landkreis Coburg;5,03296E+15;1,07663E+16;;0.0;very low;0;0;H;967.3762546487267;151.9570785635664;146999.6695281852;0.6547905578409691;96253.99561279848;0,3;True;True
Weidhausen b.Coburg;Landkreis Coburg;5,02041E+15;1,11406E+16;;0.0;very low;0;0;H;967.3762546487267;164.38140361554517;159018.66656350673;0.5566693247289382;88520.81373520347;0,2;True;True
Bad Steben;Landkreis Hof;5,03483E+15;1,16642E+16;;0.0;very low;0;0;E;726.5723805076726;161.55440381652298;117380.96776246894;0.7290816822793412;85580.31344383798;0,2;True;True
Stammbach;Landkreis Hof;5,01626E+15;1,17337E+16;;0.0;very low;0;0;G;726.5723805076726;139.01008757311732;101000.89024257989;0.7040554628977884;71110.2285328283;0,3;True;True
Rehau;Landkreis Hof;5,02652E+15;1,20191E+16;;0.0;very low;0;0;H;726.5723805076726;80.0;58125.79044061381;0.7148871225853449;41553.37907608916;0,3;True;True
Rehau;Landkreis Hof;5,02636E+14;1,20444E+16;;0.0;very low;0;0;H;726.5723805076726;80.0;58125.79044061381;0.7010157240546195;40747.09307197398;0,2;True;True
Rehau;Landkreis Hof;5,02153E+16;1,20568E+16;;0.0;very low;0;0;H;726.5723805076726;86.67901070934181;62978.57515113653;0.4630294333952564;29160.93396827132;0,2;True;True
Feilitzsch;Landkreis Hof;5,03977E+16;1,19209E+16;;0.0;very low;0;0;E;726.5723805076726;136.317934922008;99044.84648217335;0.625683883493282;61970.76418696215;0,25;True;True
Töpen;Landkreis Hof;5,03928E+15;1,18597E+16;;0.0;very low;0;0;F;726.5723805076726;143.72627352937153;104427.54069973236;0.6361899186699174;66435.74862466221;0,2;True;True
Trogen;Landkreis Hof;5,03963E+15;1,19199E+16;;0.0;very low;0;0;E;726.5723805076726;142.04106530946112;103203.11495174096;0.75;77402.33621380573;0,2;True;True
Naila;Landkreis Hof;5,03025E+13;1,16567E+16;;0.0;very low;0;0;F;726.5723805076726;144.7584893733444;105177.52022268546;0.5436415856832739;57178.87387209533;0,2;True;True
Naila;Landkreis Hof;5,03267E+15;1,17267E+16;;0.0;very low;0;0;E;726.5723805076726;167.9877731582925;122055.27623980348;0.6531148695167653;79716.115815192;0,2;True;True
Münchberg;Landkreis Hof;5,01812E+14;1,16956E+14;;0.0;very low;0;0;E;726.5723805076726;115.9518916352057;84247.4419297591;0.7245705733223291;61043.217299985175;0,2;True;True
Münchberg;Landkreis Hof;5,01888E+16;1,17063E+16;;0.0;very low;0;0;D;726.5723805076726;132.66973622703202;96394.16607179967;0.6144327234149398;59227.72998080786;0,25;True;True
Münchberg;Landkreis Hof;5,01676E+15;1,17441E+16;;0.0;very low;0;0;A+;726.5723805076726;122.24507964877132;88819.89852575783;0.75;66614.92389431837;0,3;True;True
Meeder;Landkreis Coburg;5,03038E+15;1,08705E+14;;0.0;very low;0;0;F;967.3762546487267;156.24015739736865;151143.01828879403;0.5633198505397082;85141.86247256384;0,25;True;True
Rödental;Landkreis Coburg;5,02815E+15;1,10847E+16;;0.0;very low;0;0;G;967.3762546487267;125.09232919542741;121011.34890235814;0.7476842220353028;90478.27626150224;0,25;True;True
Rödental;Landkreis Coburg;5,02749E+15;1,10708E+16;;0.0;very low;0;0;G;967.3762546487267;81.17067583467528;78522.58437625408;0.6970975228873626;54737.89905940064;0,25;True;True
Rödental;Landkreis Coburg;5,02703E+15;1,10176E+14;;0.0;very low;0;0;G;967.3762546487267;152.57783762356587;147600.17710268672;0.44808898844536965;66138.0140523003;0,2;True;True
Rödental;Landkreis Coburg;5,03398E+16;1,10236E+16;;0.0;very low;0;0;A+;967.3762546487267;80.0;77390.10037189814;0.5345537755269678;41369.170342209145;0,25;True;True
Grub a.Forst;Landkreis Coburg;5,02286E+15;1,10074E+16;;0.0;very low;0;0;G;967.3762546487267;133.8525540912282;129485.78245193843;0.6484140844709203;83960.40508057442;0,3;True;True
Ebersdorf b.Coburg;Landkreis Coburg;5,02347E+15;1,10639E+16;;0.0;very low;0;0;C;967.3762546487267;110.85790709673758;107241.30696543849;0.5395075361993806;57857.493299725196;0,2;True;True
Ebersdorf b.Coburg;Landkreis Coburg;5,02111E+15;1,10532E+16;;0.0;very low;0;0;F;967.3762546487267;96.48412679499822;93336.45321199823;0.7350150238558445;68603.6953842368;0,2;True;True
Regnitzlosau;Landkreis Hof;5,02993E+16;1,20758E+16;;0.0;very low;0;0;H;726.5723805076726;129.30539516778433;93949.72877954236;0.5125576492486451;48154.65213079001;0,3;True;True
Döhlau;Landkreis Hof;5,02964E+15;1,19604E+15;;0.0;very low;0;0;H;726.5723805076726;101.97239791928054;74090.3279022873;0.6493013275143119;48106.94826292581;0,2;True;True
Oberkotzau;Landkreis Hof;5,02459E+15;1,19003E+16;;0.0;very low;0;0;E;726.5723805076726;141.33036196306486;102686.73752951506;0.5996338065540241;61574.439307437075;0,2;True;True
Oberkotzau;Landkreis Hof;5,02516E+15;1,19255E+15;;0.0;very low;0;0;F;726.5723805076726;103.38159635066081;75114.21256118295;0.7415588071275715;55701.60586519768;0,2;True;True
Schauenstein;Landkreis Hof;5,02726E+15;1,17441E+16;;0.0;very low;0;0;A;726.5723805076726;80.0;58125.79044061381;0.4536522873202643;26368.89778568281;0,2;True;True
Selbitz;Landkreis Hof;5,03509E+15;1,17617E+16;;0.0;very low;0;0;C;726.5723805076726;125.36846501840198;91089.26406901321;0.75;68316.94805175991;0,2;True;True
Zell im Fichtelgebirge;Landkreis Hof;5,01593E+15;1,18092E+16;;0.0;very low;0;0;C;726.5723805076726;158.98924550467683;115517.19458145183;0.6078240148856786;70214.1249988282;0,2;True;True
Schwarzenbach a.Wald;Landkreis Hof;5,03136E+15;1,16137E+16;;0.0;very low;0;0;D;726.5723805076726;80.0;58125.79044061381;0.5114440002974083;29728.086783396386;0,25;True;True
Hof;;5,0304E+15;1,19278E+16;;0.0;very low;0;0;G;1052.1517006206311;124.85765573869773;131369.19482097612;0.6135412209725385;80600.41618864097;0,3;True;True
Hof;;5,02961E+15;1,19083E+16;;0.0;very low;0;0;H;1052.1517006206311;80.0;84172.1360496505;0.6160894991427646;51857.56914060581;0,2;True;True
Hof;;5,02863E+15;1,19109E+16;;0.0;very low;0;0;E;1052.1517006206311;147.81931911322454;155528.34798956296;0.75;116646.26099217222;0,2;True;True
Seßlach;Landkreis Coburg;5,01966E+15;1,08161E+16;;0.0;very low;0;0;B;967.3762546487267;160.40481127469835;155171.80555855352;0.5340245151445139;82865.54822750532;0,2;True;True
Weitramsdorf;Landkreis Coburg;5,02638E+15;1,08587E+16;;0.0;very low;0;0;D;967.3762546487267;144.91728073745995;140189.53627368205;0.4816814564542181;67526.70001194862;0,2;True;True
Coburg;;5,02849E+15;1,08973E+16;;0.0;very low;0;0;F;1179.054822198206;164.89720560594364;194422.8454366969;0.4557887428344343;88615.74429988561;0,3;True;True
Coburg;;5,02699E+15;1,09059E+15;;0.0;very low;0;0;C;1179.054822198206;80.0;94324.38577585648;0.594113622532319;56039.40252643004;0,2;True;True
Coburg;;5,02662E+16;1,10629E+16;;0.0;very low;0;0;C;1179.054822198206;83.14224884663457;98029.26943102773;0.5368364366511462;52625.68368886806;0,2;True;True
Coburg;;5,02464E+15;1,10075E+16;;0.0;very low;0;0;A;1179.054822198206;80.0;94324.38577585648;0.5395496400050483;50892.68838906067;0,2;True;True
Coburg;;5,0298E+16;1,09465E+15;;0.0;very low;0;0;A+;1179.054822198206;87.13925237201424;102741.95571196986;0.75;77056.46678397739;0,2;True;True
Coburg;;5,02612E+15;1,09267E+16;;0.0;very low;0;0;C;1179.054822198206;103.00443728473628;121447.878488381;0.41998409844508605;51006.17775501106;0,2;True;True
Coburg;;5,02516E+15;1,10182E+16;;0.0;very low;0;0;E;1179.054822198206;80.0;94324.38577585648;0.7228313105593868;68180.61938807153;0,2;True;True
Coburg;;5,02705E+15;1,09505E+16;;0.0;very low;0;0;D;1179.054822198206;93.32824798679074;110039.12083613564;0.545127918085696;59985.39684938296;0,3;True;True
Coburg;;5,02763E+15;1,0947E+16;;0.0;very low;0;0;E;1179.054822198206;119.56061204064387;140968.51617149005;0.5002335331991757;70517.17891430961;0,2;True;True
Coburg;;5,02555E+15;1,09416E+16;;0.0;very low;0;0;G;1179.054822198206;134.7875815925084;158921.94804908117;0.44562331579332354;70819.32544196586;0,2;True;True
Coburg;;5,02794E+15;1,0919E+15;;0.0;very low;0;0;D;1179.054822198206;80.0;94324.38577585648;0.75;70743.28933189236;0,3;True;True
Untersiemau;Landkreis Coburg;5,01886E+14;1,09806E+16;;0.0;very low;0;0;H;967.3762546487267;80.0;77390.10037189814;0.6579144857197178;50916.0680859747;0,3;True;True
Lautertal;Landkreis Coburg;5,0346E+16;1,09479E+16;;0.0;very low;0;0;B;967.3762546487267;80.0;77390.10037189814;0.75;58042.5752789236;0,25;True;True
Ebern;Landkreis Haßberge;5,00884E+14;1,06839E+16;;0.0;very low;0;0;C;1063.5937853530354;109.51964291685483;116484.41158045038;0.7454912855598703;86838.113736795;0,25;True;True
Ebern;Landkreis Haßberge;5,0061E+15;1,07186E+16;;0.0;very low;0;0;F;1063.5937853530354;80.0;85087.50282824284;0.6771495629072906;57616.96534901749;0,2;True;True
Itzgrund;Landkreis Coburg;5,01352E+16;1,09289E+15;;0.0;very low;0;0;E;967.3762546487267;95.57847213532915;92460.34439932239;0.6064948865145362;56076.72608356197;0,3;True;True
Sonnefeld;Landkreis Coburg;5,02508E+16;1,1165E+16;;0.0;very low;0;0;H;967.3762546487267;109.83982729011196;106256.4407351715;0.65459813692257;69555.26814126674;0,3;True;True
Ahorn;Landkreis Coburg;5,02296E+15;1,09405E+16;;0.0;very low;0;0;A;967.3762546487267;142.4474876431072;137800.31708030982;0.4739803939747916;65314.648579576446;0,2;True;True
Neustadt bei Coburg;Landkreis Coburg;5,03503E+15;1,10972E+16;;0.0;very low;0;0;F;967.3762546487267;93.39880841004927;90351.78946836745;0.6745472573484421;60946.55178241112;0,2;True;True
Neustadt bei Coburg;Landkreis Coburg;5,03544E+15;1,10999E+14;;0.0;very low;0;0;E;967.3762546487267;97.21481397483583;94043.30263934938;0.556395453047882;52325.26597813987;0,2;True;True
Neustadt bei Coburg;Landkreis Coburg;5,02682E+15;1,11503E+13;;0.0;very low;0;0;A;967.3762546487267;143.8630041400323;139169.6541274987;0.75;104377.24059562403;0,3;True;True
Neustadt bei Coburg;Landkreis Coburg;5,03138E+15;1,10831E+16;;0.0;very low;0;0;G;967.3762546487267;105.01074473417809;101584.9009388227;0.699195383931965;71027.69381361076;0,25;True;True
Köditz;Landkreis Hof;5,03371E+16;1,18145E+16;;0.0;very low;0;0;B;726.5723805076726;94.02366374127507;68314.99718855118;0.5019926647898948;34293.627483794975;0,2;True;True
