ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise;aktuelles_LtV;darlehenbetrag;aktueller_immobilienwert;wohnflaeche
1783;Kammerstein;Landkreis Roth;4930790000000000,0;1,10291e+16;;very low;A;3631,0;0,523;195309,89;373444,6;102,85
1784;Kammerstein;Landkreis Roth;4931540000000000,0;1,09451e+16;;very low;E;3631,0;0,5921;202773,12;342482,88;94,32
1785;Kammerstein;Landkreis Roth;4928860000000000,0;1,10705e+16;;very low;F;3631,0;0,2262;83065,22;367230,5;101,14
1786;Kammerstein;Landkreis Roth;4936120000000000,0;1,10389e+16;;very low;E;3631,0;0,4745;149757,87;315644,97;86,93
1787;Kammerstein;Landkreis Roth;4936390000000000,0;1,10251e+16;;very low;C;3631,0;0,3363;73265,95;217860,0;60,0
1788;Kammerstein;Landkreis Roth;4934130000000000,0;1103570000000000,0;;very low;H;3631,0;0,3576;88085,8;246352,15;67,85
1789;Kammerstein;Landkreis Roth;4929290000000000,0;1,10624e+16;;very low;A+;3631,0;0,6587;143498,89;217860,0;60,0
1790;Kammerstein;Landkreis Roth;4935290000000000,0;109878000000000,0;;very low;A;3631,0;0,3455;105517,92;305379,57;84,1
1791;Kammerstein;Landkreis Roth;493483000000000,0;1,10288e+16;;very low;A;3631,0;0,4904;299224,57;610137,85;168,04
1792;Kammerstein;Landkreis Roth;4937030000000000,0;1,1007e+16;;very low;H;3631,0;0,4427;96450,74;217860,0;60,0
1793;Kammerstein;Landkreis Roth;4931920000000000,0;109851000000000,0;;very low;E;3631,0;0,3318;239358,72;721411,27;198,68
1794;Kammerstein;Landkreis Roth;4932920000000000,0;1,10536e+16;;very low;E;3631,0;0,1628;173978,48;1068474,9;294,26
1795;Kammerstein;Landkreis Roth;4928250000000000,0;1095130000000000,0;;very low;C;3631,0;0,2113;177132,48;838312,96;230,88
1796;Kammerstein;Landkreis Roth;4930700000000000,0;1,10545e+16;;very low;F;3631,0;0,3547;77275,7;217860,0;60,0
1797;Kammerstein;Landkreis Roth;493187000000000,0;1,10463e+16;;very low;F;3631,0;0,1221;119082,72;975267,96;268,59
1798;Kammerstein;Landkreis Roth;4929630000000000,0;1,09207e+16;;very low;F;3631,0;0,4748;152771,96;321741,71;88,61
1799;Kammerstein;Landkreis Roth;4936800000000000,0;1,10078e+16;;very low;A+;3631,0;0,6667;155680,24;233512,49;64,31
1800;Kammerstein;Landkreis Roth;4,92982e+16;1,0945e+16;;very low;C;3631,0;0,581;155226,61;267179,2;73,58
1801;Kammerstein;Landkreis Roth;4929590000000000,0;1096440000000000,0;;very low;G;3631,0;0,5261;203147,08;386164,36;106,35
1802;Kammerstein;Landkreis Roth;4932640000000000,0;109337000000000,0;;very low;B;3631,0;0,4714;102707,28;217860,0;60,0
1803;Kammerstein;Landkreis Roth;4,93203e+16;1,10574e+16;;very low;H;3631,0;0,2981;281807,2;945456,79;260,38
1804;Kammerstein;Landkreis Roth;4934950000000000,0;1,09851e+16;;very low;D;3631,0;0,2401;183648,91;764918,75;210,66
1805;Kammerstein;Landkreis Roth;4,93154e+16;1,10685e+16;;very low;E;3631,0;0,5287;168432,36;318579,39;87,74
1806;Kammerstein;Landkreis Roth;4926910000000000,0;1,09637e+16;;very low;D;3631,0;0,3868;85622,53;221372,29;60,97
1807;Kammerstein;Landkreis Roth;4932550000000000,0;1,0934e+16;;very low;F;3631,0;0,5784;126018,39;217860,0;60,0
1808;Kammerstein;Landkreis Roth;4929560000000000,0;1,09685e+16;;very low;G;3631,0;0,7004;152582,29;217860,0;60,0
1809;Kammerstein;Landkreis Roth;4927670000000000,0;1,0965e+16;;very low;A+;3631,0;0,3858;84053,08;217860,0;60,0
1810;Kammerstein;Landkreis Roth;4930130000000000,0;1092910000000000,0;;very low;C;3631,0;0,5294;187401,46;353976,08;97,49
1811;Kammerstein;Landkreis Roth;4931770000000000,0;1,09407e+16;;very low;C;3631,0;0,2459;150283,45;611153,23;168,32
1812;Kammerstein;Landkreis Roth;4928710000000000,0;1,0948e+16;;very low;C;3631,0;0,6946;217118,44;312572,71;86,08
1813;Kammerstein;Landkreis Roth;4931730000000000,0;1,09832e+16;;very low;E;3631,0;0,1403;63275,67;450876,15;124,17
1814;Kammerstein;Landkreis Roth;4929260000000000,0;1095570000000000,0;;very low;C;3631,0;0,226;137927,09;610388,5;168,1
1815;Kammerstein;Landkreis Roth;4933970000000000,0;1,10136e+16;;very low;F;3631,0;0,0741;137644,71;1856666,54;511,34
1816;Kammerstein;Landkreis Roth;4936560000000000,0;1,10286e+16;;very low;A+;3631,0;0,5749;125243,64;217860,0;60,0
1817;Kammerstein;Landkreis Roth;492849000000000,0;1,0913e+16;;very low;E;3631,0;0,2929;231256,89;789587,75;217,46
1818;Kammerstein;Landkreis Roth;4928880000000000,0;1,09876e+16;;very low;C;3631,0;0,4382;168411,12;384331,42;105,85
1819;Kammerstein;Landkreis Roth;4929350000000000,0;1,10865e+16;;very low;E;3631,0;0,5693;147113,0;258424,95;71,17
1820;Kammerstein;Landkreis Roth;493451000000000,0;1099550000000000,0;;very low;A;3631,0;0,6904;150404,25;217860,0;60,0
1821;Kammerstein;Landkreis Roth;4930400000000000,0;1,10703e+16;;very low;H;3631,0;0,4521;117163,8;259168,58;71,38
1822;Kammerstein;Landkreis Roth;493297000000000,0;1,09954e+16;;very low;E;3631,0;0,4955;107941,89;217860,0;60,0
1823;Kammerstein;Landkreis Roth;4928520000000000,0;1,09713e+16;;very low;F;3631,0;0,6658;145060,72;217860,0;60,0
1824;Kammerstein;Landkreis Roth;4928110000000000,0;1096090000000000,0;;very low;A;3631,0;0,3936;114060,25;289807,41;79,81
1825;Kammerstein;Landkreis Roth;4,92865e+16;1,10623e+16;;very low;G;3631,0;0,706;153813,07;217860,0;60,0
1826;Kammerstein;Landkreis Roth;4934970000000000,0;1,10239e+16;;very low;D;3631,0;0,646;244773,9;378923,65;104,36
1827;Kammerstein;Landkreis Roth;4935600000000000,0;1099260000000000,0;;very low;G;3631,0;0,3715;80937,17;217860,0;60,0
1828;Kammerstein;Landkreis Roth;493512000000000,0;1,09744e+16;;very low;G;3631,0;0,7108;154850,27;217860,0;60,0
1829;Kammerstein;Landkreis Roth;4927080000000000,0;1,09509e+16;;very low;F;3631,0;0,1927;82196,8;426533,79;117,47
1830;Kammerstein;Landkreis Roth;492941000000000,0;1,10689e+16;;very low;F;3631,0;0,3515;125701,85;357592,53;98,48
1831;Kammerstein;Landkreis Roth;4930270000000000,0;1,09507e+16;;very low;G;3631,0;0,1219;68466,4;561649,63;154,68
1832;Kammerstein;Landkreis Roth;4936270000000000,0;1,10331e+16;;very low;F;3631,0;0,3729;96891,72;259835,06;71,56
1833;Kammerstein;Landkreis Roth;4929630000000000,0;109629000000000,0;;very low;C;3631,0;0,2021;60535,68;299489,87;82,48
1834;Kammerstein;Landkreis Roth;4,9269e+16;1,09673e+16;;very low;D;3631,0;0,7148;155716,39;217860,0;60,0
1835;Kammerstein;Landkreis Roth;4931570000000000,0;1,09299e+16;;very low;F;3631,0;0,7025;153045,03;217860,0;60,0
1836;Kammerstein;Landkreis Roth;4931520000000000,0;1,1027e+16;;very low;H;3631,0;0,4742;189425,88;399468,11;110,02
1837;Kammerstein;Landkreis Roth;4928910000000000,0;1,09147e+16;;very low;A;3631,0;0,5395;196781,83;364777,45;100,46
1838;Kammerstein;Landkreis Roth;4927540000000000,0;1090720000000000,0;;very low;D;3631,0;0,7035;153260,27;217860,0;60,0
1839;Kammerstein;Landkreis Roth;4929580000000000,0;1,09745e+16;;very low;E;3631,0;0,4216;126659,98;300461,39;82,75
1840;Kammerstein;Landkreis Roth;4935960000000000,0;1,10351e+16;;very low;E;3631,0;0,4247;92529,88;217860,0;60,0
1841;Kammerstein;Landkreis Roth;493412000000000,0;1,09962e+16;;very low;E;3631,0;0,6886;217919,93;316467,16;87,16
1842;Kammerstein;Landkreis Roth;4930380000000000,0;1099190000000000,0;;very low;E;3631,0;0,18;117684,41;653882,68;180,08
1843;Kammerstein;Landkreis Roth;4934610000000000,0;1,10081e+16;;very low;A;3631,0;0,514;111976,82;217860,0;60,0
1844;Kammerstein;Landkreis Roth;4,93352e+16;1,10459e+16;;very low;A;3631,0;0,5297;115406,97;217860,0;60,0
1845;Kammerstein;Landkreis Roth;4932850000000000,0;1101560000000000,0;;very low;A+;3631,0;0,4298;93633,52;217860,0;60,0
1846;Kammerstein;Landkreis Roth;4928860000000000,0;1,09757e+16;;very low;A+;3631,0;0,454;119319,97;262827,87;72,38
1847;Kammerstein;Landkreis Roth;4931190000000000,0;1093160000000000,0;;very low;C;3631,0;0,5552;149598,54;269454,78;74,21
1848;Kammerstein;Landkreis Roth;4927250000000000,0;1090610000000000,0;;very low;B;3631,0;0,1266;122823,48;970033,1;267,15
1849;Kammerstein;Landkreis Roth;4927040000000000,0;1,09453e+16;;very low;A;3631,0;0,688;149897,47;217860,0;60,0
1850;Kammerstein;Landkreis Roth;4930170000000000,0;1,09304e+16;;very low;G;3631,0;0,6787;147856,25;217860,0;60,0
1851;Kammerstein;Landkreis Roth;4935340000000000,0;1,0999e+16;;very low;H;3631,0;0,711;154900,4;217860,0;60,0
1852;Kammerstein;Landkreis Roth;492987000000000,0;1,09117e+16;;very low;C;3631,0;0,4277;93185,36;217860,0;60,0
1853;Kammerstein;Landkreis Roth;4929460000000000,0;1,09297e+16;;very low;E;3631,0;0,2629;95775,43;364302,14;100,33
1854;Kammerstein;Landkreis Roth;493232000000000,0;1,09399e+16;;very low;G;3631,0;0,51;133001,57;260790,23;71,82
1855;Kammerstein;Landkreis Roth;4933860000000000,0;1,09962e+16;;very low;E;3631,0;0,5271;114837,83;217860,0;60,0
1856;Kammerstein;Landkreis Roth;4,9327e+16;1,09386e+16;;very low;G;3631,0;0,3421;108963,99;318483,69;87,71
1857;Kammerstein;Landkreis Roth;4930880000000000,0;1,09938e+16;;very low;A;3631,0;0,3454;104303,06;301937,26;83,16
1858;Kammerstein;Landkreis Roth;4,93127e+16;1,10488e+16;;very low;E;3631,0;0,6699;192648,0;287563,86;79,2
1859;Kammerstein;Landkreis Roth;493220000000000,0;1,09777e+16;;very low;C;3631,0;0,4653;105826,4;227414,62;62,63
1860;Kammerstein;Landkreis Roth;4933580000000000,0;1104120000000000,0;;very low;E;3631,0;0,2648;142426,64;537880,2;148,14
1861;Kammerstein;Landkreis Roth;4928250000000000,0;1,09561e+16;;very low;E;3631,0;0,6427;154676,27;240657,9;66,28
1862;Kammerstein;Landkreis Roth;4927960000000000,0;1,1073e+16;;very low;C;3631,0;0,5167;334784,68;647958,58;178,45
1863;Kammerstein;Landkreis Roth;4929720000000000,0;1,10128e+16;;very low;E;3631,0;0,5315;186994,24;351809,14;96,89
1864;Kammerstein;Landkreis Roth;4936030000000000,0;1,10191e+16;;very low;H;3631,0;0,6916;150666,06;217860,0;60,0
1865;Kammerstein;Landkreis Roth;4932310000000000,0;1,09391e+16;;very low;F;3631,0;0,4876;176975,75;362969,69;99,96
1866;Rednitzhembach;Landkreis Roth;493123000000000,0;1,10787e+16;;very low;H;3631,0;0,7053;153661,31;217860,0;60,0
1867;Rednitzhembach;Landkreis Roth;4,92906e+16;1,09254e+16;;very low;G;3631,0;0,1173;338300,14;2884932,16;794,53
1868;Rednitzhembach;Landkreis Roth;4932890000000000,0;1,09909e+16;;very low;E;3631,0;0,5717;239313,16;418568,26;115,28
1869;Rednitzhembach;Landkreis Roth;4,92746e+16;1,09253e+16;;very low;G;3631,0;0,3157;103968,97;329370,85;90,71
1870;Rednitzhembach;Landkreis Roth;4934820000000000,0;1,10067e+16;;very low;B;3631,0;0,5168;112586,86;217860,0;60,0
1871;Rednitzhembach;Landkreis Roth;492961000000000,0;109669000000000,0;;very low;E;3631,0;0,5982;130319,45;217860,0;60,0
1872;Rednitzhembach;Landkreis Roth;4929670000000000,0;1,10646e+16;;very low;E;3631,0;0,187;161235,25;862137,55;237,44
1873;Rednitzhembach;Landkreis Roth;4926440000000000,0;1,09507e+16;;very low;C;3631,0;0,4783;184554,32;385870,65;106,27
1874;Rednitzhembach;Landkreis Roth;492688000000000,0;1,09462e+16;;very low;G;3631,0;0,5817;126730,23;217860,0;60,0
1875;Rednitzhembach;Landkreis Roth;4931580000000000,0;1107770000000000,0;;very low;G;3631,0;0,3599;159542,97;443308,74;122,09
1876;Rednitzhembach;Landkreis Roth;4927840000000000,0;1,10614e+16;;very low;F;3631,0;0,6977;152010,95;217860,0;60,0
1877;Rednitzhembach;Landkreis Roth;4931210000000000,0;1105060000000000,0;;very low;A;3631,0;0,5148;165938,17;322364,45;88,78
1878;Rednitzhembach;Landkreis Roth;4933140000000000,0;1,1042e+16;;very low;E;3631,0;0,622;135503,61;217860,0;60,0
1879;Schwabach;;4,93429e+16;1,10102e+16;;very low;G;4031,0;0,5203;125836,67;241860,0;60,0
1880;Schwabach;;4931100000000000,0;1,10178e+16;;very low;D;4031,0;0,2479;63353,81;255550,85;63,4
1881;Schwabach;;4930980000000000,0;110328000000000,0;;very low;D;4031,0;0,5709;138078,91;241860,0;60,0
1882;Schwabach;;4936530000000000,0;1,09951e+16;;very low;D;4031,0;0,1234;264508,27;2143323,94;531,71
1883;Schwabach;;4927210000000000,0;1,09638e+16;;very low;G;4031,0;0,4722;114212,79;241860,0;60,0
1884;Schwabach;;4931390000000000,0;1,09528e+16;;very low;D;4031,0;0,2381;155669,73;653811,79;162,2
1885;Schwabach;;4,93516e+16;1102160000000000,0;;very low;F;4031,0;0,4298;103962,83;241860,0;60,0
1886;Schwabach;;4931880000000000,0;1,10812e+16;;very low;C;4031,0;0,3961;95801,5;241860,0;60,0
1887;Schwabach;;4934630000000000,0;1,1015e+16;;very low;B;4031,0;0,4077;133872,26;328392,68;81,47
1888;Schwabach;;4935280000000000,0;1,10369e+16;;very low;E;4031,0;0,6616;160026,19;241860,0;60,0
1889;Schwabach;;4935370000000000,0;1,09784e+16;;very low;B;4031,0;0,1037;40286,9;388627,74;96,41
1890;Schwabach;;4930550000000000,0;1,10423e+16;;very low;F;4031,0;0,6343;197189,12;310880,17;77,12
1891;Schwabach;;492961000000000,0;1,09212e+16;;very low;B;4031,0;0,5019;221588,61;441541,23;109,54
1892;Schwanstetten;Landkreis Roth;493233000000000,0;1,11341e+16;;very low;F;3631,0;0,7349;160111,94;217860,0;60,0
1893;Schwanstetten;Landkreis Roth;4,93042e+16;1,11785e+16;;very low;G;3631,0;0,6305;137357,69;217860,0;60,0
1894;Büchenbach;Landkreis Roth;4927200000000000,0;1,10298e+16;;very low;D;3631,0;0,4449;311266,57;699563,98;192,66
1895;Wendelstein;Landkreis Roth;4935600000000000,0;1118390000000000,0;;very low;C;3631,0;0,0932;218059,19;2339920,74;644,43
1896;Wendelstein;Landkreis Roth;4,93872e+16;1113770000000000,0;;very low;E;3631,0;0,6069;132227,3;217860,0;60,0
1897;Wendelstein;Landkreis Roth;4936740000000000,0;1,11399e+16;;very low;G;3631,0;0,5992;130552,28;217860,0;60,0
1898;Wendelstein;Landkreis Roth;4935610000000000,0;1111630000000000,0;;very low;E;3631,0;0,5431;333643,01;614315,29;169,19
1899;Rohr;Landkreis Roth;4930950000000000,0;1,09293e+16;;very low;G;3631,0;0,4523;98542,38;217860,0;60,0
1900;Abenberg;Landkreis Roth;4924690000000000,0;1,09605e+16;;very low;D;3631,0;0,6022;169016,31;280670,96;77,3
1901;Cadolzburg;Landkreis Fürth;4,94908e+16;1,08669e+16;;very low;C;4602,0;0,6712;185333,12;276120,0;60,0
1902;Cadolzburg;Landkreis Fürth;494434000000000,0;1,08145e+16;;very low;C;4602,0;0,441;121764,97;276120,0;60,0
1903;Cadolzburg;Landkreis Fürth;4944160000000000,0;1,08095e+16;;very low;A;4602,0;0,1773;145914,33;822813,02;178,79
1904;Cadolzburg;Landkreis Fürth;4945720000000000,0;1080900000000000,0;;very low;H;4602,0;0,4948;296805,48;599790,95;130,33
1905;Seukendorf;Landkreis Fürth;4947280000000000,0;108570000000000,0;;very low;F;4602,0;0,4958;136897,17;276120,0;60,0
1906;Seukendorf;Landkreis Fürth;4,94567e+16;1,08492e+16;;very low;D;4602,0;0,6733;185901,57;276120,0;60,0
1907;Seukendorf;Landkreis Fürth;4,94525e+16;1086920000000000,0;;very low;B;4602,0;0,4591;126753,82;276120,0;60,0
1908;Seukendorf;Landkreis Fürth;4,94666e+16;1,08182e+16;;very low;C;4602,0;0,6911;190836,82;276120,0;60,0
1909;Obermichelbach;Landkreis Fürth;4951090000000000,0;1,08727e+16;;very low;B;4602,0;0,4104;113315,02;276120,0;60,0
1910;Obermichelbach;Landkreis Fürth;4,95348e+16;1,0848e+16;;very low;B;4602,0;0,3883;112926,99;290838,26;63,2
1911;Obermichelbach;Landkreis Fürth;49504700000000,0;1,08678e+16;;very low;C;4602,0;0,4137;114239,14;276120,0;60,0
1912;Tuchenbach;Landkreis Fürth;4950110000000000,0;1,08385e+16;;very low;F;4602,0;0,5795;159998,19;276120,0;60,0
1913;Tuchenbach;Landkreis Fürth;4953150000000000,0;1088660000000000,0;;very low;E;4602,0;0,27;96620,84;357854,72;77,76
1914;Tuchenbach;Landkreis Fürth;4953340000000000,0;1,08465e+16;;very low;E;4602,0;0,5191;143346,4;276120,0;60,0
1915;Veitsbronn;Landkreis Fürth;4950900000000000,0;1,08514e+16;;very low;C;4602,0;0,1321;64342,41;487203,52;105,87
1916;Veitsbronn;Landkreis Fürth;4953650000000000,0;1,09048e+16;;very low;C;4602,0;0,6967;192360,97;276120,0;60,0
1917;Veitsbronn;Landkreis Fürth;4953350000000000,0;1,08882e+16;;very low;A+;4602,0;0,4421;122082,82;276120,0;60,0
1918;Lonnerstadt;Landkreis Erlangen-Höchstadt;4971470000000000,0;1,07094e+16;;very low;D;4319,0;0,6641;191963,08;289075,5;66,93
1919;Möhrendorf;Landkreis Erlangen-Höchstadt;4968380000000000,0;1,10103e+16;;very low;E;4319,0;0,5569;144314,02;259140,0;60,0
1920;Marloffstein;Landkreis Erlangen-Höchstadt;4,96049e+16;1,10634e+16;;very low;A+;4319,0;0,1347;97746,62;725722,54;168,03
1921;Marloffstein;Landkreis Erlangen-Höchstadt;4959510000000000,0;1,10823e+16;;very low;E;4319,0;0,1039;123715,05;1190471,45;275,64
1922;Spardorf;Landkreis Erlangen-Höchstadt;4960370000000000,0;1,10812e+16;;very low;C;4319,0;0,5175;195407,34;377576,36;87,42
1923;Spardorf;Landkreis Erlangen-Höchstadt;4961520000000000,0;1,10495e+16;;very low;F;4319,0;0,5813;258322,63;444351,9;102,88
1924;Uttenreuth;Landkreis Erlangen-Höchstadt;4,96019e+16;1,10864e+16;;very low;D;4319,0;0,6934;179676,26;259140,0;60,0
1925;Uttenreuth;Landkreis Erlangen-Höchstadt;4960760000000000,0;1,10549e+16;;very low;A;4319,0;0,4974;128884,3;259140,0;60,0
1926;Speichersdorf;Landkreis Bayreuth;49846100000000,0;1174060000000000,0;;very low;H;2260,0;0,4933;113986,23;231059,58;102,24
1927;Speichersdorf;Landkreis Bayreuth;4,98858e+16;1,17509e+16;;very low;D;2260,0;0,1683;227933,48;1354212,7;599,21
1928;Creußen;Landkreis Bayreuth;4986370000000000,0;1,16531e+16;;very low;C;2260,0;0,4956;67204,09;135600,0;60,0
1929;Creußen;Landkreis Bayreuth;4982750000000000,0;1,16037e+16;;very low;F;2260,0;0,1708;118141,2;691681,51;306,05
1930;Haag;Landkreis Bayreuth;4983490000000000,0;1,17195e+16;;very low;D;2260,0;0,167;100227,43;599998,84;265,49
1931;Haag;Landkreis Bayreuth;4982320000000000,0;1,16697e+16;;very low;H;2260,0;0,1293;198638,33;1535749,06;679,53
1932;Prebitz;Landkreis Bayreuth;4982360000000000,0;1,1711e+16;;very low;G;2260,0;0,4596;108934,57;237016,07;104,87
1933;Prebitz;Landkreis Bayreuth;4,9841e+16;1,16737e+16;;very low;D;2260,0;0,1256;117180,53;933207,05;412,92
1934;Schlammersdorf;Landkreis Neustadt an der Waldnaab;4978460000000000,0;1,17664e+16;;very low;G;2158,0;0,381;70615,88;185346,87;85,89
1935;Vorbach;Landkreis Neustadt an der Waldnaab;4980780000000000,0;1,17261e+16;;very low;B;2158,0;0,0718;76541,21;1066336,08;494,13
1936;Fichtelberg;Landkreis Bayreuth;5001660000000000,0;1,1817e+16;;very low;D;2260,0;0,5875;99809,62;169887,74;75,17
1937;Warmensteinach;Landkreis Bayreuth;5000840000000000,0;1180000000000000,0;;very low;E;2260,0;0,5051;155418,39;307673,46;136,14
1938;Bayreuth;;4989970000000000,0;1,15843e+16;;very low;D;3531,0;0,2137;123988,96;580252,17;164,33
1939;Bayreuth;;4990860000000000,0;1159150000000000,0;;very low;D;3531,0;0,6439;136407,23;211860,0;60,0
1940;Bayreuth;;4994330000000000,0;1165320000000000,0;;very low;D;3531,0;0,4484;97105,81;216570,8;61,33
1941;Bayreuth;;4992710000000000,0;1,15956e+16;;very low;E;3531,0;0,6022;127585,93;211860,0;60,0
1942;Bayreuth;;4992250000000000,0;1,16223e+16;;very low;H;3531,0;0,2235;192642,58;861869,44;244,09
1943;Bayreuth;;4994600000000000,0;1,16462e+16;;very low;H;3531,0;0,2225;68962,72;309888,54;87,76
1944;Bad Berneck im Fichtelgebirge;Landkreis Bayreuth;5,00467e+16;1169170000000000,0;;very low;F;2260,0;0,6105;117188,41;191954,29;84,94
1945;Mistelgau;Landkreis Bayreuth;4992340000000000,0;1,13993e+16;;very low;C;2260,0;0,3513;137993,77;392845,32;173,83
1946;Bindlach;Landkreis Bayreuth;4997870000000000,0;1,16169e+16;;very low;D;2260,0;0,1411;72319,87;512508,05;226,77
1947;Bindlach;Landkreis Bayreuth;4998760000000000,0;1,16069e+16;;very low;F;2260,0;0,7038;95428,87;135600,0;60,0
1948;Heinersreuth;Landkreis Bayreuth;4996610000000000,0;1,1532e+16;;very low;G;2260,0;0,1891;79891,96;422464,48;186,93
1949;Thurnau;Landkreis Kulmbach;5002870000000000,0;1,13983e+16;;very low;H;2009,0;0,5016;146373,78;291822,66;145,26
1950;Mainleus;Landkreis Kulmbach;5,01009e+16;1,13369e+16;;very low;D;2009,0;0,5139;121228,2;235901,54;117,42
1951;Mainleus;Landkreis Kulmbach;5014720000000000,0;1,13652e+16;;very low;F;2009,0;0,2705;213434,48;789117,42;392,79
1952;Neudrossenfeld;Landkreis Kulmbach;5004840000000000,0;1,15294e+16;;very low;A+;2009,0;0,0906;172440,53;1903259,96;947,37
1953;Lisberg;Landkreis Bamberg;498772000000000,0;1,07259e+16;;very low;E;2941,0;0,1931;37663,04;195069,83;66,33
1954;Priesendorf;Landkreis Bamberg;4,9903e+16;1070780000000000,0;;very low;E;2941,0;0,4238;209163,82;493550,93;167,82
1955;Wachenroth;Landkreis Erlangen-Höchstadt;4,97631e+16;1,07216e+16;;very low;E;4319,0;0,1502;112545,54;749445,33;173,52
1956;Bischberg;Landkreis Bamberg;4990800000000000,0;1,0823e+16;;very low;F;2941,0;0,6812;120206,77;176460,0;60,0
1957;Bischberg;Landkreis Bamberg;499121000000000,0;1,08149e+16;;very low;A;2941,0;0,2308;176650,89;765415,18;260,26
1958;Buttenheim;Landkreis Bamberg;4980010000000000,0;1,10798e+16;;very low;G;2941,0;0,4968;119219,74;239960,69;81,59
1959;Pettstadt;Landkreis Bamberg;4982520000000000,0;1,09121e+16;;very low;E;2941,0;0,692;122112,16;176460,0;60,0
1960;Schlüsselfeld;Landkreis Bamberg;4974670000000000,0;1070230000000000,0;;very low;D;2941,0;0,6067;107058,32;176460,0;60,0
1961;Schlüsselfeld;Landkreis Bamberg;4975130000000000,0;1,06727e+16;;very low;H;2941,0;0,3078;54306,21;176460,0;60,0
1962;Geiselwind;Landkreis Kitzingen;4,98041e+16;1,04773e+16;;very low;H;2868,0;0,1288;67484,27;523900,46;182,67
1963;Rauhenebrach;Landkreis Haßberge;4990290000000000,0;1,04877e+16;;very low;D;2045,0;0,3308;110169,0;333059,59;162,87
1964;Bamberg;;4987870000000000,0;1,08902e+16;;very low;D;3709,0;0,4672;233675,2;500135,16;134,84
1965;Bamberg;;4989440000000000,0;1083490000000000,0;;very low;D;3709,0;0,3471;112301,24;323507,67;87,22
1966;Bamberg;;4987550000000000,0;1,08674e+16;;very low;E;3709,0;0,2447;130093,95;531749,77;143,37
1967;Bamberg;;4,98637e+16;1,08833e+16;;very low;C;3709,0;0,4406;98040,3;222540,0;60,0
1968;Bamberg;;4987400000000000,0;1089570000000000,0;;very low;G;3709,0;0,0874;58093,3;664849,07;179,25
1969;Bamberg;;4987220000000000,0;1,08974e+16;;very low;D;3709,0;0,386;100292,76;259827,56;70,05
1970;Kemmern;Landkreis Bamberg;4995660000000000,0;1,0876e+16;;very low;F;2941,0;0,4753;83870,55;176460,0;60,0
1971;Gundelsheim;Landkreis Bamberg;4,99417e+16;1,0933e+16;;very low;D;2941,0;0,5672;134686,07;237462,79;80,74
1972;Presseck;Landkreis Kulmbach;5023050000000000,0;1,15841e+16;;very low;H;2009,0;0,3242;104151,6;321298,4;159,93
1973;Kasendorf;Landkreis Kulmbach;5002020000000000,0;1,13366e+16;;very low;C;2009,0;0,5167;123441,15;238886,95;118,91
1974;Kulmbach;Landkreis Kulmbach;5017230000000000,0;1,14443e+16;;very low;C;2009,0;0,4805;163875,95;341025,71;169,75
1975;Kulmbach;Landkreis Kulmbach;501597000000000,0;1,14665e+16;;very low;A;2009,0;0,7163;150266,26;209771,31;104,42
1976;Kulmbach;Landkreis Kulmbach;5013250000000000,0;1145140000000000,0;;very low;F;2009,0;0,4337;258494,57;595953,16;296,64
1977;Kulmbach;Landkreis Kulmbach;5,01711e+16;1,13988e+16;;very low;A;2009,0;0,2295;249128,4;1085663,95;540,4
1978;Kulmbach;Landkreis Kulmbach;5008960000000000,0;1,14399e+16;;very low;G;2009,0;0,0787;112028,43;1423285,0;708,45
1979;Kulmbach;Landkreis Kulmbach;5013800000000000,0;1,14218e+16;;very low;G;2009,0;0,46;100784,24;219076,47;109,05
1980;Kulmbach;Landkreis Kulmbach;5008600000000000,0;1144320000000000,0;;very low;H;2009,0;0,5331;102677,2;192589,16;95,86
1981;Untersteinach;Landkreis Kulmbach;5014030000000000,0;1,1487e+16;;very low;G;2009,0;0,4961;116717,16;235263,17;117,1
1982;Neuenmarkt;Landkreis Kulmbach;500768000000000,0;1,15692e+16;;very low;C;2009,0;0,6488;91236,18;140616,16;69,99
1983;Wirsberg;Landkreis Kulmbach;5012300000000000,0;1,16444e+16;;very low;D;2009,0;0,5312;126643,39;238427,15;118,68
1984;Stadtsteinach;Landkreis Kulmbach;5017650000000000,0;1,1555e+16;;very low;B;2009,0;0,3527;76705,82;217508,42;108,27
1985;Himmelkron;Landkreis Kulmbach;5007540000000000,0;1,16107e+16;;very low;F;2009,0;0,3548;156384,78;440780,04;219,4
1986;Marktleugast;Landkreis Kulmbach;5017410000000000,0;1,16318e+16;;very low;F;2009,0;0,3425;75834,81;221447,23;110,23
1987;Bamberg;;4991590000000000,0;1,09092e+16;;very low;E;3709,0;0,7302;162491,25;222540,0;60,0
1988;Bamberg;;4,9922e+16;1,09246e+16;;very low;H;3709,0;0,3737;83156,98;222540,0;60,0
1989;Bamberg;;499071000000000,0;1090750000000000,0;;very low;G;3709,0;0,1081;162332,12;1501186,1;404,74
1990;Bamberg;;4992140000000000,0;1,08871e+16;;very low;E;3709,0;0,4464;155675,27;348711,78;94,02
1991;Bamberg;;4991020000000000,0;1089300000000000,0;;very low;C;3709,0;0,2399;81412,92;339370,51;91,5
1992;Bamberg;;4990910000000000,0;1087940000000000,0;;very low;G;3709,0;0,5404;120269,14;222540,0;60,0
