ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise
2013;Altenkunstadt;Landkreis Lichtenfels;5,0119E+16;1,12115E+16;;very low;A;2.265
2014;Bad Staffelstein;Landkreis Lichtenfels;5,01156E+15;1,09807E+16;;very low;F;2.265
2015;Bad Staffelstein;Landkreis Lichtenfels;5,01097E+14;1,09834E+15;;very low;E;2.265
2016;Bad Staffelstein;Landkreis Lichtenfels;5,01394E+15;1,09339E+16;;very low;A+;2.265
2017;Marktgraitz;Landkreis Lichtenfels;5,01812E+15;1,12457E+16;;very low;E;2.265
2018;Redwitz a.d.Rodach;Landkreis Lichtenfels;5,01609E+14;1,12375E+15;;very low;E;2.265
2019;Lichtenfels;Landkreis Lichtenfels;5,02094E+15;1,10687E+16;;very low;F;2.265
2020;Lichtenfels;Landkreis Lichtenfels;5,00668E+15;1,11563E+16;;very low;A+;2.265
2021;Lichtenfels;Landkreis Lichtenfels;5,01016E+16;1,10915E+16;;very low;G;2.265
2022;Lichtenfels;Landkreis Lichtenfels;5,01928E+15;1,10196E+16;;very low;D;2.265
2023;Lichtenfels;Landkreis Lichtenfels;5,00835E+15;1,11339E+16;;very low;D;2.265
2024;Dörfles-Esbach;Landkreis Coburg;5,02966E+16;1,09955E+16;;very low;E;1.860
2025;Ermershausen;Landkreis Haßberge;5,01945E+16;1,06551E+12;;very low;D;2.045
2026;Maroldsweisach;Landkreis Haßberge;5,02091E+15;1,06934E+16;;very low;F;2.045
2027;Bad Rodach;Landkreis Coburg;5,03406E+15;1,07771E+15;;very low;B;1.860
2028;Bad Rodach;Landkreis Coburg;5,03296E+15;1,07663E+16;;very low;H;1.860
2029;Weidhausen b.Coburg;Landkreis Coburg;5,02041E+15;1,11406E+16;;very low;H;1.860
2030;Bad Steben;Landkreis Hof;5,03483E+15;1,16642E+16;;very low;E;1.397
2031;Stammbach;Landkreis Hof;5,01626E+15;1,17337E+16;;very low;G;1.397
2032;Rehau;Landkreis Hof;5,02652E+15;1,20191E+16;;very low;H;1.397
2033;Rehau;Landkreis Hof;5,02636E+14;1,20444E+16;;very low;H;1.397
2034;Rehau;Landkreis Hof;5,02153E+16;1,20568E+16;;very low;H;1.397
2035;Feilitzsch;Landkreis Hof;5,03977E+16;1,19209E+16;;very low;E;1.397
2036;Töpen;Landkreis Hof;5,03928E+15;1,18597E+16;;very low;F;1.397
2037;Trogen;Landkreis Hof;5,03963E+15;1,19199E+16;;very low;E;1.397
2038;Naila;Landkreis Hof;5,03025E+13;1,16567E+16;;very low;F;1.397
2039;Naila;Landkreis Hof;5,03267E+15;1,17267E+16;;very low;E;1.397
2040;Münchberg;Landkreis Hof;5,01812E+14;1,16956E+14;;very low;E;1.397
2041;Münchberg;Landkreis Hof;5,01888E+16;1,17063E+16;;very low;D;1.397
2042;Münchberg;Landkreis Hof;5,01676E+15;1,17441E+16;;very low;A+;1.397
2043;Meeder;Landkreis Coburg;5,03038E+15;1,08705E+14;;very low;F;1.860
2044;Rödental;Landkreis Coburg;5,02815E+15;1,10847E+16;;very low;G;1.860
2045;Rödental;Landkreis Coburg;5,02749E+15;1,10708E+16;;very low;G;1.860
2046;Rödental;Landkreis Coburg;5,02703E+15;1,10176E+14;;very low;G;1.860
2047;Rödental;Landkreis Coburg;5,03398E+16;1,10236E+16;;very low;A+;1.860
2048;Grub a.Forst;Landkreis Coburg;5,02286E+15;1,10074E+16;;very low;G;1.860
2049;Ebersdorf b.Coburg;Landkreis Coburg;5,02347E+15;1,10639E+16;;very low;C;1.860
2050;Ebersdorf b.Coburg;Landkreis Coburg;5,02111E+15;1,10532E+16;;very low;F;1.860
2051;Regnitzlosau;Landkreis Hof;5,02993E+16;1,20758E+16;;very low;H;1.397
2052;Döhlau;Landkreis Hof;5,02964E+15;1,19604E+15;;very low;H;1.397
2053;Oberkotzau;Landkreis Hof;5,02459E+15;1,19003E+16;;very low;E;1.397
2054;Oberkotzau;Landkreis Hof;5,02516E+15;1,19255E+15;;very low;F;1.397
2055;Schauenstein;Landkreis Hof;5,02726E+15;1,17441E+16;;very low;A;1.397
2056;Selbitz;Landkreis Hof;5,03509E+15;1,17617E+16;;very low;C;1.397
2057;Zell im Fichtelgebirge;Landkreis Hof;5,01593E+15;1,18092E+16;;very low;C;1.397
2058;Schwarzenbach a.Wald;Landkreis Hof;5,03136E+15;1,16137E+16;;very low;D;1.397
2059;Hof;;5,0304E+15;1,19278E+16;;very low;G;2.023
2060;Hof;;5,02961E+15;1,19083E+16;;very low;H;2.023
2061;Hof;;5,02863E+15;1,19109E+16;;very low;E;2.023
2062;Seßlach;Landkreis Coburg;5,01966E+15;1,08161E+16;;very low;B;1.860
2063;Weitramsdorf;Landkreis Coburg;5,02638E+15;1,08587E+16;;very low;D;1.860
2064;Coburg;;5,02849E+15;1,08973E+16;;very low;F;2.267
2065;Coburg;;5,02699E+15;1,09059E+15;;very low;C;2.267
2066;Coburg;;5,02662E+16;1,10629E+16;;very low;C;2.267
2067;Coburg;;5,02464E+15;1,10075E+16;;very low;A;2.267
2068;Coburg;;5,0298E+16;1,09465E+15;;very low;A+;2.267
2069;Coburg;;5,02612E+15;1,09267E+16;;very low;C;2.267
2070;Coburg;;5,02516E+15;1,10182E+16;;very low;E;2.267
2071;Coburg;;5,02705E+15;1,09505E+16;;very low;D;2.267
2072;Coburg;;5,02763E+15;1,0947E+16;;very low;E;2.267
2073;Coburg;;5,02555E+15;1,09416E+16;;very low;G;2.267
2074;Coburg;;5,02794E+15;1,0919E+15;;very low;D;2.267
2075;Untersiemau;Landkreis Coburg;5,01886E+14;1,09806E+16;;very low;H;1.860
2076;Lautertal;Landkreis Coburg;5,0346E+16;1,09479E+16;;very low;B;1.860
2077;Ebern;Landkreis Haßberge;5,00884E+14;1,06839E+16;;very low;C;2.045
2078;Ebern;Landkreis Haßberge;5,0061E+15;1,07186E+16;;very low;F;2.045
2079;Itzgrund;Landkreis Coburg;5,01352E+16;1,09289E+15;;very low;E;1.860
2080;Sonnefeld;Landkreis Coburg;5,02508E+16;1,1165E+16;;very low;H;1.860
2081;Ahorn;Landkreis Coburg;5,02296E+15;1,09405E+16;;very low;A;1.860
2082;Neustadt bei Coburg;Landkreis Coburg;5,03503E+15;1,10972E+16;;very low;F;1.860
2083;Neustadt bei Coburg;Landkreis Coburg;5,03544E+15;1,10999E+14;;very low;E;1.860
2084;Neustadt bei Coburg;Landkreis Coburg;5,02682E+15;1,11503E+13;;very low;A;1.860
2085;Neustadt bei Coburg;Landkreis Coburg;5,03138E+15;1,10831E+16;;very low;G;1.860
2086;Köditz;Landkreis Hof;5,03371E+16;1,18145E+16;;very low;B;1.397
2087;Vohenstrauß;Landkreis Neustadt an der Waldnaab;4,96158E+15;1,23485E+15;;very low;D;2.158
2088;Vohenstrauß;Landkreis Neustadt an der Waldnaab;4,96234E+16;1,23868E+16;;very low;E;2.158
2089;Eschenbach i.d.OPf.;Landkreis Neustadt an der Waldnaab;4,97904E+16;1,18401E+16;;very low;D;2.158
2090;Speinshart;Landkreis Neustadt an der Waldnaab;4,97967E+15;1,18399E+16;;very low;D;2.158
2091;Waldthurn;Landkreis Neustadt an der Waldnaab;4,96854E+15;1,23473E+16;;very low;E;2.158
2092;Buckenhof;Landkreis Erlangen-Höchstadt;4,96087E+15;1,1033E+16;;very low;G;4.319
2093;Buckenhof;Landkreis Erlangen-Höchstadt;4,96128E+15;1,10327E+15;;very low;G;4.319
2094;Buckenhof;Landkreis Erlangen-Höchstadt;4,96083E+15;1,10117E+16;;very low;D;4.319
2095;Buckenhof;Landkreis Erlangen-Höchstadt;4,95999E+15;1,10228E+16;;very low;G;4.319
2096;Buckenhof;Landkreis Erlangen-Höchstadt;4,96094E+15;1,10374E+16;;very low;F;4.319
2097;Buckenhof;Landkreis Erlangen-Höchstadt;4,95981E+15;1,10045E+16;;very low;F;4.319
2098;Erlangen;;4,95994E+15;1,09986E+15;;very low;C;4.641
2099;Erlangen;;4,96073E+15;1,1033E+15;;very low;F;4.641
2100;Erlangen;;4,95911E+15;1,10452E+16;;very low;C;4.641
2101;Erlangen;;4,95886E+15;1,10659E+15;;very low;C;4.641
2102;Erlangen;;4,95975E+15;1,1033E+16;;very low;E;4.641
2103;Erlangen;;4,96065E+15;1,1028E+16;;very low;G;4.641
2104;Moosbach;Landkreis Neustadt an der Waldnaab;4,95685E+14;1,24325E+15;;very low;D;2.158
2105;Eslarn;Landkreis Neustadt an der Waldnaab;4,95583E+16;1,25E+16;;very low;C;2.158
2106;Waidhaus;Landkreis Neustadt an der Waldnaab;4,96207E+15;1,24896E+16;;very low;C;2.158
2107;Erlangen;;4,95801E+15;1,10012E+15;;very low;H;4.641
2108;Erlangen;;4,95822E+15;1,09915E+16;;very low;D;4.641
2109;Erlangen;;4,95832E+15;1,09957E+16;;very low;E;4.641
2110;Erlangen;;4,9588E+14;1,10078E+15;;very low;D;4.641
2111;Erlangen;;4,95929E+15;1,10228E+15;;very low;B;4.641
2112;Erlangen;;4,95954E+15;1,10358E+16;;very low;G;4.641
2113;Erlangen;;4,95854E+15;1,10326E+16;;very low;C;4.641
2114;Mantel;Landkreis Neustadt an der Waldnaab;4,96839E+16;1,20154E+16;;very low;G;2.158
2115;Windischeschenbach;Landkreis Neustadt an der Waldnaab;4,98001E+15;1,21906E+16;;very low;E;2.158
2116;Erlangen;;4,95393E+15;1,10135E+15;;very low;A+;4.641
2117;Erlangen;;4,95494E+15;1,1013E+16;;very low;D;4.641
2118;Erlangen;;4,95479E+15;1,10194E+15;;very low;E;4.641
2119;Erlangen;;4,95678E+11;1,09905E+15;;very low;E;4.641
2120;Erlangen;;4,95491E+15;1,10086E+16;;very low;E;4.641
2121;Erlangen;;4,95417E+15;1,10131E+16;;very low;A;4.641
2122;Erlangen;;4,95655E+15;1,09868E+16;;very low;H;4.641
2123;Erlangen;;4,96211E+15;1,09498E+15;;very low;G;4.641
2124;Erlangen;;4,95738E+15;1,09575E+16;;very low;A+;4.641
2125;Erlangen;;4,95385E+14;1,09604E+16;;very low;E;4.641
2126;Erlangen;;4,9601E+15;1,09822E+16;;very low;D;4.641
2127;Erlangen;;4,96132E+15;1,09482E+16;;very low;G;4.641
2128;Erlangen;;4,96351E+15;1,09225E+15;;very low;H;4.641
2129;Erlangen;;4,95361E+15;1,09348E+16;;very low;H;4.641
2130;Erlangen;;4,95522E+15;1,09495E+15;;very low;D;4.641
2131;Erlangen;;4,95749E+15;1,09279E+16;;very low;D;4.641
2132;Gefrees;Landkreis Bayreuth;5,00716E+15;1,17049E+16;;very low;D;2.260
2133;Eckersdorf;Landkreis Bayreuth;4,99669E+14;1,14958E+16;;very low;H;2.260
2134;Bayreuth;;4,99499E+15;1,15729E+15;;very low;F;3.531
2135;Bayreuth;;4,99471E+14;1,15791E+16;;very low;E;3.531
2136;Bayreuth;;4,99528E+15;1,15771E+15;;very low;C;3.531
2137;Goldkronach;Landkreis Bayreuth;4,99783E+15;1,16637E+14;;very low;D;2.260
2138;Kirchenpingarten;Landkreis Bayreuth;4,99182E+15;1,16535E+16;;very low;A+;2.260
2139;Kirchenpingarten;Landkreis Bayreuth;4,99474E+15;1,17248E+16;;very low;H;2.260
2140;Weidenberg;Landkreis Bayreuth;4,992E+15;1,17587E+16;;very low;H;2.260
2141;Weidenberg;Landkreis Bayreuth;4,99535E+15;1,18106E+16;;very low;D;2.260
2142;Emtmannsberg;Landkreis Bayreuth;4,98906E+15;1,17282E+16;;very low;E;2.260
2143;Seybothenreuth;Landkreis Bayreuth;4,98914E+15;1,17078E+16;;very low;F;2.260
2144;Ahorntal;Landkreis Bayreuth;4,98258E+15;1,13644E+16;;very low;E;2.260
2145;Bayreuth;;4,99093E+15;1,15641E+16;;very low;G;3.531
2146;Bayreuth;;4,99316E+15;1,15832E+16;;very low;H;3.531
2147;Bayreuth;;4,99349E+15;1,15806E+16;;very low;D;3.531
2148;Bayreuth;;4,99305E+15;1,15476E+14;;very low;B;3.531
2149;Hummeltal;Landkreis Bayreuth;4,98854E+15;1,15015E+16;;very low;D;2.260
2150;Bayreuth;;4,99683E+16;1,15564E+16;;very low;A+;3.531
2151;Bayreuth;;4,99562E+15;1,15045E+15;;very low;A;3.531
2152;Bayreuth;;4,99616E+15;1,15532E+15;;very low;D;3.531
2153;Bayreuth;;4,99519E+16;1,15544E+16;;very low;F;3.531
2154;Bayreuth;;4,99462E+15;1,15236E+16;;very low;G;3.531
2155;Bischofsgrün;Landkreis Bayreuth;5,0032E+15;1,18369E+15;;very low;E;2.260
2156;Hof;;5,03317E+15;1,19456E+16;;very low;A;2.023
2157;Hof;;5,03412E+15;1,19593E+16;;very low;H;2.023
2158;Hof;;5,03153E+15;1,19506E+16;;very low;E;2.023
2159;Hof;;5,03432E+15;1,19207E+16;;very low;H;2.023
2160;Hof;;5,03348E+16;1,19422E+16;;very low;F;2.023
2161;Konradsreuth;Landkreis Hof;5,02794E+14;1,18457E+15;;very low;A+;1.397
2162;Schwarzenbach a.d.Saale;Landkreis Hof;5,01965E+15;1,19331E+16;;very low;D;1.397
2163;Schwarzenbach a.d.Saale;Landkreis Hof;5,02367E+16;1,19485E+15;;very low;A+;1.397
2164;Helmbrechts;Landkreis Hof;5,02534E+15;1,1651E+16;;very low;E;1.397
2165;Helmbrechts;Landkreis Hof;5,02547E+14;1,16101E+14;;very low;D;1.397
2166;Hof;;5,03139E+15;1,18954E+16;;very low;D;2.023
2167;Hof;;5,03261E+14;1,19004E+16;;very low;D;2.023
2168;Hof;;5,03178E+16;1,18963E+16;;very low;F;2.023
2169;Hof;;5,03092E+15;1,18583E+16;;very low;C;2.023
2170;Berg;Landkreis Hof;5,03715E+15;1,17861E+16;;very low;G;1.397
2171;Geroldsgrün;Landkreis Hof;5,0317E+16;1,15595E+16;;very low;C;1.397
2172;Pleystein;Landkreis Neustadt an der Waldnaab;4,96699E+15;1,24435E+16;;very low;G;2.158
2173;Pressath;Landkreis Neustadt an der Waldnaab;4,97322E+15;1,19537E+16;;very low;C;2.158
2174;Luhe-Wildenau;Landkreis Neustadt an der Waldnaab;4,95695E+15;1,21659E+16;;very low;C;2.158
2175;Floß;Landkreis Neustadt an der Waldnaab;4,96877E+15;1,22782E+15;;very low;E;2.158
2176;Gleiritsch;Landkreis Schwandorf;4,94997E+15;1,23083E+16;;very low;H;2.749
2177;Tännesberg;Landkreis Neustadt an der Waldnaab;4,9559E+15;1,23404E+16;;very low;H;2.158
2178;Grafenwöhr;Landkreis Neustadt an der Waldnaab;4,96813E+15;1,17956E+16;;very low;G;2.158
2179;Grafenwöhr;Landkreis Neustadt an der Waldnaab;4,96796E+14;1,19237E+16;;very low;G;2.158
2180;Neustadt an der Waldnaab;Landkreis Neustadt an der Waldnaab;4,97313E+15;1,21778E+16;;very low;C;2.158
2181;Neustadt an der Waldnaab;Landkreis Neustadt an der Waldnaab;4,97415E+15;1,21578E+16;;very low;H;2.158
2182;Weiherhammer;Landkreis Neustadt an der Waldnaab;4,96521E+15;1,19658E+15;;very low;A;2.158
2183;Parkstein;Landkreis Neustadt an der Waldnaab;4,96974E+15;1,21071E+16;;very low;C;2.158
2184;Erbendorf;Landkreis Tirschenreuth;4,98078E+16;1,20334E+16;;very low;C;1.750
2185;Schirmitz;Landkreis Neustadt an der Waldnaab;4,9644E+15;1,21866E+16;;very low;G;2.158
2186;Bechtsrieth;Landkreis Neustadt an der Waldnaab;4,96595E+15;1,22092E+16;;very low;C;2.158
2187;Irchenrieth;Landkreis Neustadt an der Waldnaab;4,96277E+15;1,22371E+16;;very low;B;2.158
2188;Altenstadt an der Waldnaab;Landkreis Neustadt an der Waldnaab;4,97848E+15;1,21082E+16;;very low;E;2.158
2189;Altenstadt an der Waldnaab;Landkreis Neustadt an der Waldnaab;4,973E+15;1,21607E+16;;very low;G;2.158
2190;Kirchendemenreuth;Landkreis Neustadt an der Waldnaab;4,97352E+15;1,21247E+16;;very low;G;2.158
2191;Kirchendemenreuth;Landkreis Neustadt an der Waldnaab;4,97187E+15;1,21238E+16;;very low;D;2.158
2192;Marktredwitz;Landkreis Wunsiedel im Fichtelgebirge;5,0024E+15;1,20941E+16;;very low;F;1.589
2193;Marktredwitz;Landkreis Wunsiedel im Fichtelgebirge;5,00014E+15;1,21384E+16;;very low;H;1.589
2194;Marktredwitz;Landkreis Wunsiedel im Fichtelgebirge;4,99919E+15;1,21446E+16;;very low;C;1.589
2195;Marktredwitz;Landkreis Wunsiedel im Fichtelgebirge;4,99987E+15;1,20424E+16;;very low;C;1.589
2196;Marktredwitz;Landkreis Wunsiedel im Fichtelgebirge;5,00392E+15;1,20862E+16;;very low;C;1.589
2197;Schönwald;Landkreis Wunsiedel im Fichtelgebirge;5,02125E+16;1,20699E+14;;very low;C;1.589
2198;Arzberg;Landkreis Wunsiedel im Fichtelgebirge;5,00497E+15;1,21594E+15;;very low;G;1.589
2199;Selb;Landkreis Wunsiedel im Fichtelgebirge;5,01498E+15;1,21698E+16;;very low;E;1.589
2200;Selb;Landkreis Wunsiedel im Fichtelgebirge;5,01916E+15;1,19755E+15;;very low;C;1.589
2201;Selb;Landkreis Wunsiedel im Fichtelgebirge;5,01916E+15;1,19871E+16;;very low;D;1.589
2202;Selb;Landkreis Wunsiedel im Fichtelgebirge;5,0139E+14;1,21139E+15;;very low;G;1.589
2203;Wunsiedel;Landkreis Wunsiedel im Fichtelgebirge;4,99908E+15;1,20258E+16;;very low;C;1.589
2204;Wunsiedel;Landkreis Wunsiedel im Fichtelgebirge;5,00277E+16;1,19604E+16;;very low;G;1.589
2205;Wunsiedel;Landkreis Wunsiedel im Fichtelgebirge;5,00807E+16;1,20675E+16;;very low;D;1.589
2206;Fürth;;4,94521E+15;1,09847E+15;;very low;E;4.602
2207;Fürth;;4,94654E+15;1,10077E+16;;very low;D;4.602
2208;Fürth;;4,94672E+15;1,09951E+16;;very low;G;4.602
2209;Fürth;;4,94408E+15;1,09886E+16;;very low;H;4.602
2210;Fürth;;4,94618E+15;1,09905E+16;;very low;H;4.602
2211;Fürth;;4,94683E+16;1,09897E+16;;very low;H;4.602
2212;Fürth;;4,94602E+15;1,10091E+16;;very low;G;4.602
2213;Fürth;;4,94418E+15;1,09869E+16;;very low;F;4.602
2214;Fürth;;4,94742E+15;1,09954E+16;;very low;A+;4.602
2215;Fürth;;4,94735E+15;1,09853E+16;;very low;D;4.602
2216;Fürth;;4,94712E+15;1,10028E+16;;very low;D;4.602
2217;Fürth;;4,94671E+16;1,1005E+15;;very low;H;4.602
2218;Fürth;;4,94762E+16;1,0988E+16;;very low;D;4.602
2219;Fürth;;4,94953E+16;1,09758E+16;;very low;C;4.602
2220;Fürth;;4,94988E+15;1,09774E+15;;very low;C;4.602
2221;Fürth;;4,94854E+15;1,09663E+16;;very low;G;4.602
2222;Fürth;;4,9486E+15;1,09675E+16;;very low;G;4.602
2223;Fürth;;4,9484E+15;1,09566E+16;;very low;A+;4.602
2224;Fürth;;4,94886E+15;1,09824E+16;;very low;A;4.602
2225;Fürth;;4,94955E+15;1,0928E+16;;very low;A;4.602
2226;Fürth;;4,94961E+15;1,09463E+16;;very low;E;4.602
2227;Fürth;;4,94631E+15;1,09385E+16;;very low;E;4.602
2228;Fürth;;4,95101E+15;1,09597E+16;;very low;E;4.602
2229;Fürth;;4,94581E+16;1,09653E+16;;very low;D;4.602
2230;Fürth;;4,95038E+15;1,09239E+16;;very low;H;4.602
2231;Pfreimd;Landkreis Schwandorf;4,95104E+15;1,22258E+16;;very low;E;2.749
2232;Fensterbach;Landkreis Schwandorf;4,9401E+15;1,20273E+16;;very low;H;2.749
2233;Eschlkam;Landkreis Cham;4,92689E+14;1,29142E+16;;very low;H;1.789
2234;Falkenstein;Landkreis Cham;4,90892E+15;1,25079E+16;;very low;F;1.789
2235;Arnbruck;Landkreis Regen;4,91251E+15;1,2991E+15;;very low;H;1.876
2236;Zell;Landkreis Cham;4,91437E+16;1,23731E+16;;very low;D;1.789
2237;Pemfling;Landkreis Cham;4,93042E+15;1,25867E+16;;very low;C;1.789
2238;Traitsching;Landkreis Cham;4,913E+15;1,26045E+16;;very low;H;1.789
2239;Runding;Landkreis Cham;4,92149E+16;1,27482E+16;;very low;H;1.789
2240;Sinzing;Landkreis Regensburg;4,89729E+15;1,19656E+16;;very low;A+;3.647
2241;Sinzing;Landkreis Regensburg;4,89882E+15;1,20409E+16;;very low;F;3.647
2242;Regensburg;;4,90461E+16;1,20995E+16;;very low;C;4.751
2243;Regensburg;;4,9049E+15;1,21329E+16;;very low;F;4.751
2244;Regensburg;;4,90616E+15;1,21255E+16;;very low;G;4.751
2245;Regensburg;;4,90543E+15;1,21005E+16;;very low;F;4.751
2246;Regensburg;;4,90567E+15;1,21212E+14;;very low;A+;4.751
2247;Alteglofsheim;Landkreis Regensburg;4,89248E+15;1,21915E+15;;very low;C;3.647
2248;Hagelstadt;Landkreis Regensburg;4,88775E+16;1,222E+14;;very low;G;3.647
2249;Neutraubling;Landkreis Regensburg;4,89861E+16;1,21878E+16;;very low;C;3.647
2250;Neutraubling;Landkreis Regensburg;4,89773E+15;1,21828E+16;;very low;A;3.647
2251;Neutraubling;Landkreis Regensburg;4,89699E+15;1,22004E+14;;very low;A+;3.647
2252;Mintraching;Landkreis Regensburg;4,89263E+15;1,22531E+16;;very low;H;3.647
2253;Teublitz;Landkreis Schwandorf;4,92324E+16;1,20913E+15;;very low;C;2.749
2254;Teublitz;Landkreis Schwandorf;4,92263E+15;1,2111E+16;;very low;C;2.749
2255;Regensburg;;4,90088E+15;1,20897E+16;;very low;F;4.751
2256;Regensburg;;4,90071E+15;1,20912E+16;;very low;F;4.751
2257;Regensburg;;4,90119E+15;1,20513E+16;;very low;E;4.751
2258;Regensburg;;4,90057E+16;1,20721E+16;;very low;F;4.751
2259;Regensburg;;4,90025E+15;1,20455E+16;;very low;D;4.751
2260;Regensburg;;4,90071E+16;1,20613E+16;;very low;F;4.751
2261;Köfering;Landkreis Regensburg;4,89397E+14;1,21887E+16;;very low;A;3.647
2262;Riekofen;Landkreis Regensburg;4,88855E+15;1,23601E+16;;very low;F;3.647
2263;Sünching;Landkreis Regensburg;4,89203E+15;1,23417E+16;;very low;F;3.647
2264;Lappersdorf;Landkreis Regensburg;4,91029E+15;1,20312E+15;;very low;H;3.647
2265;Lappersdorf;Landkreis Regensburg;4,90882E+15;1,20857E+16;;very low;D;3.647
2266;Lappersdorf;Landkreis Regensburg;4,90479E+16;1,20676E+16;;very low;H;3.647
2267;Lappersdorf;Landkreis Regensburg;4,90473E+15;1,20825E+15;;very low;C;3.647
2268;Wenzenbach;Landkreis Regensburg;4,90927E+15;1,21572E+16;;very low;A+;3.647
2269;Wenzenbach;Landkreis Regensburg;4,90872E+16;1,21641E+16;;very low;A+;3.647
2270;Holzheim am Forst;Landkreis Regensburg;4,91693E+15;1,1948E+16;;very low;E;3.647
2271;Kallmünz;Landkreis Regensburg;4,91566E+15;1,19075E+16;;very low;D;3.647
2272;Regensburg;;4,89811E+16;1,21417E+16;;very low;D;4.751
2273;Regensburg;;4,9036E+15;1,21387E+16;;very low;B;4.751
2274;Regensburg;;4,90398E+15;1,21749E+16;;very low;G;4.751
2275;Regensburg;;4,90287E+15;1,21449E+15;;very low;B;4.751
2276;Regensburg;;4,90208E+15;1,21278E+15;;very low;G;4.751
2277;Wörth an der Donau;Landkreis Regensburg;4,90036E+15;1,23447E+16;;very low;C;3.647
2278;Zeitlarn;Landkreis Regensburg;4,91E+15;1,2094E+16;;very low;C;3.647
2279;Zeitlarn;Landkreis Regensburg;4,90962E+14;1,21169E+15;;very low;H;3.647
2280;Thalmassing;Landkreis Regensburg;4,89011E+15;1,21325E+15;;very low;E;3.647
2281;Nittenau;Landkreis Schwandorf;4,9189E+14;1,22049E+16;;very low;B;2.749
2282;Nittenau;Landkreis Schwandorf;4,92216E+15;1,21587E+16;;very low;A+;2.749
2283;Regensburg;;4,90132E+15;1,20372E+16;;very low;C;4.751
2284;Regensburg;;4,90234E+15;1,2052E+16;;very low;C;4.751
2285;Regensburg;;4,90194E+16;1,20666E+16;;very low;A;4.751
2286;Regensburg;;4,90205E+15;1,20443E+16;;very low;E;4.751
2287;Regensburg;;4,90136E+15;1,20671E+16;;very low;D;4.751
2288;Regensburg;;4,90199E+15;1,20407E+16;;very low;G;4.751
2289;Regensburg;;4,90153E+15;1,20516E+15;;very low;D;4.751
2290;Regensburg;;4,9036E+15;1,20964E+16;;very low;D;4.751
2291;Regensburg;;4,90348E+15;1,20857E+16;;very low;E;4.751
2292;Regensburg;;4,90387E+15;1,20475E+15;;very low;C;4.751
2293;Regensburg;;4,90219E+15;1,20972E+15;;very low;D;4.751
2294;Pfatter;Landkreis Regensburg;4,89612E+15;1,23163E+16;;very low;C;3.647
2295;Burglengenfeld;Landkreis Schwandorf;4,91922E+15;1,20228E+16;;very low;H;2.749
2296;Burglengenfeld;Landkreis Schwandorf;4,9205E+15;1,19701E+15;;very low;C;2.749
2297;Burglengenfeld;Landkreis Schwandorf;4,92072E+16;1,2005E+15;;very low;H;2.749
2298;Hemau;Landkreis Regensburg;4,90186E+15;1,17404E+16;;very low;C;3.647
2299;Hemau;Landkreis Regensburg;4,90598E+15;1,17545E+16;;very low;A+;3.647
2300;Regensburg;;4,89971E+16;1,21261E+16;;very low;D;4.751
2301;Regensburg;;4,89941E+15;1,20909E+15;;very low;G;4.751
2302;Regensburg;;4,89994E+15;1,21175E+16;;very low;D;4.751
2303;Regensburg;;4,90103E+16;1,21266E+16;;very low;F;4.751
2304;Regensburg;;4,90011E+15;1,21101E+15;;very low;D;4.751
2305;Regensburg;;4,89987E+15;1,2101E+15;;very low;D;4.751
2306;Deuerling;Landkreis Regensburg;4,90392E+15;1,19016E+16;;very low;F;3.647
2307;Pentling;Landkreis Regensburg;4,89672E+16;1,20878E+16;;very low;D;3.647
2308;Pentling;Landkreis Regensburg;4,89403E+15;1,20702E+16;;very low;B;3.647
2309;Barbing;Landkreis Regensburg;4,89986E+15;1,23354E+16;;very low;H;3.647
2310;Schönberg;Landkreis Freyung-Grafenau;4,88162E+16;1,33504E+15;;very low;G;2.122
2311;Thurmansbang;Landkreis Freyung-Grafenau;4,87584E+15;1,32822E+16;;very low;E;2.122
2312;Neuschönau;Landkreis Freyung-Grafenau;4,89269E+15;1,35031E+14;;very low;F;2.122
2313;Grafenau;Landkreis Freyung-Grafenau;4,87909E+15;1,33834E+16;;very low;D;2.122
2314;Grafenau;Landkreis Freyung-Grafenau;4,88466E+15;1,34167E+16;;very low;E;2.122
2315;Freyung;Landkreis Freyung-Grafenau;4,87961E+14;1,35504E+16;;very low;A;2.122
2316;Freyung;Landkreis Freyung-Grafenau;4,88116E+16;1,35383E+16;;very low;H;2.122
2317;Iggensbach;Landkreis Deggendorf;4,87103E+15;1,31591E+16;;very low;B;2.884
2318;Otzing;Landkreis Deggendorf;4,87461E+15;1,28572E+15;;very low;D;2.884
2319;Metten;Landkreis Deggendorf;4,88672E+15;1,29413E+16;;very low;G;2.884
2320;Tiefenbach;Landkreis Passau;4,86426E+15;1,33292E+16;;very low;H;2.727
2321;Tiefenbach;Landkreis Passau;4,8623E+13;1,34269E+16;;very low;C;2.727
2322;Aidenbach;Landkreis Passau;4,86079E+15;1,30696E+16;;very low;G;2.727
2323;Aidenbach;Landkreis Passau;4,86244E+15;1,30322E+16;;very low;G;2.727
2324;Aldersbach;Landkreis Passau;4,8614E+15;1,30339E+16;;very low;A+;2.727
2325;Aldersbach;Landkreis Passau;4,85635E+16;1,31042E+16;;very low;F;2.727
2326;Beutelsbach;Landkreis Passau;4,86251E+16;1,30316E+15;;very low;G;2.727
