ort,landkreis,latitude,longitude,geometry,GEB_HQ,flood_risk
Fürth,,2927612.301426154,4394057.8999069175,POINT (4394057.8999069175 2927612.301426154),,very low
Fürth,,2928812.054640901,4392496.521435532,POINT (4392496.521435532 2928812.054640901),,very low
Fürth,,2927572.909177721,4392891.864987318,POINT (4392891.864987318 2927572.909177721),,very low
Fürth,,2927321.4479339225,4392843.412832564,POINT (4392843.412832564 2927321.4479339225),,very low
Fürth,,2925413.29033012,4392891.200651418,POINT (4392891.200651418 2925413.29033012),,very low
Fürth,,2927699.37906833,4393298.55524182,POINT (4393298.55524182 2927699.37906833),,very low
Fürth,,2929451.617579952,4393182.878360049,POINT (4393182.878360049 2929451.617579952),,very low
Fürth,,2929702.1719803778,4392686.638699905,POINT (4392686.638699905 2929702.1719803778),,very low
Fürth,,2930146.7425073455,4392902.102006363,POINT (4392902.102006363 2930146.7425073455),,very low
Fürth,,2930128.249583923,4392099.997765235,POINT (4392099.997765235 2930128.249583923),,very low
Fürth,,2928772.0752252154,4393577.154205219,POINT (4393577.154205219 2928772.0752252154),,very low
Fürth,,2930146.9845697703,4391366.34441382,POINT (4391366.34441382 2930146.9845697703),,very low
Fürth,,2931780.3293532715,4390758.457382843,POINT (4390758.457382843 2931780.3293532715),,very low
Fürth,,2931847.079118873,4391028.466885926,POINT (4391028.466885926 2931847.079118873),,very low
Fürth,,2932354.466294456,4391563.358637277,POINT (4391563.358637277 2932354.466294456),,very low
Fürth,,2930893.1303054164,4391928.299319819,POINT (4391928.299319819 2930893.1303054164),,very low
Fürth,,2930287.9190015066,4389759.423341806,POINT (4389759.423341806 2930287.9190015066),,very low
Fürth,,2930641.5294667077,4386588.696577455,POINT (4386588.696577455 2930641.5294667077),,very low
Fürth,,2933776.2796196654,4388624.170364191,POINT (4388624.170364191 2933776.2796196654),,very low
Fürth,,2931568.5386296506,4387876.477878918,POINT (4387876.477878918 2931568.5386296506),,very low
Fürth,,2929622.2121550725,4388311.073447788,POINT (4388311.073447788 2929622.2121550725),,very low
Fürth,,2928963.700328112,4388804.820910432,POINT (4388804.820910432 2928963.700328112),,very low
Fürth,,2928537.706489229,4390976.643967682,POINT (4390976.643967682 2928537.706489229),,very low
Pfreimd,Landkreis Schwandorf,2932676.5509666717,4487401.281079931,POINT (4487401.281079931 2932676.5509666717),,very low
Fensterbach,Landkreis Schwandorf,2923825.4115056302,4470803.532255415,POINT (4470803.532255415 2923825.4115056302),,very low
Eschlkam,Landkreis Cham,2917284.033499958,4535587.783608232,POINT (4535587.783608232 2917284.033499958),,very low
Falkenstein,Landkreis Cham,2886899.304264413,4504304.697827234,POINT (4504304.697827234 2886899.304264413),,very low
Arnbruck,Landkreis Regen,2896090.7080941726,4535102.421143728,POINT (4535102.421143728 2896090.7080941726),,very low
Zell,Landkreis Cham,2890885.9755640016,4495816.905021858,POINT (4495816.905021858 2890885.9755640016),,very low
Pemfling,Landkreis Cham,2910848.4673284455,4508089.075441263,POINT (4508089.075441263 2910848.4673284455),,very low
Traitsching,Landkreis Cham,2894842.6329282685,4516356.055178714,POINT (4516356.055178714 2894842.6329282685),,very low
Runding,Landkreis Cham,2903879.8694546353,4523048.388179196,POINT (4523048.388179196 2903879.8694546353),,very low
Sinzing,Landkreis Regensburg,2875883.2335059852,4467675.485850937,POINT (4467675.485850937 2875883.2335059852),,very low
Sinzing,Landkreis Regensburg,2875847.9432331193,4463025.021561893,POINT (4463025.021561893 2875847.9432331193),,very low
Regensburg,,2882812.460773521,4476499.265522911,POINT (4476499.265522911 2882812.460773521),,very low
Regensburg,,2885418.763706852,4474238.238098507,POINT (4474238.238098507 2885418.763706852),,very low
Regensburg,,2883996.91135418,4475111.62202262,POINT (4475111.62202262 2883996.91135418),,very low
Regensburg,,2883229.308941003,4475027.679282221,POINT (4475027.679282221 2883229.308941003),,very low
Regensburg,,2884779.7162908535,4476753.405585509,POINT (4476753.405585509 2884779.7162908535),,very low
Alteglofsheim,Landkreis Regensburg,2868689.9102688297,4483366.952685927,POINT (4483366.952685927 2868689.9102688297),,very low
Hagelstadt,Landkreis Regensburg,2865512.2408874524,4483304.098076447,POINT (4483304.098076447 2865512.2408874524),,very low
Neutraubling,Landkreis Regensburg,2878288.966384556,4481529.354072446,POINT (4481529.354072446 2878288.966384556),,very low
Neutraubling,Landkreis Regensburg,2875116.628180177,4482122.524851179,POINT (4482122.524851179 2875116.628180177),,very low
Neutraubling,Landkreis Regensburg,2876433.3148625945,4481265.93867494,POINT (4481265.93867494 2876433.3148625945),,very low
Mintraching,Landkreis Regensburg,2874688.5004795133,4487877.854733371,POINT (4487877.854733371 2874688.5004795133),,very low
Teublitz,Landkreis Schwandorf,2902877.826032677,4473777.097138622,POINT (4473777.097138622 2902877.826032677),,very low
Teublitz,Landkreis Schwandorf,2901969.6592640365,4472746.739251425,POINT (4472746.739251425 2901969.6592640365),,very low
Regensburg,,2879769.3353362093,4473349.385521338,POINT (4473349.385521338 2879769.3353362093),,very low
Regensburg,,2878630.2380798436,4470479.244754566,POINT (4470479.244754566 2878630.2380798436),,very low
Regensburg,,2879232.8644383624,4473777.970938775,POINT (4473777.970938775 2879232.8644383624),,very low
Regensburg,,2877758.9380177935,4473113.827942262,POINT (4473113.827942262 2877758.9380177935),,very low
Regensburg,,2877946.0511592766,4472814.327432546,POINT (4472814.327432546 2877946.0511592766),,very low
Regensburg,,2877496.5520829754,4473668.938738073,POINT (4473668.938738073 2877496.5520829754),,very low
Köfering,Landkreis Regensburg,2871090.5986179695,4481307.991182111,POINT (4481307.991182111 2871090.5986179695),,very low
Riekofen,Landkreis Regensburg,2872045.9865567014,4494304.559813135,POINT (4494304.559813135 2872045.9865567014),,very low
Sünching,Landkreis Regensburg,2872549.1313221045,4493545.596931218,POINT (4493545.596931218 2872549.1313221045),,very low
Lappersdorf,Landkreis Regensburg,2888801.5225128094,4470524.71717458,POINT (4470524.71717458 2888801.5225128094),,very low
Lappersdorf,Landkreis Regensburg,2886682.006277341,4470375.675812117,POINT (4470375.675812117 2886682.006277341),,very low
Lappersdorf,Landkreis Regensburg,2887687.1848582793,4474197.653968812,POINT (4474197.653968812 2887687.1848582793),,very low
Lappersdorf,Landkreis Regensburg,2888803.9314631033,4471049.433961441,POINT (4471049.433961441 2888803.9314631033),,very low
Wenzenbach,Landkreis Regensburg,2885309.837448211,4480846.218443656,POINT (4480846.218443656 2885309.837448211),,very low
Wenzenbach,Landkreis Regensburg,2889184.5242712344,4480772.741631762,POINT (4480772.741631762 2889184.5242712344),,very low
Holzheim am Forst,Landkreis Regensburg,2895136.890311373,4458504.899851327,POINT (4458504.899851327 2895136.890311373),,very low
Kallmünz,Landkreis Regensburg,2894525.02699093,4469297.895818672,POINT (4469297.895818672 2894525.02699093),,very low
Regensburg,,2879969.819954772,4476409.9343089275,POINT (4476409.9343089275 2879969.819954772),,very low
Regensburg,,2878572.192574842,4480813.910896858,POINT (4480813.910896858 2878572.192574842),,very low
Regensburg,,2878691.6981803183,4480566.354942197,POINT (4480566.354942197 2878691.6981803183),,very low
Regensburg,,2878219.5199324,4480000.502384294,POINT (4480000.502384294 2878219.5199324),,very low
Regensburg,,2882660.908536173,4478961.469112054,POINT (4478961.469112054 2882660.908536173),,very low
Wörth an der Donau,Landkreis Regensburg,2881056.9516661973,4497704.747613054,POINT (4497704.747613054 2881056.9516661973),,very low
Zeitlarn,Landkreis Regensburg,2889022.158177,4476423.455762185,POINT (4476423.455762185 2889022.158177),,very low
Zeitlarn,Landkreis Regensburg,2885975.3372076065,4476515.645308976,POINT (4476515.645308976 2885975.3372076065),,very low
Thalmassing,Landkreis Regensburg,2867775.564664064,4477490.8047647225,POINT (4477490.8047647225 2867775.564664064),,very low
Nittenau,Landkreis Schwandorf,2902633.795669003,4484239.801931585,POINT (4484239.801931585 2902633.795669003),,very low
Nittenau,Landkreis Schwandorf,2898952.2162432917,4489909.611743778,POINT (4489909.611743778 2898952.2162432917),,very low
Regensburg,,2881388.1370402253,4471987.775177003,POINT (4471987.775177003 2881388.1370402253),,very low
Regensburg,,2881044.949571725,4470671.332962821,POINT (4470671.332962821 2881044.949571725),,very low
Regensburg,,2879449.191652381,4469518.790586738,POINT (4469518.790586738 2879449.191652381),,very low
Regensburg,,2880651.165561743,4472088.279728502,POINT (4472088.279728502 2880651.165561743),,very low
Regensburg,,2880655.1568754106,4470806.59779558,POINT (4470806.59779558 2880655.1568754106),,very low
Regensburg,,2880464.642131478,4473171.009575686,POINT (4473171.009575686 2880464.642131478),,very low
Regensburg,,2879860.552526814,4470122.470501402,POINT (4470122.470501402 2879860.552526814),,very low
Regensburg,,2881180.8332683314,4476861.415224119,POINT (4476861.415224119 2881180.8332683314),,very low
Regensburg,,2882808.250902304,4471073.249518308,POINT (4471073.249518308 2882808.250902304),,very low
Regensburg,,2881637.3065030538,4473070.29752362,POINT (4473070.29752362 2881637.3065030538),,very low
Regensburg,,2882159.9871857837,4473957.287750982,POINT (4473957.287750982 2882159.9871857837),,very low
Pfatter,Landkreis Regensburg,2876263.706783419,4498024.793196607,POINT (4498024.793196607 2876263.706783419),,very low
Burglengenfeld,Landkreis Schwandorf,2904217.9928337117,4464663.781688476,POINT (4464663.781688476 2904217.9928337117),,very low
Burglengenfeld,Landkreis Schwandorf,2902195.873199393,4466097.753810851,POINT (4466097.753810851 2902195.873199393),,very low
Burglengenfeld,Landkreis Schwandorf,2901455.4519551937,4462572.544196333,POINT (4462572.544196333 2901455.4519551937),,very low
Hemau,Landkreis Regensburg,2885505.484672483,4443975.516713741,POINT (4443975.516713741 2885505.484672483),,very low
Hemau,Landkreis Regensburg,2883494.2806813447,4448301.992178453,POINT (4448301.992178453 2883494.2806813447),,very low
Regensburg,,2876270.701769179,4475785.924738472,POINT (4475785.924738472 2876270.701769179),,very low
Regensburg,,2876897.6704517878,4475302.661119812,POINT (4475302.661119812 2876897.6704517878),,very low
Regensburg,,2875416.635575289,4474048.871593195,POINT (4474048.871593195 2875416.635575289),,very low
Regensburg,,2878311.4715262223,4474088.239451085,POINT (4474088.239451085 2878311.4715262223),,very low
Regensburg,,2876808.041136753,4473649.874174329,POINT (4473649.874174329 2876808.041136753),,very low
Regensburg,,2876122.521306146,4473999.428046855,POINT (4473999.428046855 2876122.521306146),,very low
Deuerling,Landkreis Regensburg,2880517.469168248,4460433.039621597,POINT (4460433.039621597 2880517.469168248),,very low
Pentling,Landkreis Regensburg,2873526.4106806237,4467002.67048972,POINT (4467002.67048972 2873526.4106806237),,very low
Pentling,Landkreis Regensburg,2871267.8099962003,4474936.628498461,POINT (4474936.628498461 2871267.8099962003),,very low
Barbing,Landkreis Regensburg,2878990.1643185876,4485035.062695399,POINT (4485035.062695399 2878990.1643185876),,very low
Schönberg,Landkreis Freyung-Grafenau,2866295.7005944634,4566903.69982432,POINT (4566903.69982432 2866295.7005944634),,very low
Thurmansbang,Landkreis Freyung-Grafenau,2857803.2690365473,4562999.806238385,POINT (4562999.806238385 2857803.2690365473),,very low
Neuschönau,Landkreis Freyung-Grafenau,2872173.242498534,4577823.359096442,POINT (4577823.359096442 2872173.242498534),,very low
Grafenau,Landkreis Freyung-Grafenau,2866589.1034103488,4573295.754576368,POINT (4573295.754576368 2866589.1034103488),,very low
Grafenau,Landkreis Freyung-Grafenau,2863506.3310196972,4570464.009226941,POINT (4570464.009226941 2863506.3310196972),,very low
Freyung,Landkreis Freyung-Grafenau,2860384.5199195305,4582459.733085899,POINT (4582459.733085899 2860384.5199195305),,very low
Freyung,Landkreis Freyung-Grafenau,2864171.7548069833,4581364.673272365,POINT (4581364.673272365 2864171.7548069833),,very low
Iggensbach,Landkreis Deggendorf,2849255.303596994,4553348.873138724,POINT (4553348.873138724 2849255.303596994),,very low
Otzing,Landkreis Deggendorf,2852716.172566353,4531417.347253242,POINT (4531417.347253242 2852716.172566353),,very low
Metten,Landkreis Deggendorf,2864935.444084802,4534998.441990788,POINT (4534998.441990788 2864935.444084802),,very low
Tiefenbach,Landkreis Passau,2842626.143246265,4573700.407921258,POINT (4573700.407921258 2842626.143246265),,very low
Tiefenbach,Landkreis Passau,2839626.9107760275,4566798.361151689,POINT (4566798.361151689 2839626.9107760275),,very low
Aidenbach,Landkreis Passau,2835085.8966987883,4547084.790901439,POINT (4547084.790901439 2835085.8966987883),,very low
Aidenbach,Landkreis Passau,2831610.7590386802,4549327.447912077,POINT (4549327.447912077 2831610.7590386802),,very low
Aldersbach,Landkreis Passau,2829688.527422939,4543673.153997037,POINT (4543673.153997037 2829688.527422939),,very low
Aldersbach,Landkreis Passau,2835574.1432511024,4550288.125075361,POINT (4550288.125075361 2835574.1432511024),,very low
Beutelsbach,Landkreis Passau,2833271.984201542,4551778.35394056,POINT (4551778.35394056 2833271.984201542),,very low
Beutelsbach,Landkreis Passau,2835317.1073219525,4543632.24758819,POINT (4543632.24758819 2835317.1073219525),,very low
Haarbach,Landkreis Passau,2832337.329402743,4546545.860149418,POINT (4546545.860149418 2832337.329402743),,very low
Haarbach,Landkreis Passau,2837770.2352491966,4547591.28782688,POINT (4547591.28782688 2837770.2352491966),,very low
Neuburg am Inn,Landkreis Passau,2837256.9145631883,4568685.014131803,POINT (4568685.014131803 2837256.9145631883),,very low
Neuburg am Inn,Landkreis Passau,2833402.059900434,4571926.865244756,POINT (4571926.865244756 2833402.059900434),,very low
Neuburg am Inn,Landkreis Passau,2836755.473767956,4568916.761201141,POINT (4568916.761201141 2836755.473767956),,very low
Neuburg am Inn,Landkreis Passau,2833912.861165557,4573868.667853224,POINT (4573868.667853224 2833912.861165557),,very low
Neuburg am Inn,Landkreis Passau,2833150.5806550714,4571373.292308085,POINT (4571373.292308085 2833150.5806550714),,very low
Passau,,2831979.083765212,4574612.487940737,POINT (4574612.487940737 2831979.083765212),,very low
Passau,,2831540.533837396,4571701.760888563,POINT (4571701.760888563 2831540.533837396),,very low
Passau,,2836922.5660398495,4569422.222252028,POINT (4569422.222252028 2836922.5660398495),,very low
Passau,,2831997.0382981044,4571482.968078127,POINT (4571482.968078127 2831997.0382981044),,very low
Passau,,2836722.7902537943,4565309.3490048265,POINT (4565309.3490048265 2836722.7902537943),,very low
Malching,Landkreis Passau,2804865.404906094,4559268.267901391,POINT (4559268.267901391 2804865.404906094),,very low
Malching,Landkreis Passau,2815959.1061781393,4555853.3609694755,POINT (4555853.3609694755 2815959.1061781393),,very low
Rotthalmünster,Landkreis Passau,2808316.887902565,4556778.228718101,POINT (4556778.228718101 2808316.887902565),,very low
Rotthalmünster,Landkreis Passau,2813860.7402353794,4558141.331276146,POINT (4558141.331276146 2813860.7402353794),,very low
Ortenburg,Landkreis Passau,2830958.2315393616,4556107.252901283,POINT (4556107.252901283 2830958.2315393616),,very low
Ortenburg,Landkreis Passau,2828994.7125016903,4559132.5365943285,POINT (4559132.5365943285 2828994.7125016903),,very low
Passau,,2835476.376973342,4579290.646561274,POINT (4579290.646561274 2835476.376973342),,very low
Passau,,2834907.124854358,4576416.449299127,POINT (4576416.449299127 2834907.124854358),,very low
Passau,,2833768.623591146,4578102.416765839,POINT (4578102.416765839 2833768.623591146),,very low
Passau,,2834457.4433052232,4574978.821825979,POINT (4574978.821825979 2834457.4433052232),,very low
Kirchham,Landkreis Passau,2807632.6065019,4559386.428316936,POINT (4559386.428316936 2807632.6065019),,very low
Fürstenzell,Landkreis Passau,2828101.5890093497,4564272.797937696,POINT (4564272.797937696 2828101.5890093497),,very low
Fürstenzell,Landkreis Passau,2835266.6841065125,4563498.217748185,POINT (4563498.217748185 2835266.6841065125),,very low
Kleinaitingen,Landkreis Augsburg,2788441.427092384,4385495.758674351,POINT (4385495.758674351 2788441.427092384),,very low
Oberottmarshausen,Landkreis Augsburg,2789389.830587565,4383829.351744638,POINT (4383829.351744638 2789389.830587565),,very low
Kutzenhausen,Landkreis Augsburg,2802763.89153828,4374217.349592495,POINT (4374217.349592495 2802763.89153828),,very low
Wehringen,Landkreis Augsburg,2792847.762867628,4383107.47859291,POINT (4383107.47859291 2792847.762867628),,very low
Münsterhausen,Landkreis Günzburg,2799684.9943049555,4352896.000875257,POINT (4352896.000875257 2799684.9943049555),,very low
Straubing,,2863424.32243228,4505348.635882964,POINT (4505348.635882964 2863424.32243228),,very low
Straubing,,2868144.888505289,4507269.865652824,POINT (4507269.865652824 2868144.888505289),,very low
Straubing,,2868555.714505924,4512108.443700355,POINT (4512108.443700355 2868555.714505924),,very low
Straubing,,2863354.835791149,4511516.868231705,POINT (4511516.868231705 2863354.835791149),,very low
Straubing,,2864297.899461244,4512873.041965659,POINT (4512873.041965659 2864297.899461244),,very low
Straubing,,2867850.0442643454,4510825.553320813,POINT (4510825.553320813 2867850.0442643454),,very low
Straubing,,2866526.482679516,4513981.392789135,POINT (4513981.392789135 2866526.482679516),,very low
Straubing,,2866666.2287743776,4515808.702537019,POINT (4515808.702537019 2866666.2287743776),,very low
Straubing,,2867408.3985090577,4514281.137255783,POINT (4514281.137255783 2867408.3985090577),,very low
Straubing,,2865181.445199156,4508170.984940631,POINT (4508170.984940631 2865181.445199156),,very low
Straubing,,2868402.0438551754,4515936.274489364,POINT (4515936.274489364 2868402.0438551754),,very low
Straubing,,2868594.881034542,4507954.219390323,POINT (4507954.219390323 2868594.881034542),,very low
Bogen,Landkreis Straubing-Bogen,2871414.2222903096,4526205.101747753,POINT (4526205.101747753 2871414.2222903096),,very low
Bogen,Landkreis Straubing-Bogen,2870538.031795961,4524107.677445303,POINT (4524107.677445303 2870538.031795961),,very low
Bogen,Landkreis Straubing-Bogen,2869773.6630538106,4519176.386206189,POINT (4519176.386206189 2869773.6630538106),,very low
Oberschneiding,Landkreis Straubing-Bogen,2856195.8731795163,4515207.263833086,POINT (4515207.263833086 2856195.8731795163),,very low
Irlbach,Landkreis Straubing-Bogen,2859271.9661854636,4520107.2436896255,POINT (4520107.2436896255 2859271.9661854636),,very low
Straßkirchen,Landkreis Straubing-Bogen,2861694.0211017774,4521207.774844365,POINT (4521207.774844365 2861694.0211017774),,very low
Dinkelscherben,Landkreis Augsburg,2804777.0788063356,4365970.762040764,POINT (4365970.762040764 2804777.0788063356),,very low
Dinkelscherben,Landkreis Augsburg,2805302.667283724,4369895.114667562,POINT (4369895.114667562 2805302.667283724),,very low
Burghausen,Landkreis Altötting,2790161.1538523156,4531259.0301578315,POINT (4531259.0301578315 2790161.1538523156),,very low
Burghausen,Landkreis Altötting,2783668.1846540305,4526654.784908232,POINT (4526654.784908232 2783668.1846540305),,very low
Burghausen,Landkreis Altötting,2786860.1998619926,4529556.761898837,POINT (4529556.761898837 2786860.1998619926),,very low
Burghausen,Landkreis Altötting,2786040.7825347777,4529163.40453173,POINT (4529163.40453173 2786040.7825347777),,very low
Burghausen,Landkreis Altötting,2784366.922015275,4527205.730774549,POINT (4527205.730774549 2784366.922015275),,very low
Tittmoning,Landkreis Traunstein,2774559.9693452357,4524439.175649561,POINT (4524439.175649561 2774559.9693452357),,very low
Tittmoning,Landkreis Traunstein,2778393.907862551,4525648.61476595,POINT (4525648.61476595 2778393.907862551),,very low
Erlbach,Landkreis Altötting,2801917.396315827,4527077.620178947,POINT (4527077.620178947 2801917.396315827),,very low
Perach,Landkreis Altötting,2801277.950662081,4529666.417603666,POINT (4529666.417603666 2801277.950662081),,very low
Kastl,Landkreis Altötting,2790443.7623635028,4520700.885842606,POINT (4520700.885842606 2790443.7623635028),,very low
Haiming,Landkreis Altötting,2793752.200300814,4533171.026302085,POINT (4533171.026302085 2793752.200300814),,very low
Haiming,Landkreis Altötting,2793365.143742479,4536610.810695696,POINT (4536610.810695696 2793365.143742479),,very low
Marktl,Landkreis Altötting,2793187.504420431,4537926.408061191,POINT (4537926.408061191 2793187.504420431),,very low
Marktl,Landkreis Altötting,2793843.4741296214,4530401.765817904,POINT (4530401.765817904 2793843.4741296214),,very low
Stammham,Landkreis Altötting,2794562.6444028025,4535457.367288943,POINT (4535457.367288943 2794562.6444028025),,very low
Stammham,Landkreis Altötting,2793031.607121726,4536079.420780871,POINT (4536079.420780871 2793031.607121726),,very low
Tüßling,Landkreis Altötting,2790800.7971948637,4513373.854224697,POINT (4513373.854224697 2790800.7971948637),,very low
Teising,Landkreis Altötting,2793773.753071255,4516290.296109524,POINT (4516290.296109524 2793773.753071255),,very low
Burgkirchen an der Alz,Landkreis Altötting,2785256.790431088,4522241.66406476,POINT (4522241.66406476 2785256.790431088),,very low
Burgkirchen an der Alz,Landkreis Altötting,2789383.266659448,4523168.043653349,POINT (4523168.043653349 2789383.266659448),,very low
Burgkirchen an der Alz,Landkreis Altötting,2784312.4574946826,4525931.214970345,POINT (4525931.214970345 2784312.4574946826),,very low
Pleiskirchen,Landkreis Altötting,2805760.4811199284,4513732.878191044,POINT (4513732.878191044 2805760.4811199284),,very low
Winhöring,Landkreis Altötting,2800600.4268820467,4516947.822511236,POINT (4516947.822511236 2800600.4268820467),,very low
Langweid am Lech,Landkreis Augsburg,2819158.4425923233,4380132.67054276,POINT (4380132.67054276 2819158.4425923233),,very low
Langweid am Lech,Landkreis Augsburg,2818634.0265749316,4385323.448459749,POINT (4385323.448459749 2818634.0265749316),,very low
Meitingen,Landkreis Augsburg,2829855.3964198036,4384265.185876623,POINT (4384265.185876623 2829855.3964198036),,very low
Meitingen,Landkreis Augsburg,2824110.3648863654,4384300.449655252,POINT (4384300.449655252 2824110.3648863654),,very low
Meitingen,Landkreis Augsburg,2826877.103570238,4384661.536371627,POINT (4384661.536371627 2826877.103570238),,very low
Biberbach,Landkreis Augsburg,2819056.8277094294,4374634.929750432,POINT (4374634.929750432 2819056.8277094294),,very low
Gablingen,Landkreis Augsburg,2814577.2365869866,4380955.947633169,POINT (4380955.947633169 2814577.2365869866),,very low
Zusmarshausen,Landkreis Augsburg,2811838.5802156515,4365116.867588165,POINT (4365116.867588165 2811838.5802156515),,very low
Zusmarshausen,Landkreis Augsburg,2807061.3822614015,4360940.573116269,POINT (4360940.573116269 2807061.3822614015),,very low
Heretsried,Landkreis Augsburg,2817281.430622688,4374572.893109522,POINT (4374572.893109522 2817281.430622688),,very low
Welden,Landkreis Augsburg,2815762.9358460326,4367257.07261178,POINT (4367257.07261178 2815762.9358460326),,very low
Königsbrunn,Landkreis Augsburg,2794581.0372337997,4387855.17555663,POINT (4387855.17555663 2794581.0372337997),,very low
Königsbrunn,Landkreis Augsburg,2794714.556196575,4386734.138722249,POINT (4386734.138722249 2794714.556196575),,very low
Königsbrunn,Landkreis Augsburg,2794009.7171952403,4386162.998901105,POINT (4386162.998901105 2794009.7171952403),,very low
Königsbrunn,Landkreis Augsburg,2793681.359024528,4384870.037674126,POINT (4384870.037674126 2793681.359024528),,very low
Königsbrunn,Landkreis Augsburg,2791789.558656046,4387211.50820496,POINT (4387211.50820496 2791789.558656046),,very low
Königsbrunn,Landkreis Augsburg,2796066.261168329,4386728.578083308,POINT (4386728.578083308 2796066.261168329),,very low
Königsbrunn,Landkreis Augsburg,2795532.7238963707,4387687.761495963,POINT (4387687.761495963 2795532.7238963707),,very low
Hohenwart,Landkreis Pfaffenhofen an der Ilm,2827601.926727563,4421689.372483648,POINT (4421689.372483648 2827601.926727563),,very low
Waidhofen,Landkreis Neuburg-Schrobenhausen,2825696.3690722273,4420169.893163431,POINT (4420169.893163431 2825696.3690722273),,very low
Aresing,Landkreis Neuburg-Schrobenhausen,2824904.447913256,4417760.934321647,POINT (4417760.934321647 2824904.447913256),,very low
Schrobenhausen,Landkreis Neuburg-Schrobenhausen,2830436.026085926,4413261.797188746,POINT (4413261.797188746 2830436.026085926),,very low
Schrobenhausen,Landkreis Neuburg-Schrobenhausen,2830130.602264593,4413965.799962192,POINT (4413965.799962192 2830130.602264593),,very low
Schrobenhausen,Landkreis Neuburg-Schrobenhausen,2830209.3554542265,4411896.798450842,POINT (4411896.798450842 2830209.3554542265),,very low
Schrobenhausen,Landkreis Neuburg-Schrobenhausen,2829628.450894023,4416019.0282914415,POINT (4416019.0282914415 2829628.450894023),,very low
Gachenbach,Landkreis Neuburg-Schrobenhausen,2824827.1886400157,4410152.120620346,POINT (4410152.120620346 2824827.1886400157),,very low
Augsburg,,2809143.2043454177,4390413.618668475,POINT (4390413.618668475 2809143.2043454177),,very low
Augsburg,,2809356.568312998,4389683.995437255,POINT (4389683.995437255 2809356.568312998),,very low
Augsburg,,2810264.089513158,4389966.543888356,POINT (4389966.543888356 2810264.089513158),,very low
Augsburg,,2807971.9992591524,4388529.152430201,POINT (4388529.152430201 2807971.9992591524),,very low
Augsburg,,2811781.1899891156,4389008.353695609,POINT (4389008.353695609 2811781.1899891156),,very low
Augsburg,,2812245.7309583593,4389203.615087136,POINT (4389203.615087136 2812245.7309583593),,very low
Augsburg,,2811300.365615134,4387753.927450847,POINT (4387753.927450847 2811300.365615134),,very low
Augsburg,,2813356.9550719326,4386922.083462625,POINT (4386922.083462625 2813356.9550719326),,very low
Augsburg,,2808415.819598733,4383070.098895685,POINT (4383070.098895685 2808415.819598733),,very low
Augsburg,,2810671.8638208555,4384532.785274673,POINT (4384532.785274673 2810671.8638208555),,very low
Augsburg,,2808581.8176547242,4384215.059417356,POINT (4384215.059417356 2808581.8176547242),,very low
Augsburg,,2808279.772238473,4384381.056195754,POINT (4384381.056195754 2808279.772238473),,very low
Augsburg,,2806761.6409554197,4384294.197559033,POINT (4384294.197559033 2806761.6409554197),,very low
Augsburg,,2807494.918014801,4384597.210674285,POINT (4384597.210674285 2807494.918014801),,very low
Augsburg,,2810009.3392470987,4385045.597003307,POINT (4385045.597003307 2810009.3392470987),,very low
Augsburg,,2808544.753765383,4385680.0595081,POINT (4385680.0595081 2808544.753765383),,very low
Augsburg,,2810480.7330176565,4385761.095151407,POINT (4385761.095151407 2810480.7330176565),,very low
Augsburg,,2810498.8287731516,4385965.309394356,POINT (4385965.309394356 2810498.8287731516),,very low
Augsburg,,2809024.916542693,4386063.0864978,POINT (4386063.0864978 2809024.916542693),,very low
Augsburg,,2807833.848495979,4385772.25562002,POINT (4385772.25562002 2807833.848495979),,very low
Augsburg,,2806591.3006365965,4389026.355330947,POINT (4389026.355330947 2806591.3006365965),,very low
Augsburg,,2806699.951248814,4389541.919399643,POINT (4389541.919399643 2806699.951248814),,very low
Augsburg,,2807528.205795222,4386934.101549953,POINT (4386934.101549953 2807528.205795222),,very low
Augsburg,,2807221.164850113,4388579.344744407,POINT (4388579.344744407 2807221.164850113),,very low
Siegsdorf,Landkreis Traunstein,2747638.3449532567,4522277.468201136,POINT (4522277.468201136 2747638.3449532567),,very low
Siegsdorf,Landkreis Traunstein,2745819.4071227745,4524976.189687472,POINT (4524976.189687472 2745819.4071227745),,very low
Chieming,Landkreis Traunstein,2761954.5979980207,4509328.84618217,POINT (4509328.84618217 2761954.5979980207),,very low
Reit im Winkl,Landkreis Traunstein,2733463.9287873423,4514078.796307984,POINT (4514078.796307984 2733463.9287873423),,very low
Grabenstätt,Landkreis Traunstein,2752430.815803716,4513329.889466384,POINT (4513329.889466384 2752430.815803716),,very low
Traunstein,Landkreis Traunstein,2754514.5364272506,4517641.104763808,POINT (4517641.104763808 2754514.5364272506),,very low
Traunstein,Landkreis Traunstein,2756846.450609084,4514709.603667638,POINT (4514709.603667638 2756846.450609084),,very low
Traunstein,Landkreis Traunstein,2758333.479627747,4520832.032796713,POINT (4520832.032796713 2758333.479627747),,very low
Traunstein,Landkreis Traunstein,2751984.5175543497,4517536.028767505,POINT (4517536.028767505 2751984.5175543497),,very low
Traunstein,Landkreis Traunstein,2755672.4102746146,4518274.488490378,POINT (4518274.488490378 2755672.4102746146),,very low
Ruhpolding,Landkreis Traunstein,2744528.36315315,4518273.3276794115,POINT (4518273.3276794115 2744528.36315315),,very low
