ort,landkreis,latitude,longitude
Kammerstein,Landkreis Roth,2916231.7682567844,4396073.379670189
Kammerstein,Landkreis Roth,2911601.8789084447,4388745.006851718
Kammerstein,Landkreis Roth,2911609.200857941,4399140.645557859
Kammerstein,Landkreis Roth,2911115.438064727,4396131.779295225
Kammerstein,Landkreis Roth,2917216.52976875,4393672.775047516
Kammerstein,Landkreis Roth,2917994.142309628,4394620.497887604
Kammerstein,Landkreis Roth,2913684.775750493,4399698.925508799
Kammerstein,Landkreis Roth,2911670.592025728,4395598.662568006
Kammerstein,Landkreis Roth,2917587.4611185566,4393740.805078918
Kammerstein,Landkreis Roth,2917718.7280877694,4396393.973072062
Kammerstein,Landkreis Roth,2911353.3763185437,4394810.289276865
Kammerstein,Landkreis Roth,2908996.8807959007,4398986.332992058
Kammerstein,Landkreis Roth,2913421.9126564506,4394913.18858705
Kammerstein,Landkreis Roth,2911038.557060462,4390007.940468924
Kammerstein,Landkreis Roth,2913210.490047377,4393825.837729048
Kammerstein,Landkreis Roth,2911803.328404974,4393234.770477092
Kammerstein,Landkreis Roth,2907995.7701834845,4387430.983996966
Kammerstein,Landkreis Roth,2912743.5588900857,4396369.716226509
Kammerstein,Landkreis Roth,2917753.9756060396,4393675.785594009
Kammerstein,Landkreis Roth,2913907.443006729,4396425.024061365
Kammerstein,Landkreis Roth,2909288.244007875,4388254.925079281
Kammerstein,Landkreis Roth,2909771.8003571844,4393102.536922873
Kammerstein,Landkreis Roth,2912833.0028570257,4391792.008785524
Kammerstein,Landkreis Roth,2908347.912539244,4391114.86725668
Kammerstein,Landkreis Roth,2911162.283164264,4398198.170640833
Kammerstein,Landkreis Roth,2909732.777916296,4389464.298158412
Kammerstein,Landkreis Roth,2913872.1270322884,4399247.311669872
Kammerstein,Landkreis Roth,2915827.0881922604,4395039.523806162
Kammerstein,Landkreis Roth,2915445.336914728,4395649.172253995
Kammerstein,Landkreis Roth,2912371.2125393115,4392691.973795306
Kammerstein,Landkreis Roth,2917669.8897230853,4394832.2376647685
Kammerstein,Landkreis Roth,2913744.9988671257,4398817.051327437
Kammerstein,Landkreis Roth,2916129.9606343,4395211.631252755
Kammerstein,Landkreis Roth,2913677.1763460445,4394131.916899624
Kammerstein,Landkreis Roth,2911602.78532251,4395570.30331943
Kammerstein,Landkreis Roth,2909561.9453890617,4399527.748552699
Kammerstein,Landkreis Roth,2917747.195380438,4395055.751134789
Kammerstein,Landkreis Roth,2911380.8658658117,4399706.170705139
Kammerstein,Landkreis Roth,2907890.6637325743,4390827.510787093
Kammerstein,Landkreis Roth,2912829.7749622734,4398484.962896512
Kammerstein,Landkreis Roth,2908938.4970849324,4388274.5029269885
Kammerstein,Landkreis Roth,2911978.681929142,4396388.286066999
Kammerstein,Landkreis Roth,2906998.108579822,4389486.574111477
Kammerstein,Landkreis Roth,2910012.084698504,4399422.26112972
Kammerstein,Landkreis Roth,2916325.007050161,4394415.200147739
Kammerstein,Landkreis Roth,2916389.4228981207,4393683.263000397
Kammerstein,Landkreis Roth,2909776.3758632215,4397907.593577025
Kammerstein,Landkreis Roth,2913443.9906083304,4397692.061773928
Kammerstein,Landkreis Roth,2909720.2018623888,4391316.184509361
Rednitzhembach,Landkreis Roth,2910250.870499301,4399432.036474718
Rednitzhembach,Landkreis Roth,2907604.990428153,4388538.950625604
Rednitzhembach,Landkreis Roth,2913719.6190797226,4395188.037281116
Rednitzhembach,Landkreis Roth,2909324.8086059643,4386863.251099691
Rednitzhembach,Landkreis Roth,2916558.5913457205,4395598.969355776
Rednitzhembach,Landkreis Roth,2912955.813845758,4394043.733666172
Rednitzhembach,Landkreis Roth,2917444.3771201684,4394988.994492208
Rednitzhembach,Landkreis Roth,2910342.3943708017,4397991.46805387
Rednitzhembach,Landkreis Roth,2908595.764867451,4400187.076406164
Rednitzhembach,Landkreis Roth,2910749.481676072,4400243.705299441
Rednitzhembach,Landkreis Roth,2910124.4002379915,4398558.919038804
Rednitzhembach,Landkreis Roth,2908228.3199750157,4399132.794308399
Rednitzhembach,Landkreis Roth,2911019.7791109,4390294.252922
Schwabach,,2908208.07190879,4399104.2267660815
Schwabach,,2912592.3697192753,4397643.131993483
Schwabach,,2908505.1050957963,4399093.569908732
Schwabach,,2910463.942398479,4392070.087665916
Schwabach,,2910353.9360725996,4393654.383938124
Schwabach,,2911644.510369083,4393502.80506197
Schwabach,,2907739.320941129,4390619.963317933
Schwabach,,2910925.198370782,4394552.3199433405
Schwabach,,2911953.9723109477,4391942.294031208
Schwabach,,2913534.607887865,4398808.957130051
Schwabach,,2910379.590559631,4399997.721862907
Schwabach,,2909919.5919783795,4395491.0314331325
Schwabach,,2907190.658870924,4390134.240989041
Schwanstetten,Landkreis Roth,2909256.087002261,4405055.902639729
Schwanstetten,Landkreis Roth,2913320.6316729994,4403596.408701643
Büchenbach,Landkreis Roth,2909325.126535424,4397064.965108359
Wendelstein,Landkreis Roth,2918597.3315301742,4404299.304914281
Wendelstein,Landkreis Roth,2911811.677814106,4400101.114970746
Wendelstein,Landkreis Roth,2915867.6225358257,4409149.972326631
Wendelstein,Landkreis Roth,2914873.5818964494,4406027.940807125
Rohr,Landkreis Roth,2915134.0536877853,4390640.988275211
Abenberg,Landkreis Roth,2900884.859915219,4387222.658515364
Cadolzburg,Landkreis Fürth,2930681.5272164466,4383891.4119884325
Cadolzburg,Landkreis Fürth,2928130.9534928394,4385579.544471201
Cadolzburg,Landkreis Fürth,2929918.990885379,4381110.166661124
Cadolzburg,Landkreis Fürth,2929931.5998033285,4385762.782536207
Seukendorf,Landkreis Fürth,2924607.11446433,4380040.664555507
Seukendorf,Landkreis Fürth,2928171.0173504604,4385686.435346582
Seukendorf,Landkreis Fürth,2931508.658129089,4384614.365097631
Seukendorf,Landkreis Fürth,2927764.677181802,4383020.266705478
Obermichelbach,Landkreis Fürth,2936492.49746181,4383397.724937392
Obermichelbach,Landkreis Fürth,2934531.557255886,4388288.41701589
Obermichelbach,Landkreis Fürth,2936137.181493409,4384404.9009294575
Tuchenbach,Landkreis Fürth,2935294.9704998243,4382344.765398197
Tuchenbach,Landkreis Fürth,2932864.604083119,4382873.519989753
Tuchenbach,Landkreis Fürth,2934670.866987057,4382802.65811375
Veitsbronn,Landkreis Fürth,2934205.677254933,4385386.573100078
Veitsbronn,Landkreis Fürth,2935574.801052411,4383874.530298376
Veitsbronn,Landkreis Fürth,2936889.554792256,4386671.127215272
Lonnerstadt,Landkreis Erlangen-Höchstadt,2956231.623088584,4374311.978357853
Möhrendorf,Landkreis Erlangen-Höchstadt,2951442.6689794585,4391277.613063812
Marloffstein,Landkreis Erlangen-Höchstadt,2944901.4495942425,4398043.022679008
Marloffstein,Landkreis Erlangen-Höchstadt,2943617.5828385903,4397264.556549713
Spardorf,Landkreis Erlangen-Höchstadt,2943717.4429038907,4399563.941396451
Spardorf,Landkreis Erlangen-Höchstadt,2942886.622973299,4400902.857076043
Uttenreuth,Landkreis Erlangen-Höchstadt,2945382.75904113,4397773.738387366
Uttenreuth,Landkreis Erlangen-Höchstadt,2946786.136789228,4398088.423722912
Speichersdorf,Landkreis Bayreuth,2971717.5965486355,4444430.14671002
Speichersdorf,Landkreis Bayreuth,2973937.918195509,4449700.574184099
Creußen,Landkreis Bayreuth,2969323.9266874096,4443977.598225557
Creußen,Landkreis Bayreuth,2969011.8718800084,4437716.339527942
Haag,Landkreis Bayreuth,2971439.785676064,4433988.57778276
Haag,Landkreis Bayreuth,2975123.2209857423,4432223.0830817865
Prebitz,Landkreis Bayreuth,2970680.389567195,4444403.760424367
Prebitz,Landkreis Bayreuth,2971005.818735047,4432240.861047121
Schlammersdorf,Landkreis Neustadt an der Waldnaab,2969960.2615327938,4445259.653101431
Vorbach,Landkreis Neustadt an der Waldnaab,2963084.6969907084,4448599.852131701
Fichtelberg,Landkreis Bayreuth,2990748.585391412,4451847.684371457
Warmensteinach,Landkreis Bayreuth,2987296.6868929625,4446261.0390658155
Bayreuth,,2984494.849700749,4436559.477124059
Bayreuth,,2982468.682208014,4439048.821824736
Bayreuth,,2980395.1095782137,4435632.078612504
Bayreuth,,2978087.8583166962,4434953.02869571
Bayreuth,,2984556.087291769,4439070.898936725
Bayreuth,,2978184.1553553124,4434799.3629606
Bad Berneck im Fichtelgebirge,Landkreis Bayreuth,2994312.00124803,4443484.283072888
Mistelgau,Landkreis Bayreuth,2979150.917004237,4419211.2484114645
Bindlach,Landkreis Bayreuth,2989771.940738938,4433438.750031909
Bindlach,Landkreis Bayreuth,2989732.14794667,4438274.006249185
Heinersreuth,Landkreis Bayreuth,2984982.1819796106,4430274.416100389
Thurnau,Landkreis Kulmbach,2987263.375249159,4420165.305055325
Mainleus,Landkreis Kulmbach,3002013.689021401,4419807.6568565685
Mainleus,Landkreis Kulmbach,2997384.0508102095,4415147.7156264745
Neudrossenfeld,Landkreis Kulmbach,2991828.8577716174,4425599.198033233
Lisberg,Landkreis Bamberg,2976354.939966126,4372285.18941532
Priesendorf,Landkreis Bamberg,2976905.4625930227,4372432.635444093
Wachenroth,Landkreis Erlangen-Höchstadt,2957675.222303462,4370682.05513269
Bischberg,Landkreis Bamberg,2976860.7203850644,4377095.9943962535
Bischberg,Landkreis Bamberg,2974724.2746116826,4380371.9043171285
Buttenheim,Landkreis Bamberg,2969141.3882017327,4397262.853147481
Pettstadt,Landkreis Bamberg,2969570.8215683918,4386529.720714633
Schlüsselfeld,Landkreis Bamberg,2964285.4367909087,4364515.268569079
Schlüsselfeld,Landkreis Bamberg,2959519.744246888,4368558.933327062
Geiselwind,Landkreis Kitzingen,2961212.37760261,4353317.748728146
Rauhenebrach,Landkreis Haßberge,2975177.963553964,4362359.3203471005
Bamberg,,2975647.845678337,4384448.5499182595
Bamberg,,2972002.6305741332,4384792.151818321
Bamberg,,2976366.3653117116,4383577.3598030135
Bamberg,,2976284.050896107,4383056.311610797
Bamberg,,2975176.974072892,4384980.3470199155
Bamberg,,2971681.2292202576,4385337.469704031
Kemmern,Landkreis Bamberg,2983659.6593692657,4384410.66283531
Gundelsheim,Landkreis Bamberg,2980588.341289616,4386943.787418045
Presseck,Landkreis Kulmbach,3011132.9470028356,4433384.686316415
Kasendorf,Landkreis Kulmbach,2994781.545619672,4419639.031246652
Kulmbach,Landkreis Kulmbach,2997915.507028727,4427032.143574907
Kulmbach,Landkreis Kulmbach,3004318.1595335277,4425093.887147264
Kulmbach,Landkreis Kulmbach,3008087.619979262,4424829.81786718
Kulmbach,Landkreis Kulmbach,2996751.379416151,4428283.211257595
Kulmbach,Landkreis Kulmbach,2998786.108478014,4424355.242002805
Kulmbach,Landkreis Kulmbach,3007131.999218546,4422724.525269457
Kulmbach,Landkreis Kulmbach,2995737.1649936424,4425356.668719433
Untersteinach,Landkreis Kulmbach,3002098.0211672923,4430934.227115857
Neuenmarkt,Landkreis Kulmbach,3003856.8659276976,4438667.470961952
Wirsberg,Landkreis Kulmbach,2999249.501353219,4434526.949089694
Stadtsteinach,Landkreis Kulmbach,3009341.812819011,4431710.547975677
Himmelkron,Landkreis Kulmbach,2996386.679008747,4436340.582293048
Marktleugast,Landkreis Kulmbach,3010274.510348313,4437514.457562175
Bamberg,,2977945.22720235,4384639.3254979225
Bamberg,,2978556.6937632416,4387021.158047415
Bamberg,,2977570.9917870685,4385233.31334252
Bamberg,,2977811.6508463817,4388633.133092528
Bamberg,,2977760.1283635907,4381820.5001738
Bamberg,,2978444.066409496,4386464.719487424
Baunach,Landkreis Bamberg,2986384.195577824,4382135.99358265
Hirschaid,Landkreis Bamberg,2966457.4356259,4390852.170774273
Hirschaid,Landkreis Bamberg,2966579.1792408465,4390753.581144116
Hirschaid,Landkreis Bamberg,2968770.1407800443,4393512.6741956705
Burghaslach,Landkreis Neustadt an der Aisch-Bad Windsheim,2955692.390485953,4357500.85570566
Walsdorf,Landkreis Bamberg,2976015.0183916916,4374972.034648376
Litzendorf,Landkreis Bamberg,2976773.990184991,4395633.752972093
Litzendorf,Landkreis Bamberg,2977182.129891495,4395673.238281211
Ebrach,Landkreis Bamberg,2971388.208683179,4361750.51688628
Pommersfelden,Landkreis Bamberg,2963973.1548158857,4380609.39781133
Zapfendorf,Landkreis Bamberg,2990954.27180998,4391213.757911927
Reckendorf,Landkreis Bamberg,2989749.327665924,4378868.259000368
Bamberg,,2975254.2267221855,4386494.533011983
Bamberg,,2975730.5755930035,4388012.77291578
Bamberg,,2974153.2960805227,4388506.212402146
Bamberg,,2975118.3423800906,4386859.448324551
Bamberg,,2971709.032542524,4389705.634945172
Altendorf,Landkreis Bamberg,2964711.3772673793,4391532.036440863
Scheßlitz,Landkreis Bamberg,2982854.8779149805,4391766.881176337
Scheßlitz,Landkreis Bamberg,2984256.0057221525,4399974.625641781
Altenkunstadt,Landkreis Lichtenfels,3000639.8826896115,4413497.913357636
Bad Staffelstein,Landkreis Lichtenfels,2998124.0434748144,4396897.781380504
Bad Staffelstein,Landkreis Lichtenfels,2994028.7638611603,4398674.280571496
Bad Staffelstein,Landkreis Lichtenfels,2996550.1260454236,4395394.382321658
Marktgraitz,Landkreis Lichtenfels,3007639.7253271844,4409547.862095357
Redwitz a.d.Rodach,Landkreis Lichtenfels,3009981.25880702,4408217.460066175
Lichtenfels,Landkreis Lichtenfels,3007210.7303280868,4392809.292365875
Lichtenfels,Landkreis Lichtenfels,3007682.826763218,4392966.281875325
Lichtenfels,Landkreis Lichtenfels,3004027.7611317113,4399474.612092891
Lichtenfels,Landkreis Lichtenfels,3002855.145107804,4399850.998396437
Lichtenfels,Landkreis Lichtenfels,3009626.45275372,4395345.70856853
Dörfles-Esbach,Landkreis Coburg,3019672.0421886095,4393177.028361674
Ermershausen,Landkreis Haßberge,3009957.3405794804,4365183.866082986
Maroldsweisach,Landkreis Haßberge,3010931.1375973,4365047.638485218
Bad Rodach,Landkreis Coburg,3019120.9564118665,4379230.657574388
Bad Rodach,Landkreis Coburg,3019641.8286658274,4381866.600724842
Weidhausen b.Coburg,Landkreis Coburg,3010450.058915745,4402229.420796573
Bad Steben,Landkreis Hof,3030755.094820638,4436520.526252348
Stammbach,Landkreis Hof,3008751.033780036,4442409.784083699
Rehau,Landkreis Hof,3016637.104120283,4471215.931481915
Rehau,Landkreis Hof,3021025.938370843,4471128.076375234
Rehau,Landkreis Hof,3016787.073115586,4467759.7476248965
Feilitzsch,Landkreis Hof,3034181.2861390826,4458406.0716324495
Töpen,Landkreis Hof,3034112.5165345343,4458086.904177037
Trogen,Landkreis Hof,3028526.1832019705,4459210.987472645
Naila,Landkreis Hof,3025230.938277325,4439795.007313558
Naila,Landkreis Hof,3022478.015752785,4442781.364443886
Münchberg,Landkreis Hof,3008435.1933910805,4450983.915851908
Münchberg,Landkreis Hof,3011629.5597748985,4440704.357068279
Münchberg,Landkreis Hof,3007987.935524297,4445144.998013047
Meeder,Landkreis Coburg,3026577.654601371,4387546.644060452
Rödental,Landkreis Coburg,3020655.9543424943,4397003.720710943
Rödental,Landkreis Coburg,3020945.72918309,4395175.180704353
Rödental,Landkreis Coburg,3022296.8879444604,4394452.823177787
Rödental,Landkreis Coburg,3018386.559469513,4395035.793263674
Grub a.Forst,Landkreis Coburg,3015313.2285823333,4393850.087769002
Ebersdorf b.Coburg,Landkreis Coburg,3015220.3834191873,4396024.512058202
Ebersdorf b.Coburg,Landkreis Coburg,3016900.990514814,4396775.567764132
Regnitzlosau,Landkreis Hof,3019827.600522668,4464668.95858864
Döhlau,Landkreis Hof,3020388.29142607,4463612.433707256
Oberkotzau,Landkreis Hof,3016143.500429984,4461016.068961616
Oberkotzau,Landkreis Hof,3016826.9387727086,4456778.204903761
Schauenstein,Landkreis Hof,3018417.4353962187,4446476.864712019
Selbitz,Landkreis Hof,3022129.0591941783,4445781.038412479
Zell im Fichtelgebirge,Landkreis Hof,3003203.022079362,4449836.52311637
Schwarzenbach a.Wald,Landkreis Hof,3021740.8518357202,4436801.569340707
Hof,,3020639.3715885296,4456309.188165336
Hof,,3019395.955266051,4457300.837602362
Hof,,3022404.5587092116,4456283.596539534
Seßlach,Landkreis Coburg,3010740.6455862443,4382625.553229494
Weitramsdorf,Landkreis Coburg,3017108.1178060756,4382122.467666343
Coburg,,3016521.2753951065,4393966.798066577
Coburg,,3017376.1197301312,4392039.569257394
Coburg,,3017683.440651374,4389878.854728305
Coburg,,3018058.120757278,4395341.121627038
Coburg,,3019493.330336867,4389850.569044326
Coburg,,3015886.6008020537,4392491.067084651
Coburg,,3017842.4560403954,4390390.69997658
Coburg,,3015662.5487679695,4387596.111061019
Coburg,,3016052.821237546,4390660.863861289
Coburg,,3019420.2501469227,4385989.484282048
Coburg,,3017019.982296357,4386785.546420259
Untersiemau,Landkreis Coburg,3008411.607298833,4390948.039787398
Lautertal,Landkreis Coburg,3023947.2780633653,4391100.209663366
Ebern,Landkreis Haßberge,2994900.176385476,4371420.980341357
Ebern,Landkreis Haßberge,2996506.0288629383,4378730.190067265
Itzgrund,Landkreis Coburg,3003453.1923211357,4384160.960979555
Sonnefeld,Landkreis Coburg,3013813.8506418364,4403244.174708872
Ahorn,Landkreis Coburg,3011906.5788049246,4383676.9868361475
Neustadt bei Coburg,Landkreis Coburg,3024562.0343946707,4399248.922592172
Neustadt bei Coburg,Landkreis Coburg,3018229.141743614,4401702.548058503
Neustadt bei Coburg,Landkreis Coburg,3024422.061493289,4399292.371858627
Neustadt bei Coburg,Landkreis Coburg,3018771.320886183,4401470.03111994
Köditz,Landkreis Hof,3027680.2182332445,4451631.980193514
Vohenstrauß,Landkreis Neustadt an der Waldnaab,2949352.557873516,4485219.335683594
Vohenstrauß,Landkreis Neustadt an der Waldnaab,2948150.0541291856,4491615.771370956
Eschenbach i.d.OPf.,Landkreis Neustadt an der Waldnaab,2960992.8327123923,4450173.1721265465
Speinshart,Landkreis Neustadt an der Waldnaab,2964952.6437680353,4454342.561381354
Waldthurn,Landkreis Neustadt an der Waldnaab,2954476.765121156,4489852.869085024
Buckenhof,Landkreis Erlangen-Höchstadt,2942661.9558622492,4396941.490960979
Buckenhof,Landkreis Erlangen-Höchstadt,2943508.1104339147,4397587.636039964
Buckenhof,Landkreis Erlangen-Höchstadt,2944439.4413206936,4393634.796781304
Buckenhof,Landkreis Erlangen-Höchstadt,2943219.60109577,4396497.649541565
Buckenhof,Landkreis Erlangen-Höchstadt,2943352.990711868,4395696.349977523
Buckenhof,Landkreis Erlangen-Höchstadt,2944196.4092259035,4394637.670362628
Erlangen,,2944895.4862513025,4393533.85625555
Erlangen,,2943764.5724448916,4395433.629241914
Erlangen,,2943423.5170657854,4395572.248700036
Erlangen,,2944265.4184539933,4396167.021029676
Erlangen,,2944879.0313780606,4394868.270219319
Erlangen,,2942710.289979595,4397660.610223794
Moosbach,Landkreis Neustadt an der Waldnaab,2940600.6680876063,4498337.390864399
Eslarn,Landkreis Neustadt an der Waldnaab,2940993.9184943675,4503377.611860265
Waidhaus,Landkreis Neustadt an der Waldnaab,2951149.005364168,4501975.765698922
Erlangen,,2942572.5370328445,4393910.105115468
Erlangen,,2942847.352916372,4396414.119213757
Erlangen,,2943195.430377695,4395317.614929681
Erlangen,,2941829.2584679164,4393085.721298699
Erlangen,,2941545.4275753726,4392691.723840924
Erlangen,,2942151.763228227,4394548.173802923
Erlangen,,2941169.8867669706,4393560.7618358405
Mantel,Landkreis Neustadt an der Waldnaab,2949515.60095395,4469623.476241997
Windischeschenbach,Landkreis Neustadt an der Waldnaab,2967452.510017856,4473953.094930217
Erlangen,,2936769.960220863,4394643.385869275
Erlangen,,2940446.166286756,4392356.733928123
Erlangen,,2941442.1877920954,4392442.140741336
Erlangen,,2937786.6675257464,4391640.629815072
Erlangen,,2940827.504087778,4393089.546727333
Erlangen,,2938473.0261305985,4393797.255529056
Erlangen,,2939309.56919453,4394635.178885609
Erlangen,,2938709.6413462986,4390767.703551363
Erlangen,,2944900.407126225,4391913.062757826
Erlangen,,2942571.5568336793,4388395.6323217815
Erlangen,,2940826.8982790383,4388579.511916248
Erlangen,,2946217.730373361,4389742.093920436
Erlangen,,2941312.1598355733,4390592.164790455
Erlangen,,2942492.0040526316,4392027.092657579
Erlangen,,2943168.1762781483,4390263.235634832
Erlangen,,2939307.720141139,4387820.351080959
Gefrees,Landkreis Bayreuth,2999475.0547028882,4444551.074661939
Eckersdorf,Landkreis Bayreuth,2979963.1349348063,4430125.1722187735
Bayreuth,,2982513.956310774,4434354.136396372
Bayreuth,,2982279.161122671,4433020.417276976
Bayreuth,,2982376.3672176204,4433650.125718576
Goldkronach,Landkreis Bayreuth,2986568.982092654,4442678.077313609
Kirchenpingarten,Landkreis Bayreuth,2981997.656629506,4450053.3355329195
Kirchenpingarten,Landkreis Bayreuth,2982092.991503687,4443589.40666129
Weidenberg,Landkreis Bayreuth,2980672.0779634034,4438559.962492023
Weidenberg,Landkreis Bayreuth,2981340.077138664,4444950.434034919
Emtmannsberg,Landkreis Bayreuth,2976094.6563709057,4438373.423560621
Seybothenreuth,Landkreis Bayreuth,2975293.5488137994,4438529.543529376
Ahorntal,Landkreis Bayreuth,2966619.8973415447,4419513.712511701
Bayreuth,,2981432.6791246408,4431011.319267114
Bayreuth,,2981833.467640236,4430524.382553554
Bayreuth,,2980072.972385027,4431382.802738931
Bayreuth,,2978963.6438175617,4433817.233798807
Hummeltal,Landkreis Bayreuth,2977234.9430927895,4428571.343948821
Bayreuth,,2981851.1350718243,4432507.612871265
Bayreuth,,2982258.908305824,4432906.469093152
Bayreuth,,2984963.7675945167,4433913.023358534
Bayreuth,,2984617.413870396,4435256.376760493
Bayreuth,,2984496.7676543277,4432413.741905095
Bischofsgrün,Landkreis Bayreuth,2997560.084534744,4452006.590040442
Hof,,3024121.368571302,4460004.1533602
Hof,,3025152.775781777,4457021.345395286
Hof,,3024112.1936360765,4458639.665024482
Hof,,3023684.0106245806,4460199.373819333
Hof,,3025749.2221622476,4459232.229252201
Konradsreuth,Landkreis Hof,3020909.1829746,4451547.579640985
Schwarzenbach a.d.Saale,Landkreis Hof,3012398.6087005506,4453015.141456789
Schwarzenbach a.d.Saale,Landkreis Hof,3015377.8071154486,4458142.905645101
Helmbrechts,Landkreis Hof,3015105.089181439,4440058.431784169
Helmbrechts,Landkreis Hof,3016586.5541427815,4444734.563441024
Hof,,3027553.066004102,4454963.165546414
Hof,,3025253.7512224433,4456358.519622721
Hof,,3022801.2723860876,4450846.576702173
Hof,,3026693.366480326,4455448.627016409
Berg,Landkreis Hof,3027924.452920025,4447346.291331919
Geroldsgrün,Landkreis Hof,3025481.158126327,4434349.52613693
Pleystein,Landkreis Neustadt an der Waldnaab,2951311.563740707,4495934.076902861
Pressath,Landkreis Neustadt an der Waldnaab,2963605.909035674,4462943.304331257
Luhe-Wildenau,Landkreis Neustadt an der Waldnaab,2940934.334728776,4474056.688911223
Floß,Landkreis Neustadt an der Waldnaab,2956480.4865213986,4483037.624465884
Gleiritsch,Landkreis Schwandorf,2934476.9281685883,4491007.505095774
Tännesberg,Landkreis Neustadt an der Waldnaab,2939229.696248784,4486324.74384482
Grafenwöhr,Landkreis Neustadt an der Waldnaab,2951067.5034942995,4442718.750064955
Grafenwöhr,Landkreis Neustadt an der Waldnaab,2956155.1130611,4449385.192377771
Neustadt an der Waldnaab,Landkreis Neustadt an der Waldnaab,2959733.085520095,4476979.943611699
Neustadt an der Waldnaab,Landkreis Neustadt an der Waldnaab,2961146.5108462307,4475475.406841512
Weiherhammer,Landkreis Neustadt an der Waldnaab,2947406.146683915,4469716.819392695
Parkstein,Landkreis Neustadt an der Waldnaab,2960233.4305693903,4467603.2900817115
Erbendorf,Landkreis Tirschenreuth,2966230.4662696836,4467364.931314537
Schirmitz,Landkreis Neustadt an der Waldnaab,2950104.771006906,4478037.009634295
Bechtsrieth,Landkreis Neustadt an der Waldnaab,2950535.0555549175,4481118.040877636
Irchenrieth,Landkreis Neustadt an der Waldnaab,2947179.494161009,4481665.822834284
Altenstadt an der Waldnaab,Landkreis Neustadt an der Waldnaab,2958328.661570127,4476427.987652205
Altenstadt an der Waldnaab,Landkreis Neustadt an der Waldnaab,2962902.4784860304,4471216.003117636
Kirchendemenreuth,Landkreis Neustadt an der Waldnaab,2963616.0220969394,4475501.107185876
Kirchendemenreuth,Landkreis Neustadt an der Waldnaab,2958860.5645069107,4476530.188394548
Marktredwitz,Landkreis Wunsiedel im Fichtelgebirge,2990200.836010549,4472074.204441352
Marktredwitz,Landkreis Wunsiedel im Fichtelgebirge,2993247.5333121964,4472839.134194788
Marktredwitz,Landkreis Wunsiedel im Fichtelgebirge,2991045.682916303,4473004.746336945
Marktredwitz,Landkreis Wunsiedel im Fichtelgebirge,2989610.065450225,4470308.904747213
Marktredwitz,Landkreis Wunsiedel im Fichtelgebirge,2990765.533733506,4470550.739817428
Schönwald,Landkreis Wunsiedel im Fichtelgebirge,3014134.9286823776,4468517.875363029
Arzberg,Landkreis Wunsiedel im Fichtelgebirge,2995404.5100290137,4479858.787790907
Selb,Landkreis Wunsiedel im Fichtelgebirge,3009256.6440377575,4472068.253746962
Selb,Landkreis Wunsiedel im Fichtelgebirge,3011757.4736229377,4474599.694965066
Selb,Landkreis Wunsiedel im Fichtelgebirge,3011030.842937941,4474000.867320527
Selb,Landkreis Wunsiedel im Fichtelgebirge,3006131.825591623,4471977.396633467
Wunsiedel,Landkreis Wunsiedel im Fichtelgebirge,2994330.3517882214,4463870.454263001
Wunsiedel,Landkreis Wunsiedel im Fichtelgebirge,2988320.2308461815,4464105.036982317
Wunsiedel,Landkreis Wunsiedel im Fichtelgebirge,2989263.0202469635,4462423.3025279455
Fürth,,2928120.8703960693,4392789.812337528
Fürth,,2927456.793404396,4392660.914888381
Fürth,,2928579.9705107044,4392875.729202764
Fürth,,2928170.684280806,4392294.745954752
Fürth,,2926285.489199742,4393134.536110997
Fürth,,2928572.7962763384,4393824.717589945
Fürth,,2927444.449577158,4393822.754868697
Fürth,,2928735.011056038,4393640.690218686
Fürth,,2928955.54690992,4393410.188271251
Fürth,,2929394.0654647322,4393363.619306623
Fürth,,2930394.298468635,4392550.980219085
Fürth,,2928942.2059658905,4394614.506065232
Fürth,,2928968.676000259,4394499.812541318
Fürth,,2929861.7070704,4389823.833549267
Fürth,,2930629.1179257943,4392388.536618199
Fürth,,2931338.751808161,4391201.63012365
Fürth,,2931287.886531577,4390613.629811118
Fürth,,2931494.8217869317,4392060.640206934
Fürth,,2931620.723461634,4390345.918693982
Fürth,,2931849.5058086864,4389784.137627202
Fürth,,2932275.6905427664,4386648.230853129
Fürth,,2934736.60036281,4389425.261977683
Fürth,,2935114.650057804,4388786.236785449
Fürth,,2933328.359537556,4389448.350715781
Fürth,,2933434.3033070397,4389915.225225887
Pfreimd,Landkreis Schwandorf,2935709.7004051986,4478882.548668651
Fensterbach,Landkreis Schwandorf,2923432.52641137,4467818.357833963
Eschlkam,Landkreis Cham,2916484.4134424445,4531649.269807596
Falkenstein,Landkreis Cham,2892305.437028658,4504832.448151837
Arnbruck,Landkreis Regen,2896560.6820350206,4536766.525477448
Zell,Landkreis Cham,2895373.3044313397,4498847.016407292
Pemfling,Landkreis Cham,2910532.78982787,4511961.495264703
Traitsching,Landkreis Cham,2896578.6235504793,4513240.957574429
Runding,Landkreis Cham,2905525.435207854,4523730.833890202
Sinzing,Landkreis Regensburg,2875793.8002283107,4464528.407382271
Sinzing,Landkreis Regensburg,2875017.376128222,4464015.317746843
Regensburg,,2883188.79088664,4476073.388408445
Regensburg,,2886813.9735682434,4476683.653257353
Regensburg,,2883937.8963795183,4474907.241724856
Regensburg,,2883812.639580074,4475850.428288664
Regensburg,,2885047.6838377886,4474741.916177116
Alteglofsheim,Landkreis Regensburg,2870791.8036247944,4483110.75168138
