ID;ort;landkreis;latitude;longitude;GEB_HQ;flood_risk;Energieklasse;Quadratmeterpreise
1649;Eresing;Landkreis Landsberg am Lech;4808650000000000,0;1,10634e+16;;very low;B;5089,0
1650;Greifenberg;Landkreis Landsberg am Lech;4806710000000000,0;1,10749e+16;;very low;A+;5089,0
1651;Windach;Landkreis Landsberg am Lech;4804110000000000,0;1,10226e+16;;very low;F;5089,0
1652;Graben;Landkreis Augsburg;4,8163e+16;1,08008e+16;;very low;H;4262,0
1653;Graben;Landkreis Augsburg;4817060000000000,0;1081210000000000,0;;very low;D;4262,0
1654;Graben;Landkreis Augsburg;4819930000000000,0;1,08262e+16;;very low;G;4262,0
1655;Graben;Landkreis Augsburg;4819120000000000,0;10846700000000,0;;very low;E;4262,0
1656;Klosterlechfeld;Landkreis Augsburg;4,81914e+16;1,08233e+16;;very low;C;4262,0
1657;Klosterlechfeld;Landkreis Augsburg;4,81732e+16;1,08048e+16;;very low;H;4262,0
1658;Klosterlechfeld;Landkreis Augsburg;4819050000000000,0;1,08069e+16;;very low;G;4262,0
1659;Klosterlechfeld;Landkreis Augsburg;4814930000000000,0;1,08259e+16;;very low;H;4262,0
1660;Obermeitingen;Landkreis Landsberg am Lech;4819240000000000,0;1,08757e+16;;very low;F;5089,0
1661;Obermeitingen;Landkreis Landsberg am Lech;4,81765e+16;1,0853e+16;;very low;H;5089,0
1662;Obermeitingen;Landkreis Landsberg am Lech;4815230000000000,0;1,08059e+16;;very low;A+;5089,0
1663;Obermeitingen;Landkreis Landsberg am Lech;4818120000000000,0;1,08594e+16;;very low;F;5089,0
1664;Untermeitingen;Landkreis Augsburg;4814460000000000,0;1084220000000000,0;;very low;B;4262,0
1665;Untermeitingen;Landkreis Augsburg;4819740000000000,0;1080510000000000,0;;very low;E;4262,0
1666;Untermeitingen;Landkreis Augsburg;4,81719e+16;1,08263e+16;;very low;E;4262,0
1667;Untermeitingen;Landkreis Augsburg;4817060000000000,0;1,08368e+16;;very low;D;4262,0
1668;Jengen;Landkreis Ostallgäu;4798500000000000,0;1,07415e+16;;very low;H;3907,0
1669;Landsberg am Lech;Landkreis Landsberg am Lech;4802230000000000,0;1091520000000000,0;;very low;E;5089,0
1670;Pürgen;Landkreis Landsberg am Lech;4,80208e+16;1,09034e+16;;very low;B;5089,0
1671;Weil;Landkreis Landsberg am Lech;4,81091e+16;1095000000000000,0;;very low;C;5089,0
1672;Marxheim;Landkreis Donau-Ries;487727000000000,0;1,09462e+16;;very low;E;2917,0
1673;Bergheim;Landkreis Neuburg-Schrobenhausen;4876140000000000,0;1,12039e+16;;very low;G;3578,0
1674;Oberhausen;Landkreis Neuburg-Schrobenhausen;4871960000000000,0;1,11022e+16;;very low;G;3578,0
1675;Allmannshofen;Landkreis Augsburg;4859780000000000,0;1081710000000000,0;;very low;F;4262,0
1676;Nordendorf;Landkreis Augsburg;4858160000000000,0;1,08313e+16;;very low;D;4262,0
1677;Ehekirchen;Landkreis Neuburg-Schrobenhausen;4863670000000000,0;1,1098e+16;;very low;C;3578,0
1678;Karlshuld;Landkreis Neuburg-Schrobenhausen;4867310000000000,0;1,12892e+16;;very low;F;3578,0
1679;Thierhaupten;Landkreis Augsburg;4856600000000000,0;1087780000000000,0;;very low;C;4262,0
1680;Königsmoos;Landkreis Neuburg-Schrobenhausen;4859450000000000,0;1112670000000000,0;;very low;F;3578,0
1681;Deiningen;Landkreis Donau-Ries;4888570000000000,0;1,05733e+16;;very low;B;2917,0
1682;Nördlingen;Landkreis Donau-Ries;4884870000000000,0;104626000000000,0;;very low;C;2917,0
1683;Nördlingen;Landkreis Donau-Ries;4884330000000000,0;1,0552e+16;;very low;A;2917,0
1684;Nördlingen;Landkreis Donau-Ries;4883950000000000,0;1,04751e+16;;very low;H;2917,0
1685;Nördlingen;Landkreis Donau-Ries;4884900000000000,0;1,0543e+16;;very low;H;2917,0
1686;Nördlingen;Landkreis Donau-Ries;4885770000000000,0;1049160000000000,0;;very low;C;2917,0
1687;Kühlenthal;Landkreis Augsburg;485750000000000,0;1,08504e+16;;very low;F;4262,0
1688;Westendorf;Landkreis Augsburg;4855970000000000,0;1,08204e+16;;very low;E;4262,0
1689;Wallerstein;Landkreis Donau-Ries;4888000000000000,0;1,04714e+16;;very low;F;2917,0
1690;Fremdingen;Landkreis Donau-Ries;4897790000000000,0;1,05098e+16;;very low;A;2917,0
1691;Weichering;Landkreis Neuburg-Schrobenhausen;4,8721e+16;1,13211e+16;;very low;H;3578,0
1692;Möttingen;Landkreis Donau-Ries;4879750000000000,0;1,05472e+16;;very low;F;2917,0
1693;Elchingen;Landkreis Neu-Ulm;4843470000000000,0;9951500000000000,0;;very low;C;3683,0
1694;Elchingen;Landkreis Neu-Ulm;4838520000000000,0;9930300000000000,0;;very low;A;3683,0
1695;Elchingen;Landkreis Neu-Ulm;4,84257e+16;9936160000000000,0;;very low;C;3683,0
1696;Elchingen;Landkreis Neu-Ulm;484420000000000,0;1,00077e+16;;very low;E;3683,0
1697;Weißenhorn;Landkreis Neu-Ulm;4,83207e+16;1,02234e+16;;very low;D;3683,0
1698;Weißenhorn;Landkreis Neu-Ulm;4832630000000000,0;1,02178e+16;;very low;A;3683,0
1699;Weißenhorn;Landkreis Neu-Ulm;4833010000000000,0;1015620000000000,0;;very low;D;3683,0
1700;Weißenhorn;Landkreis Neu-Ulm;4,82837e+16;1,01613e+16;;very low;G;3683,0
1701;Altenstadt;Landkreis Neu-Ulm;4815600000000000,0;1010680000000000,0;;very low;G;3683,0
1702;Neu-Ulm;Landkreis Neu-Ulm;4833420000000000,0;1,00963e+16;;very low;A+;3683,0
1703;Neu-Ulm;Landkreis Neu-Ulm;4841460000000000,0;1,0064e+16;;very low;C;3683,0
1704;Neu-Ulm;Landkreis Neu-Ulm;483428000000000,0;1,00868e+16;;very low;A+;3683,0
1705;Neu-Ulm;Landkreis Neu-Ulm;4841450000000000,0;1001750000000000,0;;very low;F;3683,0
1706;Neu-Ulm;Landkreis Neu-Ulm;483546000000000,0;1008760000000000,0;;very low;G;3683,0
1707;Neu-Ulm;Landkreis Neu-Ulm;483775000000000,0;1,00502e+16;;very low;E;3683,0
1708;Buch;Landkreis Neu-Ulm;4824330000000000,0;1,0237e+16;;very low;A+;3683,0
1709;Vöhringen;Landkreis Neu-Ulm;4,82902e+16;1,00911e+16;;very low;H;3683,0
1710;Vöhringen;Landkreis Neu-Ulm;4829510000000000,0;1,00808e+16;;very low;E;3683,0
1711;Vöhringen;Landkreis Neu-Ulm;4828240000000000,0;101077000000000,0;;very low;C;3683,0
1712;Vöhringen;Landkreis Neu-Ulm;4,82635e+16;1,00779e+16;;very low;A+;3683,0
1713;Pfaffenhofen an der Roth;Landkreis Neu-Ulm;4834070000000000,0;1,02024e+16;;very low;H;3683,0
1714;Pfaffenhofen an der Roth;Landkreis Neu-Ulm;4835200000000000,0;1,01414e+16;;very low;D;3683,0
1715;Senden;Landkreis Neu-Ulm;4831750000000000,0;1,00733e+16;;very low;D;3683,0
1716;Senden;Landkreis Neu-Ulm;4831390000000000,0;1,00445e+16;;very low;F;3683,0
1717;Senden;Landkreis Neu-Ulm;4,83256e+16;1005910000000000,0;;very low;B;3683,0
1718;Senden;Landkreis Neu-Ulm;4832870000000000,0;1,00208e+16;HQ 100;low;D;3683,0
1719;Senden;Landkreis Neu-Ulm;4832950000000000,0;1,0103e+16;;very low;F;3683,0
1720;Senden;Landkreis Neu-Ulm;4832200000000000,0;1,01242e+16;;very low;D;3683,0
1721;Elchingen;Landkreis Neu-Ulm;4,84313e+16;1,00456e+16;;very low;C;3683,0
1722;Elchingen;Landkreis Neu-Ulm;4845560000000000,0;1012430000000000,0;;very low;C;3683,0
1723;Roggenburg;Landkreis Neu-Ulm;4827790000000000,0;1,02056e+16;;very low;B;3683,0
1724;Bellenberg;Landkreis Neu-Ulm;4826130000000000,0;1,00894e+16;;very low;C;3683,0
1725;Illertissen;Landkreis Neu-Ulm;4826130000000000,0;1,00739e+16;HQ 100;low;E;3683,0
1726;Illertissen;Landkreis Neu-Ulm;4,82075e+16;1,01344e+16;;very low;E;3683,0
1727;Illertissen;Landkreis Neu-Ulm;4,8223e+16;1014450000000000,0;;very low;H;3683,0
1728;Illertissen;Landkreis Neu-Ulm;4823770000000000,0;101125000000000,0;;very low;C;3683,0
1729;Illertissen;Landkreis Neu-Ulm;4,82628e+16;1007210000000000,0;HQ 100;low;F;3683,0
1730;Nersingen;Landkreis Neu-Ulm;4842070000000000,0;1,01631e+16;;very low;E;3683,0
1731;Nersingen;Landkreis Neu-Ulm;4843030000000000,0;1,0161e+16;;very low;C;3683,0
1732;Nersingen;Landkreis Neu-Ulm;4842470000000000,0;1011170000000000,0;;very low;G;3683,0
1733;Neu-Ulm;Landkreis Neu-Ulm;4838730000000000,0;1,00377e+16;;very low;B;3683,0
1734;Neu-Ulm;Landkreis Neu-Ulm;4839480000000000,0;100186000000000,0;;very low;G;3683,0
1735;Neu-Ulm;Landkreis Neu-Ulm;4836600000000000,0;1,00297e+16;;very low;G;3683,0
1736;Neu-Ulm;Landkreis Neu-Ulm;4839170000000000,0;100037000000000,0;;very low;H;3683,0
1737;Neu-Ulm;Landkreis Neu-Ulm;4839030000000000,0;1001470000000000,0;;very low;F;3683,0
1738;Neu-Ulm;Landkreis Neu-Ulm;4838690000000000,0;998918000000000,0;HQ 100;low;C;3683,0
1739;Neu-Ulm;Landkreis Neu-Ulm;4,83835e+16;1,00188e+16;;very low;H;3683,0
1740;Neu-Ulm;Landkreis Neu-Ulm;4,83665e+16;1,00111e+16;;very low;C;3683,0
1741;Neu-Ulm;Landkreis Neu-Ulm;4838740000000000,0;1,00273e+16;;very low;D;3683,0
1742;Burgau;Landkreis Günzburg;4842790000000000,0;1,04047e+16;;very low;D;3197,0
1743;Burgau;Landkreis Günzburg;4842500000000000,0;1,03341e+16;;very low;H;3197,0
1744;Burgau;Landkreis Günzburg;4844140000000000,0;103849000000000,0;;very low;C;3197,0
1745;Burtenbach;Landkreis Günzburg;4834590000000000,0;1,04965e+16;;very low;E;3197,0
1746;Kammeltal;Landkreis Günzburg;4839200000000000,0;1038990000000000,0;;very low;H;3197,0
1747;Ichenhausen;Landkreis Günzburg;4838640000000000,0;1,02904e+16;;very low;G;3197,0
1748;Ichenhausen;Landkreis Günzburg;4838850000000000,0;1,03399e+16;;very low;F;3197,0
1749;Offingen;Landkreis Günzburg;4847870000000000,0;1,03941e+16;;very low;E;3197,0
1750;Bibertal;Landkreis Günzburg;4839430000000000,0;1,02275e+16;;very low;D;3197,0
1751;Günzburg;Landkreis Günzburg;4844050000000000,0;1,03118e+16;;very low;H;3197,0
1752;Günzburg;Landkreis Günzburg;484371000000000,0;1,02779e+16;;very low;H;3197,0
1753;Günzburg;Landkreis Günzburg;4844840000000000,0;1,02446e+16;;very low;D;3197,0
1754;Günzburg;Landkreis Günzburg;48428500000000,0;1,02678e+16;;very low;A+;3197,0
1755;Günzburg;Landkreis Günzburg;4848170000000000,0;1,02903e+16;;very low;E;3197,0
1756;Jettingen-Scheppach;Landkreis Günzburg;4840540000000000,0;1,04465e+16;;very low;C;3197,0
1757;Jettingen-Scheppach;Landkreis Günzburg;4839410000000000,0;1,05402e+16;;very low;G;3197,0
1758;Haldenwang;Landkreis Günzburg;4844530000000000,0;1,04216e+16;;very low;E;3197,0
1759;Syrgenstein;Landkreis Dillingen an der Donau;4865380000000000,0;1,02946e+16;;very low;C;3123,0
1760;Mödingen;Landkreis Dillingen an der Donau;4861620000000000,0;104365000000000,0;;very low;E;3123,0
1761;Wittislingen;Landkreis Dillingen an der Donau;4863550000000000,0;1,0423e+16;;very low;C;3123,0
1762;Höchstädt an der Donau;Landkreis Dillingen an der Donau;4,85963e+16;1059290000000000,0;;very low;D;3123,0
1763;Höchstädt an der Donau;Landkreis Dillingen an der Donau;4863850000000000,0;1,05725e+16;;very low;C;3123,0
1764;Bachhagel;Landkreis Dillingen an der Donau;4864570000000000,0;1,0334e+16;;very low;E;3123,0
1765;Gundelfingen a.d.Donau;Landkreis Dillingen an der Donau;4854490000000000,0;1036690000000000,0;;very low;H;3123,0
1766;Gundelfingen a.d.Donau;Landkreis Dillingen an der Donau;4853560000000000,0;1,03666e+16;;very low;A+;3123,0
1767;Lauingen (Donau);Landkreis Dillingen an der Donau;4856870000000000,0;1046980000000000,0;;very low;H;3123,0
1768;Lauingen (Donau);Landkreis Dillingen an der Donau;4860210000000000,0;1,03944e+16;;very low;F;3123,0
1769;Lauingen (Donau);Landkreis Dillingen an der Donau;4852770000000000,0;1,04162e+16;;very low;G;3123,0
1770;Holzheim;Landkreis Dillingen an der Donau;4853140000000000,0;1,05289e+16;;very low;C;3123,0
1771;Kammerstein;Landkreis Roth;4929910000000000,0;1,10814e+16;;very low;G;3631,0
1772;Kammerstein;Landkreis Roth;4933110000000000,0;1,09909e+16;;very low;C;3631,0
1773;Kammerstein;Landkreis Roth;4935970000000000,0;1,09826e+16;;very low;E;3631,0
1774;Kammerstein;Landkreis Roth;4937120000000000,0;1,09956e+16;;very low;A+;3631,0
1775;Kammerstein;Landkreis Roth;4,92792e+16;1,10517e+16;;very low;D;3631,0
1776;Kammerstein;Landkreis Roth;4931670000000000,0;1,10676e+16;;very low;C;3631,0
1777;Kammerstein;Landkreis Roth;4932780000000000,0;1,10032e+16;;very low;G;3631,0
1778;Kammerstein;Landkreis Roth;4931950000000000,0;1,10486e+16;;very low;D;3631,0
1779;Kammerstein;Landkreis Roth;4,93523e+16;1,10351e+16;;very low;B;3631,0
1780;Kammerstein;Landkreis Roth;4931360000000000,0;1,1082e+16;;very low;A;3631,0
1781;Kammerstein;Landkreis Roth;4929470000000000,0;110150000000000,0;;very low;G;3631,0
1782;Kammerstein;Landkreis Roth;4936940000000000,0;1,0994e+16;;very low;E;3631,0
1783;Kammerstein;Landkreis Roth;4930790000000000,0;1,10291e+16;;very low;A;3631,0
1784;Kammerstein;Landkreis Roth;4931540000000000,0;1,09451e+16;;very low;E;3631,0
1785;Kammerstein;Landkreis Roth;4928860000000000,0;1,10705e+16;;very low;F;3631,0
1786;Kammerstein;Landkreis Roth;4936120000000000,0;1,10389e+16;;very low;E;3631,0
1787;Kammerstein;Landkreis Roth;4936390000000000,0;1,10251e+16;;very low;C;3631,0
1788;Kammerstein;Landkreis Roth;4934130000000000,0;1103570000000000,0;;very low;H;3631,0
1789;Kammerstein;Landkreis Roth;4929290000000000,0;1,10624e+16;;very low;A+;3631,0
1790;Kammerstein;Landkreis Roth;4935290000000000,0;109878000000000,0;;very low;A;3631,0
1791;Kammerstein;Landkreis Roth;493483000000000,0;1,10288e+16;;very low;A;3631,0
1792;Kammerstein;Landkreis Roth;4937030000000000,0;1,1007e+16;;very low;H;3631,0
1793;Kammerstein;Landkreis Roth;4931920000000000,0;109851000000000,0;;very low;E;3631,0
1794;Kammerstein;Landkreis Roth;4932920000000000,0;1,10536e+16;;very low;E;3631,0
1795;Kammerstein;Landkreis Roth;4928250000000000,0;1095130000000000,0;;very low;C;3631,0
1796;Kammerstein;Landkreis Roth;4930700000000000,0;1,10545e+16;;very low;F;3631,0
1797;Kammerstein;Landkreis Roth;493187000000000,0;1,10463e+16;;very low;F;3631,0
1798;Kammerstein;Landkreis Roth;4929630000000000,0;1,09207e+16;;very low;F;3631,0
1799;Kammerstein;Landkreis Roth;4936800000000000,0;1,10078e+16;;very low;A+;3631,0
1800;Kammerstein;Landkreis Roth;4,92982e+16;1,0945e+16;;very low;C;3631,0
1801;Kammerstein;Landkreis Roth;4929590000000000,0;1096440000000000,0;;very low;G;3631,0
1802;Kammerstein;Landkreis Roth;4932640000000000,0;109337000000000,0;;very low;B;3631,0
1803;Kammerstein;Landkreis Roth;4,93203e+16;1,10574e+16;;very low;H;3631,0
1804;Kammerstein;Landkreis Roth;4934950000000000,0;1,09851e+16;;very low;D;3631,0
1805;Kammerstein;Landkreis Roth;4,93154e+16;1,10685e+16;;very low;E;3631,0
1806;Kammerstein;Landkreis Roth;4926910000000000,0;1,09637e+16;;very low;D;3631,0
1807;Kammerstein;Landkreis Roth;4932550000000000,0;1,0934e+16;;very low;F;3631,0
1808;Kammerstein;Landkreis Roth;4929560000000000,0;1,09685e+16;;very low;G;3631,0
1809;Kammerstein;Landkreis Roth;4927670000000000,0;1,0965e+16;;very low;A+;3631,0
1810;Kammerstein;Landkreis Roth;4930130000000000,0;1092910000000000,0;;very low;C;3631,0
1811;Kammerstein;Landkreis Roth;4931770000000000,0;1,09407e+16;;very low;C;3631,0
1812;Kammerstein;Landkreis Roth;4928710000000000,0;1,0948e+16;;very low;C;3631,0
1813;Kammerstein;Landkreis Roth;4931730000000000,0;1,09832e+16;;very low;E;3631,0
1814;Kammerstein;Landkreis Roth;4929260000000000,0;1095570000000000,0;;very low;C;3631,0
1815;Kammerstein;Landkreis Roth;4933970000000000,0;1,10136e+16;;very low;F;3631,0
1816;Kammerstein;Landkreis Roth;4936560000000000,0;1,10286e+16;;very low;A+;3631,0
1817;Kammerstein;Landkreis Roth;492849000000000,0;1,0913e+16;;very low;E;3631,0
1818;Kammerstein;Landkreis Roth;4928880000000000,0;1,09876e+16;;very low;C;3631,0
1819;Kammerstein;Landkreis Roth;4929350000000000,0;1,10865e+16;;very low;E;3631,0
1820;Kammerstein;Landkreis Roth;493451000000000,0;1099550000000000,0;;very low;A;3631,0
1821;Kammerstein;Landkreis Roth;4930400000000000,0;1,10703e+16;;very low;H;3631,0
1822;Kammerstein;Landkreis Roth;493297000000000,0;1,09954e+16;;very low;E;3631,0
1823;Kammerstein;Landkreis Roth;4928520000000000,0;1,09713e+16;;very low;F;3631,0
1824;Kammerstein;Landkreis Roth;4928110000000000,0;1096090000000000,0;;very low;A;3631,0
1825;Kammerstein;Landkreis Roth;4,92865e+16;1,10623e+16;;very low;G;3631,0
1826;Kammerstein;Landkreis Roth;4934970000000000,0;1,10239e+16;;very low;D;3631,0
1827;Kammerstein;Landkreis Roth;4935600000000000,0;1099260000000000,0;;very low;G;3631,0
1828;Kammerstein;Landkreis Roth;493512000000000,0;1,09744e+16;;very low;G;3631,0
1829;Kammerstein;Landkreis Roth;4927080000000000,0;1,09509e+16;;very low;F;3631,0
1830;Kammerstein;Landkreis Roth;492941000000000,0;1,10689e+16;;very low;F;3631,0
1831;Kammerstein;Landkreis Roth;4930270000000000,0;1,09507e+16;;very low;G;3631,0
1832;Kammerstein;Landkreis Roth;4936270000000000,0;1,10331e+16;;very low;F;3631,0
1833;Kammerstein;Landkreis Roth;4929630000000000,0;109629000000000,0;;very low;C;3631,0
1834;Kammerstein;Landkreis Roth;4,9269e+16;1,09673e+16;;very low;D;3631,0
1835;Kammerstein;Landkreis Roth;4931570000000000,0;1,09299e+16;;very low;F;3631,0
1836;Kammerstein;Landkreis Roth;4931520000000000,0;1,1027e+16;;very low;H;3631,0
1837;Kammerstein;Landkreis Roth;4928910000000000,0;1,09147e+16;;very low;A;3631,0
1838;Kammerstein;Landkreis Roth;4927540000000000,0;1090720000000000,0;;very low;D;3631,0
1839;Kammerstein;Landkreis Roth;4929580000000000,0;1,09745e+16;;very low;E;3631,0
1840;Kammerstein;Landkreis Roth;4935960000000000,0;1,10351e+16;;very low;E;3631,0
1841;Kammerstein;Landkreis Roth;493412000000000,0;1,09962e+16;;very low;E;3631,0
1842;Kammerstein;Landkreis Roth;4930380000000000,0;1099190000000000,0;;very low;E;3631,0
1843;Kammerstein;Landkreis Roth;4934610000000000,0;1,10081e+16;;very low;A;3631,0
1844;Kammerstein;Landkreis Roth;4,93352e+16;1,10459e+16;;very low;A;3631,0
1845;Kammerstein;Landkreis Roth;4932850000000000,0;1101560000000000,0;;very low;A+;3631,0
1846;Kammerstein;Landkreis Roth;4928860000000000,0;1,09757e+16;;very low;A+;3631,0
1847;Kammerstein;Landkreis Roth;4931190000000000,0;1093160000000000,0;;very low;C;3631,0
1848;Kammerstein;Landkreis Roth;4927250000000000,0;1090610000000000,0;;very low;B;3631,0
1849;Kammerstein;Landkreis Roth;4927040000000000,0;1,09453e+16;;very low;A;3631,0
1850;Kammerstein;Landkreis Roth;4930170000000000,0;1,09304e+16;;very low;G;3631,0
1851;Kammerstein;Landkreis Roth;4935340000000000,0;1,0999e+16;;very low;H;3631,0
1852;Kammerstein;Landkreis Roth;492987000000000,0;1,09117e+16;;very low;C;3631,0
1853;Kammerstein;Landkreis Roth;4929460000000000,0;1,09297e+16;;very low;E;3631,0
1854;Kammerstein;Landkreis Roth;493232000000000,0;1,09399e+16;;very low;G;3631,0
1855;Kammerstein;Landkreis Roth;4933860000000000,0;1,09962e+16;;very low;E;3631,0
1856;Kammerstein;Landkreis Roth;4,9327e+16;1,09386e+16;;very low;G;3631,0
1857;Kammerstein;Landkreis Roth;4930880000000000,0;1,09938e+16;;very low;A;3631,0
1858;Kammerstein;Landkreis Roth;4,93127e+16;1,10488e+16;;very low;E;3631,0
1859;Kammerstein;Landkreis Roth;493220000000000,0;1,09777e+16;;very low;C;3631,0
1860;Kammerstein;Landkreis Roth;4933580000000000,0;1104120000000000,0;;very low;E;3631,0
1861;Kammerstein;Landkreis Roth;4928250000000000,0;1,09561e+16;;very low;E;3631,0
1862;Kammerstein;Landkreis Roth;4927960000000000,0;1,1073e+16;;very low;C;3631,0
1863;Kammerstein;Landkreis Roth;4929720000000000,0;1,10128e+16;;very low;E;3631,0
1864;Kammerstein;Landkreis Roth;4936030000000000,0;1,10191e+16;;very low;H;3631,0
1865;Kammerstein;Landkreis Roth;4932310000000000,0;1,09391e+16;;very low;F;3631,0
1866;Rednitzhembach;Landkreis Roth;493123000000000,0;1,10787e+16;;very low;H;3631,0
1867;Rednitzhembach;Landkreis Roth;4,92906e+16;1,09254e+16;;very low;G;3631,0
1868;Rednitzhembach;Landkreis Roth;4932890000000000,0;1,09909e+16;;very low;E;3631,0
1869;Rednitzhembach;Landkreis Roth;4,92746e+16;1,09253e+16;;very low;G;3631,0
1870;Rednitzhembach;Landkreis Roth;4934820000000000,0;1,10067e+16;;very low;B;3631,0
1871;Rednitzhembach;Landkreis Roth;492961000000000,0;109669000000000,0;;very low;E;3631,0
1872;Rednitzhembach;Landkreis Roth;4929670000000000,0;1,10646e+16;;very low;E;3631,0
1873;Rednitzhembach;Landkreis Roth;4926440000000000,0;1,09507e+16;;very low;C;3631,0
1874;Rednitzhembach;Landkreis Roth;492688000000000,0;1,09462e+16;;very low;G;3631,0
1875;Rednitzhembach;Landkreis Roth;4931580000000000,0;1107770000000000,0;;very low;G;3631,0
1876;Rednitzhembach;Landkreis Roth;4927840000000000,0;1,10614e+16;;very low;F;3631,0
1877;Rednitzhembach;Landkreis Roth;4931210000000000,0;1105060000000000,0;;very low;A;3631,0
1878;Rednitzhembach;Landkreis Roth;4933140000000000,0;1,1042e+16;;very low;E;3631,0
1879;Schwabach;;4,93429e+16;1,10102e+16;;very low;G;4030,9999999999995
1880;Schwabach;;4931100000000000,0;1,10178e+16;;very low;D;4030,9999999999995
1881;Schwabach;;4930980000000000,0;110328000000000,0;;very low;D;4030,9999999999995
1882;Schwabach;;4936530000000000,0;1,09951e+16;;very low;D;4030,9999999999995
1883;Schwabach;;4927210000000000,0;1,09638e+16;;very low;G;4030,9999999999995
1884;Schwabach;;4931390000000000,0;1,09528e+16;;very low;D;4030,9999999999995
1885;Schwabach;;4,93516e+16;1102160000000000,0;;very low;F;4030,9999999999995
1886;Schwabach;;4931880000000000,0;1,10812e+16;;very low;C;4030,9999999999995
1887;Schwabach;;4934630000000000,0;1,1015e+16;;very low;B;4030,9999999999995
1888;Schwabach;;4935280000000000,0;1,10369e+16;;very low;E;4030,9999999999995
1889;Schwabach;;4935370000000000,0;1,09784e+16;;very low;B;4030,9999999999995
1890;Schwabach;;4930550000000000,0;1,10423e+16;;very low;F;4030,9999999999995
1891;Schwabach;;492961000000000,0;1,09212e+16;;very low;B;4030,9999999999995
1892;Schwanstetten;Landkreis Roth;493233000000000,0;1,11341e+16;;very low;F;3631,0
1893;Schwanstetten;Landkreis Roth;4,93042e+16;1,11785e+16;;very low;G;3631,0
1894;Büchenbach;Landkreis Roth;4927200000000000,0;1,10298e+16;;very low;D;3631,0
1895;Wendelstein;Landkreis Roth;4935600000000000,0;1118390000000000,0;;very low;C;3631,0
1896;Wendelstein;Landkreis Roth;4,93872e+16;1113770000000000,0;;very low;E;3631,0
1897;Wendelstein;Landkreis Roth;4936740000000000,0;1,11399e+16;;very low;G;3631,0
1898;Wendelstein;Landkreis Roth;4935610000000000,0;1111630000000000,0;;very low;E;3631,0
1899;Rohr;Landkreis Roth;4930950000000000,0;1,09293e+16;;very low;G;3631,0
1900;Abenberg;Landkreis Roth;4924690000000000,0;1,09605e+16;;very low;D;3631,0
1901;Cadolzburg;Landkreis Fürth;4,94908e+16;1,08669e+16;;very low;C;4602,0
1902;Cadolzburg;Landkreis Fürth;494434000000000,0;1,08145e+16;;very low;C;4602,0
1903;Cadolzburg;Landkreis Fürth;4944160000000000,0;1,08095e+16;;very low;A;4602,0
1904;Cadolzburg;Landkreis Fürth;4945720000000000,0;1080900000000000,0;;very low;H;4602,0
1905;Seukendorf;Landkreis Fürth;4947280000000000,0;108570000000000,0;;very low;F;4602,0
1906;Seukendorf;Landkreis Fürth;4,94567e+16;1,08492e+16;;very low;D;4602,0
1907;Seukendorf;Landkreis Fürth;4,94525e+16;1086920000000000,0;;very low;B;4602,0
1908;Seukendorf;Landkreis Fürth;4,94666e+16;1,08182e+16;;very low;C;4602,0
1909;Obermichelbach;Landkreis Fürth;4951090000000000,0;1,08727e+16;;very low;B;4602,0
1910;Obermichelbach;Landkreis Fürth;4,95348e+16;1,0848e+16;;very low;B;4602,0
1911;Obermichelbach;Landkreis Fürth;49504700000000,0;1,08678e+16;;very low;C;4602,0
1912;Tuchenbach;Landkreis Fürth;4950110000000000,0;1,08385e+16;;very low;F;4602,0
1913;Tuchenbach;Landkreis Fürth;4953150000000000,0;1088660000000000,0;;very low;E;4602,0
1914;Tuchenbach;Landkreis Fürth;4953340000000000,0;1,08465e+16;;very low;E;4602,0
1915;Veitsbronn;Landkreis Fürth;4950900000000000,0;1,08514e+16;;very low;C;4602,0
1916;Veitsbronn;Landkreis Fürth;4953650000000000,0;1,09048e+16;;very low;C;4602,0
1917;Veitsbronn;Landkreis Fürth;4953350000000000,0;1,08882e+16;;very low;A+;4602,0
1918;Lonnerstadt;Landkreis Erlangen-Höchstadt;4971470000000000,0;1,07094e+16;;very low;D;4319,0
1919;Möhrendorf;Landkreis Erlangen-Höchstadt;4968380000000000,0;1,10103e+16;;very low;E;4319,0
1920;Marloffstein;Landkreis Erlangen-Höchstadt;4,96049e+16;1,10634e+16;;very low;A+;4319,0
1921;Marloffstein;Landkreis Erlangen-Höchstadt;4959510000000000,0;1,10823e+16;;very low;E;4319,0
1922;Spardorf;Landkreis Erlangen-Höchstadt;4960370000000000,0;1,10812e+16;;very low;C;4319,0
1923;Spardorf;Landkreis Erlangen-Höchstadt;4961520000000000,0;1,10495e+16;;very low;F;4319,0
1924;Uttenreuth;Landkreis Erlangen-Höchstadt;4,96019e+16;1,10864e+16;;very low;D;4319,0
1925;Uttenreuth;Landkreis Erlangen-Höchstadt;4960760000000000,0;1,10549e+16;;very low;A;4319,0
1926;Speichersdorf;Landkreis Bayreuth;49846100000000,0;1174060000000000,0;;very low;H;2260,0
1927;Speichersdorf;Landkreis Bayreuth;4,98858e+16;1,17509e+16;;very low;D;2260,0
1928;Creußen;Landkreis Bayreuth;4986370000000000,0;1,16531e+16;;very low;C;2260,0
1929;Creußen;Landkreis Bayreuth;4982750000000000,0;1,16037e+16;;very low;F;2260,0
