ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht;Immobilienschaden;EAI;EI;Neuer Immobilienwert;Neue LtV;Neue Risikogewicht;Neue RWA;RWA Änderung
Lisberg;Landkreis Bamberg;4,98772E+14;1,07259E+16;;0,0;very low;0,0;0,0;E;2941,0;66,33;195069,83;0,19;37663,04;0,2;0,0;0,0;0,0;195069,83;0,19307465434301144;0,2;7532,608;0,0
Priesendorf;Landkreis Bamberg;4,9903E+16;1,07078E+15;;0,0;very low;0,0;0,0;E;2941,0;167,82;493550,93;0,42;209163,82;0,2;0,0;0,0;0,0;493550,93;0,42379379165590875;0,2;41832,764;0,0
Wachenroth;Landkreis Erlangen-Höchstadt;4,97631E+16;1,07216E+16;;0,0;very low;0,0;0,0;E;4319,0;173,52;749445,33;0,15;112545,54;0,2;0,0;0,0;0,0;749445,33;0,1501717810423877;0,2;22509,108;0,0
Bischberg;Landkreis Bamberg;4,9908E+15;1,0823E+16;;0,0;very low;0,0;0,0;F;2941,0;60,0;176460,0;0,68;120206,77;0,3;0,0;0,0;0,0;176460,0;0,681212569420832;0,3;36062,031;0,0
Bischberg;Landkreis Bamberg;4,99121E+14;1,08149E+16;;0,0;very low;0,0;0,0;A;2941,0;260,26;765415,18;0,23;176650,89;0,2;0,0;0,0;0,0;765415,18;0,23079094146003218;0,2;35330,17800000001;0,0
Buttenheim;Landkreis Bamberg;4,98001E+15;1,10798E+16;;0,0;very low;0,0;0,0;G;2941,0;81,59;239960,69;0,5;119219,74;0,2;0,0;0,0;0,0;239960,69;0,49683029332846146;0,2;23843,948000000004;0,0
Pettstadt;Landkreis Bamberg;4,98252E+15;1,09121E+16;;0,0;very low;0,0;0,0;E;2941,0;60,0;176460,0;0,69;122112,16;0,3;0,0;0,0;0,0;176460,0;0,6920104272923042;0,3;36633,648;0,0
Schlüsselfeld;Landkreis Bamberg;4,97467E+15;1,07023E+15;;0,0;very low;0,0;0,0;D;2941,0;60,0;176460,0;0,61;107058,32;0,3;0,0;0,0;0,0;176460,0;0,6067002153462542;0,3;32117,496;0,0
Schlüsselfeld;Landkreis Bamberg;4,97513E+15;1,06727E+16;;0,0;very low;0,0;0,0;H;2941,0;60,0;176460,0;0,31;54306,21;0,2;0,0;0,0;0,0;176460,0;0,30775365521931314;0,2;10861,242;0,0
Geiselwind;Landkreis Kitzingen;4,98041E+16;1,04773E+16;;0,0;very low;0,0;0,0;H;2868,0;182,67;523900,46;0,13;67484,27;0,2;0,0;0,0;0,0;523900,46;0,12881124402906613;0,2;13496,854000000001;0,0
Rauhenebrach;Landkreis Haßberge;4,99029E+15;1,04877E+16;;0,0;very low;0,0;0,0;D;2045,0;162,87;333059,59;0,33;110169,0;0,2;0,0;0,0;0,0;333059,59;0,3307786453469182;0,2;22033,800000000003;0,0
Bamberg;;4,98787E+15;1,08902E+16;;0,0;very low;0,0;0,0;D;3709,0;134,84;500135,16;0,47;233675,2;0,2;0,0;0,0;0,0;500135,16;0,4672240999812931;0,2;46735,04000000001;0,0
Bamberg;;4,98944E+15;1,08349E+15;;0,0;very low;0,0;0,0;D;3709,0;87,22;323507,67;0,35;112301,24;0,2;0,0;0,0;0,0;323507,67;0,34713625182364305;0,2;22460,248000000003;0,0
Bamberg;;4,98755E+15;1,08674E+16;;0,0;very low;0,0;0,0;E;3709,0;143,37;531749,77;0,24;130093,95;0,2;0,0;0,0;0,0;531749,77;0,2446525740857396;0,2;26018,79;0,0
Bamberg;;4,98637E+16;1,08833E+16;;0,0;very low;0,0;0,0;C;3709,0;60,0;222540,0;0,44;98040,3;0,2;0,0;0,0;0,0;222540,0;0,44055136155297925;0,2;19608,06;0,0
Bamberg;;4,9874E+15;1,08957E+15;;0,0;very low;0,0;0,0;G;3709,0;179,25;664849,07;0,09;58093,3;0,2;0,0;0,0;0,0;664849,07;0,0873781774260435;0,2;11618,660000000002;0,0
Bamberg;;4,98722E+15;1,08974E+16;;0,0;very low;0,0;0,0;D;3709,0;70,05;259827,56;0,39;100292,76;0,2;0,0;0,0;0,0;259827,56;0,38599738996124966;0,2;20058,552;0,0
Kemmern;Landkreis Bamberg;4,99566E+15;1,0876E+16;;0,0;very low;0,0;0,0;F;2941,0;60,0;176460,0;0,48;83870,55;0,2;0,0;0,0;0,0;176460,0;0,4752949676980619;0,2;16774,11;0,0
Gundelsheim;Landkreis Bamberg;4,99417E+16;1,0933E+16;;0,0;very low;0,0;0,0;D;2941,0;80,74;237462,79;0,57;134686,07;0,25;0,0;0,0;0,0;237462,79;0,5671881055554009;0,25;33671,5175;0,0
Presseck;Landkreis Kulmbach;5,02305E+15;1,15841E+16;;0,0;very low;0,0;0,0;H;2009,0;159,93;321298,4;0,32;104151,6;0,2;0,0;0,0;0,0;321298,4;0,32415847697965505;0,2;20830,320000000003;0,0
Kasendorf;Landkreis Kulmbach;5,00202E+15;1,13366E+16;;0,0;very low;0,0;0,0;C;2009,0;118,91;238886,95;0,52;123441,15;0,25;0,0;0,0;0,0;238886,95;0,516734589310969;0,25;30860,2875;0,0
Kulmbach;Landkreis Kulmbach;5,01723E+15;1,14443E+16;;0,0;very low;0,0;0,0;C;2009,0;169,75;341025,71;0,48;163875,95;0,2;0,0;0,0;0,0;341025,71;0,4805384028083982;0,2;32775,19;0,0
Kulmbach;Landkreis Kulmbach;5,01597E+14;1,14665E+16;;0,0;very low;0,0;0,0;A;2009,0;104,42;209771,31;0,72;150266,26;0,3;0,0;0,0;0,0;209771,31;0,7163337064539474;0,3;45079,878000000004;0,0
Kulmbach;Landkreis Kulmbach;5,01325E+15;1,14514E+15;;0,0;very low;0,0;0,0;F;2009,0;296,64;595953,16;0,43;258494,57;0,2;0,0;0,0;0,0;595953,16;0,43374981013608516;0,2;51698,914000000004;0,0
Kulmbach;Landkreis Kulmbach;5,01711E+16;1,13988E+16;;0,0;very low;0,0;0,0;A;2009,0;540,4;1085663,95;0,23;249128,4;0,2;0,0;0,0;0,0;1085663,95;0,22947100711965246;0,2;49825,68;0,0
Kulmbach;Landkreis Kulmbach;5,00896E+15;1,14399E+16;;0,0;very low;0,0;0,0;G;2009,0;708,45;1423285,0;0,08;112028,43;0,2;0,0;0,0;0,0;1423285,0;0,07871117169084195;0,2;22405,686;0,0
Kulmbach;Landkreis Kulmbach;5,0138E+15;1,14218E+16;;0,0;very low;0,0;0,0;G;2009,0;109,05;219076,47;0,46;100784,24;0,2;0,0;0,0;0,0;219076,47;0,46004137276814805;0,2;20156,848;0,0
Kulmbach;Landkreis Kulmbach;5,0086E+15;1,14432E+15;;0,0;very low;0,0;0,0;H;2009,0;95,86;192589,16;0,53;102677,2;0,25;0,0;0,0;0,0;192589,16;0,5331411175997652;0,25;25669,3;0,0
Untersteinach;Landkreis Kulmbach;5,01403E+15;1,1487E+16;;0,0;very low;0,0;0,0;G;2009,0;117,1;235263,17;0,5;116717,16;0,2;0,0;0,0;0,0;235263,17;0,49611318252661474;0,2;23343,432;0,0
Neuenmarkt;Landkreis Kulmbach;5,00768E+14;1,15692E+16;;0,0;very low;0,0;0,0;C;2009,0;69,99;140616,16;0,65;91236,18;0,3;0,0;0,0;0,0;140616,16;0,6488314003170047;0,3;27370,853999999996;0,0
Wirsberg;Landkreis Kulmbach;5,0123E+15;1,16444E+16;;0,0;very low;0,0;0,0;D;2009,0;118,68;238427,15;0,53;126643,39;0,25;0,0;0,0;0,0;238427,15;0,5311617825402853;0,25;31660,8475;0,0
Stadtsteinach;Landkreis Kulmbach;5,01765E+15;1,1555E+16;;0,0;very low;0,0;0,0;B;2009,0;108,27;217508,42;0,35;76705,82;0,2;0,0;0,0;0,0;217508,42;0,35265678450516996;0,2;15341,164000000002;0,0
Himmelkron;Landkreis Kulmbach;5,00754E+15;1,16107E+16;;0,0;very low;0,0;0,0;F;2009,0;219,4;440780,04;0,35;156384,78;0,2;0,0;0,0;0,0;440780,04;0,35479097465484144;0,2;31276,956000000002;0,0
Marktleugast;Landkreis Kulmbach;5,01741E+15;1,16318E+16;;0,0;very low;0,0;0,0;F;2009,0;110,23;221447,23;0,34;75834,81;0,2;0,0;0,0;0,0;221447,23;0,3424509306348063;0,2;15166,962;0,0
Bamberg;;4,99159E+15;1,09092E+16;;0,0;very low;0,0;0,0;E;3709,0;60,0;222540,0;0,73;162491,25;0,3;0,0;0,0;0,0;222540,0;0,7301664869236991;0,3;48747,375;0,0
Bamberg;;4,9922E+16;1,09246E+16;;0,0;very low;0,0;0,0;H;3709,0;60,0;222540,0;0,37;83156,98;0,2;0,0;0,0;0,0;222540,0;0,37367205895569333;0,2;16631,396;0,0
Bamberg;;4,99071E+14;1,09075E+15;;0,0;very low;0,0;0,0;G;3709,0;404,74;1501186,1;0,11;162332,12;0,2;0,0;0,0;0,0;1501186,1;0,1081359066674012;0,2;32466,424;0,0
Bamberg;;4,99214E+15;1,08871E+16;;0,0;very low;0,0;0,0;E;3709,0;94,02;348711,78;0,45;155675,27;0,2;0,0;0,0;0,0;348711,78;0,44642962735586383;0,2;31135,054;0,0
Bamberg;;4,99102E+15;1,0893E+15;;0,0;very low;0,0;0,0;C;3709,0;91,5;339370,51;0,24;81412,92;0,2;0,0;0,0;0,0;339370,51;0,23989391417657355;0,2;16282,584;0,0
Bamberg;;4,99091E+15;1,08794E+15;;0,0;very low;0,0;0,0;G;3709,0;60,0;222540,0;0,54;120269,14;0,25;0,0;0,0;0,0;222540,0;0,5404383032263863;0,25;30067,285;0,0
Baunach;Landkreis Bamberg;4,99852E+15;1,0787E+16;;0,0;very low;0,0;0,0;F;2941,0;156,58;460510,32;0,22;101589,08;0,2;0,0;0,0;0,0;460510,32;0,22060109315248352;0,2;20317,816000000003;0,0
Hirschaid;Landkreis Bamberg;4,98053E+15;1,09642E+16;;0,0;very low;0,0;0,0;F;2941,0;60,0;176460,0;0,59;104798,73;0,25;0,0;0,0;0,0;176460,0;0,5938951037062223;0,25;26199,6825;0,0
Hirschaid;Landkreis Bamberg;4,97918E+16;1,09613E+16;;0,0;very low;0,0;0,0;F;2941,0;109,56;322223,16;0,31;101030,35;0,2;0,0;0,0;0,0;322223,16;0,3135415530032044;0,2;20206,070000000003;0,0
Hirschaid;Landkreis Bamberg;4,9807E+15;1,09185E+16;;0,0;very low;0,0;0,0;A;2941,0;74,48;219054,22;0,69;151628,06;0,3;0,0;0,0;0,0;219054,22;0,6921941974000775;0,3;45488,418;0,0
Burghaslach;Landkreis Neustadt an der Aisch-Bad Windsheim;4,97489E+16;1,05244E+16;;0,0;very low;0,0;0,0;C;2687,0;152,75;410449,07;0,42;173434,58;0,2;0,0;0,0;0,0;410449,07;0,4225483566085312;0,2;34686,916;0,0
Walsdorf;Landkreis Bamberg;4,98782E+16;1,07777E+16;;0,0;very low;0,0;0,0;G;2941,0;130,2;382922,38;0,4;153041,02;0,2;0,0;0,0;0,0;382922,38;0,39966590618182196;0,2;30608,203999999998;0,0
Litzendorf;Landkreis Bamberg;4,99011E+15;1,10359E+16;;0,0;very low;0,0;0,0;H;2941,0;111,79;328775,16;0,35;114775,32;0,2;0,0;0,0;0,0;328775,16;0,34909973125706945;0,2;22955,064000000002;0,0
Litzendorf;Landkreis Bamberg;4,99279E+15;1,10144E+16;;0,0;very low;0,0;0,0;G;2941,0;347,4;1021691,55;0,15;154146,14;0,2;0,0;0,0;0,0;1021691,55;0,15087346078177902;0,2;30829,228000000003;0,0
Ebrach;Landkreis Bamberg;4,98614E+15;1,05307E+16;;0,0;very low;0,0;0,0;C;2941,0;67,1;197330,59;0,63;124706,41;0,3;0,0;0,0;0,0;197330,59;0,6319669444053251;0,3;37411,923;0,0
Pommersfelden;Landkreis Bamberg;4,97666E+15;1,08577E+16;;0,0;very low;0,0;0,0;C;2941,0;102,81;302358,23;0,68;204673,41;0,3;0,0;0,0;0,0;302358,23;0,6769235618292911;0,3;61402,023;0,0
Zapfendorf;Landkreis Bamberg;4,99997E+15;1,09471E+16;;0,0;very low;0,0;0,0;B;2941,0;60,0;176460,0;0,62;109049,98;0,3;0,0;0,0;0,0;176460,0;0,6179869658846198;0,3;32714,994;0,0
Reckendorf;Landkreis Bamberg;5,00325E+14;1,08326E+16;;0,0;very low;0,0;0,0;E;2941,0;60,86;178984,62;0,7;125204,16;0,3;0,0;0,0;0,0;178984,62;0,6995246854171046;0,3;37561,248;0,0
Bamberg;;4,98889E+15;1,09131E+15;;0,0;very low;0,0;0,0;D;3709,0;86,7;321571,79;0,32;102568,72;0,2;0,0;0,0;0,0;321571,79;0,31896056553965757;0,2;20513,744000000002;0,0
Bamberg;;4,98887E+15;1,09496E+15;;0,0;very low;0,0;0,0;H;3709,0;202,21;750009,39;0,25;189141,08;0,2;0,0;0,0;0,0;750009,39;0,25218494931110125;0,2;37828,216;0,0
Bamberg;;4,99045E+15;1,09355E+15;;0,0;very low;0,0;0,0;H;3709,0;129,02;478536,39;0,42;200968,53;0,2;0,0;0,0;0,0;478536,39;0,4199649894964101;0,2;40193,706000000006;0,0
Bamberg;;4,98807E+15;1,09305E+16;;0,0;very low;0,0;0,0;C;3709,0;69,76;258742,92;0,54;140908,06;0,25;0,0;0,0;0,0;258742,92;0,5445871137266287;0,25;35227,015;0,0
Bamberg;;4,98926E+15;1,09362E+16;;0,0;very low;0,0;0,0;H;3709,0;77,62;287877,76;0,47;134820,64;0,2;0,0;0,0;0,0;287877,76;0,46832600059136215;0,2;26964,128000000004;0,0
Altendorf;Landkreis Bamberg;4,97848E+15;1,10148E+16;;0,0;very low;0,0;0,0;H;2941,0;307,77;905144,71;0,27;245534,42;0,2;0,0;0,0;0,0;905144,71;0,2712653758977391;0,2;49106,884000000005;0,0
Scheßlitz;Landkreis Bamberg;4,9965E+16;1,10517E+15;;0,0;very low;0,0;0,0;B;2941,0;646,68;1901896,12;0,07;138439,74;0,2;0,0;0,0;0,0;1901896,12;0,07279037931892936;0,2;27687,948;0,0
Scheßlitz;Landkreis Bamberg;4,99723E+15;1,10042E+16;;0,0;very low;0,0;0,0;G;2941,0;220,4;648185,16;0,21;135617,36;0,2;0,0;0,0;0,0;648185,16;0,20922626491479684;0,2;27123,471999999998;0,0
Altenkunstadt;Landkreis Lichtenfels;5,0119E+16;1,12115E+16;;0,0;very low;0,0;0,0;A;2265,0;110,89;251170,9;0,53;134339,0;0,25;0,0;0,0;0,0;251170,9;0,5348509719875989;0,25;33584,75;0,0
Bad Staffelstein;Landkreis Lichtenfels;5,01156E+15;1,09807E+16;;0,0;very low;0,0;0,0;F;2265,0;77,55;175649,74;0,71;125352,04;0,3;0,0;0,0;0,0;175649,74;0,7136477400991313;0,3;37605,611999999994;0,0
Bad Staffelstein;Landkreis Lichtenfels;5,01097E+14;1,09834E+15;;0,0;very low;0,0;0,0;E;2265,0;112,36;254502,42;0,5;127967,57;0,25;0,0;0,0;0,0;254502,42;0,5028147473018135;0,25;31991,8925;0,0
Bad Staffelstein;Landkreis Lichtenfels;5,01394E+15;1,09339E+16;;0,0;very low;0,0;0,0;A+;2265,0;334,08;756681,81;0,21;161571,7;0,2;0,0;0,0;0,0;756681,81;0,2135266077031771;0,2;32314,340000000004;0,0
Marktgraitz;Landkreis Lichtenfels;5,01812E+15;1,12457E+16;;0,0;very low;0,0;0,0;E;2265,0;131,13;297008,39;0,39;116263,54;0,2;0,0;0,0;0,0;297008,39;0,3914486725442335;0,2;23252,708;0,0
Redwitz a.d.Rodach;Landkreis Lichtenfels;5,01609E+14;1,12375E+15;;0,0;very low;0,0;0,0;E;2265,0;212,27;480793,31;0,72;344188,13;0,3;0,0;0,0;0,0;480793,31;0,7158754559209654;0,3;103256,439;0,0
Lichtenfels;Landkreis Lichtenfels;5,02094E+15;1,10687E+16;;0,0;very low;0,0;0,0;F;2265,0;300,76;681219,59;0,32;220885,5;0,2;0,0;0,0;0,0;681219,59;0,3242500703774535;0,2;44177,100000000006;0,0
Lichtenfels;Landkreis Lichtenfels;5,00668E+15;1,11563E+16;;0,0;very low;0,0;0,0;A+;2265,0;107,95;244495,88;0,69;168678,31;0,3;0,0;0,0;0,0;244495,88;0,689902463796118;0,3;50603,492999999995;0,0
Lichtenfels;Landkreis Lichtenfels;5,01016E+16;1,10915E+16;;0,0;very low;0,0;0,0;G;2265,0;60,0;135900,0;0,73;98929,96;0,3;0,0;0,0;0,0;135900,0;0,7279614422369389;0,3;29678,988;0,0
Lichtenfels;Landkreis Lichtenfels;5,01928E+15;1,10196E+16;;0,0;very low;0,0;0,0;D;2265,0;69,92;158379,11;0,32;51110,01;0,2;0,0;0,0;0,0;158379,11;0,32270676353718625;0,2;10222,002;0,0
Lichtenfels;Landkreis Lichtenfels;5,00835E+15;1,11339E+16;;0,0;very low;0,0;0,0;D;2265,0;60,0;135900,0;0,61;82345,61;0,3;0,0;0,0;0,0;135900,0;0,605927961736571;0,3;24703,683;0,0
Dörfles-Esbach;Landkreis Coburg;5,02966E+16;1,09955E+16;;0,0;very low;0,0;0,0;E;1860,0;105,7;196610,65;0,46;91022,89;0,2;0,0;0,0;0,0;196610,65;0,4629601194035013;0,2;18204,578;0,0
Ermershausen;Landkreis Haßberge;5,01945E+16;1,06551E+12;;0,0;very low;0,0;0,0;D;2045,0;185,07;378460,19;0,39;148049,15;0,2;0,0;0,0;0,0;378460,19;0,3911881722619227;0,2;29609,83;0,0
Maroldsweisach;Landkreis Haßberge;5,02091E+15;1,06934E+16;;0,0;very low;0,0;0,0;F;2045,0;96,37;197084,95;0,62;121917,42;0,3;0,0;0,0;0,0;197084,95;0,6186033991941038;0,3;36575,225999999995;0,0
Bad Rodach;Landkreis Coburg;5,03406E+15;1,07771E+15;;0,0;very low;0,0;0,0;B;1860,0;67,13;124866,19;0,61;75586,13;0,3;0,0;0,0;0,0;124866,19;0,6053370411958594;0,3;22675,839;0,0
Bad Rodach;Landkreis Coburg;5,03296E+15;1,07663E+16;;0,0;very low;0,0;0,0;H;1860,0;206,7;384471,18;0,62;238364,33;0,3;0,0;0,0;0,0;384471,18;0,6199797082319668;0,3;71509,299;0,0
Weidhausen b.Coburg;Landkreis Coburg;5,02041E+15;1,11406E+16;;0,0;very low;0,0;0,0;H;1860,0;97,97;182225,96;0,35;64473,99;0,2;0,0;0,0;0,0;182225,96;0,35381341933937405;0,2;12894,798;0,0
Bad Steben;Landkreis Hof;5,03483E+15;1,16642E+16;;0,0;very low;0,0;0,0;E;1397,0;296,79;414621,9;0,31;127979,88;0,2;0,0;0,0;0,0;414621,9;0,30866647420215865;0,2;25595,976000000002;0,0
Stammbach;Landkreis Hof;5,01626E+15;1,17337E+16;;0,0;very low;0,0;0,0;G;1397,0;115,75;161700,26;0,66;106968,98;0,3;0,0;0,0;0,0;161700,26;0,6615263327344062;0,3;32090,693999999996;0,0
Rehau;Landkreis Hof;5,02652E+15;1,20191E+16;;0,0;very low;0,0;0,0;H;1397,0;142,77;199451,02;0,73;146448,22;0,3;0,0;0,0;0,0;199451,02;0,7342565608338328;0,3;43934,466;0,0
Rehau;Landkreis Hof;5,02636E+14;1,20444E+16;;0,0;very low;0,0;0,0;H;1397,0;85,79;119847,56;0,34;40574,98;0,2;0,0;0,0;0,0;119847,56;0,3385549109218411;0,2;8114,996000000001;0,0
Rehau;Landkreis Hof;5,02153E+16;1,20568E+16;;0,0;very low;0,0;0,0;H;1397,0;775,45;1083297,13;0,1;104393,76;0,2;0,0;0,0;0,0;1083297,13;0,0963666911957941;0,2;20878,752;0,0
Feilitzsch;Landkreis Hof;5,03977E+16;1,19209E+16;;0,0;very low;0,0;0,0;E;1397,0;60,0;83820,0;0,59;49214,13;0,25;0,0;0,0;0,0;83820,0;0,5871406585540444;0,25;12303,5325;0,0
Töpen;Landkreis Hof;5,03928E+15;1,18597E+16;;0,0;very low;0,0;0,0;F;1397,0;302,4;422447,39;0,4;170784,39;0,2;0,0;0,0;0,0;422447,39;0,4042737487382749;0,2;34156,878000000004;0,0
Trogen;Landkreis Hof;5,03963E+15;1,19199E+16;;0,0;very low;0,0;0,0;E;1397,0;647,03;903894,09;0,13;113224,47;0,2;0,0;0,0;0,0;903894,09;0,1252629829673961;0,2;22644,894;0,0
Naila;Landkreis Hof;5,03025E+13;1,16567E+16;;0,0;very low;0,0;0,0;F;1397,0;349,88;488776,55;0,1;49326,69;0,2;0,0;0,0;0,0;488776,55;0,10091869178257427;0,2;9865,338000000002;0,0
Naila;Landkreis Hof;5,03267E+15;1,17267E+16;;0,0;very low;0,0;0,0;E;1397,0;144,34;201639,95;0,43;87185,24;0,2;0,0;0,0;0,0;201639,95;0,4323807856528431;0,2;17437,048000000003;0,0
Münchberg;Landkreis Hof;5,01812E+14;1,16956E+14;;0,0;very low;0,0;0,0;E;1397,0;112,34;156941,53;0,5;78318,75;0,2;0,0;0,0;0,0;156941,53;0,4990313908625716;0,2;15663,75;0,0
Münchberg;Landkreis Hof;5,01888E+16;1,17063E+16;;0,0;very low;0,0;0,0;D;1397,0;304,28;425081,26;0,55;234776,94;0,25;0,0;0,0;0,0;425081,26;0,5523107276006475;0,25;58694,235;0,0
Münchberg;Landkreis Hof;5,01676E+15;1,17441E+16;;0,0;very low;0,0;0,0;A+;1397,0;96,48;134781,32;0,64;85858,18;0,3;0,0;0,0;0,0;134781,32;0,6370183939436117;0,3;25757,453999999998;0,0
Meeder;Landkreis Coburg;5,03038E+15;1,08705E+14;;0,0;very low;0,0;0,0;F;1860,0;173,7;323075,06;0,51;163680,4;0,25;0,0;0,0;0,0;323075,06;0,5066327311058922;0,25;40920,1;0,0
Rödental;Landkreis Coburg;5,02815E+15;1,10847E+16;;0,0;very low;0,0;0,0;G;1860,0;252,8;470212,04;0,54;255310,62;0,25;0,0;0,0;0,0;470212,04;0,5429691251631924;0,25;63827,655;0,0
Rödental;Landkreis Coburg;5,02749E+15;1,10708E+16;;0,0;very low;0,0;0,0;G;1860,0;73,77;137203,44;0,58;80092,09;0,25;0,0;0,0;0,0;137203,44;0,5837469527003113;0,25;20023,0225;0,0
Rödental;Landkreis Coburg;5,02703E+15;1,10176E+14;;0,0;very low;0,0;0,0;G;1860,0;262,72;488659,9;0,39;192136,43;0,2;0,0;0,0;0,0;488659,9;0,39319049915902654;0,2;38427,286;0,0
Rödental;Landkreis Coburg;5,03398E+16;1,10236E+16;;0,0;very low;0,0;0,0;A+;1860,0;73,0;135775,2;0,58;78846,04;0,25;0,0;0,0;0,0;135775,2;0,5807101738756414;0,25;19711,51;0,0
Grub a.Forst;Landkreis Coburg;5,02286E+15;1,10074E+16;;0,0;very low;0,0;0,0;G;1860,0;164,72;306383,09;0,67;204174,64;0,3;0,0;0,0;0,0;306383,09;0,6664030968549863;0,3;61252,392;0,0
Ebersdorf b.Coburg;Landkreis Coburg;5,02347E+15;1,10639E+16;;0,0;very low;0,0;0,0;C;1860,0;110,76;206012,09;0,49;101148,17;0,2;0,0;0,0;0,0;206012,09;0,49098171859719497;0,2;20229,634000000002;0,0
Ebersdorf b.Coburg;Landkreis Coburg;5,02111E+15;1,10532E+16;;0,0;very low;0,0;0,0;F;1860,0;170,21;316594,37;0,48;150752,07;0,2;0,0;0,0;0,0;316594,37;0,4761678800542158;0,2;30150,414000000004;0,0
Regnitzlosau;Landkreis Hof;5,02993E+16;1,20758E+16;;0,0;very low;0,0;0,0;H;1397,0;83,77;117020,46;0,73;84958,57;0,3;0,0;0,0;0,0;117020,46;0,7260146644441493;0,3;25487,571;0,0
Döhlau;Landkreis Hof;5,02964E+15;1,19604E+15;;0,0;very low;0,0;0,0;H;1397,0;338,5;472886,69;0,4;190323,65;0,2;0,0;0,0;0,0;472886,69;0,4024719959870302;0,2;38064,73;0,0
Oberkotzau;Landkreis Hof;5,02459E+15;1,19003E+16;;0,0;very low;0,0;0,0;E;1397,0;103,73;144912,62;0,43;62094,89;0,2;0,0;0,0;0,0;144912,62;0,4284988429579149;0,2;12418,978000000001;0,0
Oberkotzau;Landkreis Hof;5,02516E+15;1,19255E+15;;0,0;very low;0,0;0,0;F;1397,0;465,33;650060,35;0,23;148210,79;0,2;0,0;0,0;0,0;650060,35;0,22799543150109064;0,2;29642,158000000003;0,0
Schauenstein;Landkreis Hof;5,02726E+15;1,17441E+16;;0,0;very low;0,0;0,0;A;1397,0;246,44;344278,79;0,32;110990,86;0,2;0,0;0,0;0,0;344278,79;0,3223865751358078;0,2;22198,172000000002;0,0
Selbitz;Landkreis Hof;5,03509E+15;1,17617E+16;;0,0;very low;0,0;0,0;C;1397,0;167,51;234006,25;0,49;115458,27;0,2;0,0;0,0;0,0;234006,25;0,4933982318848322;0,2;23091,654000000002;0,0
Zell im Fichtelgebirge;Landkreis Hof;5,01593E+15;1,18092E+16;;0,0;very low;0,0;0,0;C;1397,0;180,1;251595,62;0,22;56510,16;0,2;0,0;0,0;0,0;251595,62;0,22460708974186436;0,2;11302,032000000001;0,0
Schwarzenbach a.Wald;Landkreis Hof;5,03136E+15;1,16137E+16;;0,0;very low;0,0;0,0;D;1397,0;76,26;106534,93;0,58;61502,12;0,25;0,0;0,0;0,0;106534,93;0,5772953528011893;0,25;15375,53;0,0
Hof;;5,0304E+15;1,19278E+16;;0,0;very low;0,0;0,0;G;2023,0;60,0;121380,0;0,61;74609,06;0,3;0,0;0,0;0,0;121380,0;0,6146734223101005;0,3;22382,717999999997;0,0
Hof;;5,02961E+15;1,19083E+16;;0,0;very low;0,0;0,0;H;2023,0;174,65;353321,13;0,45;160461,28;0,2;0,0;0,0;0,0;353321,13;0,4541513834737254;0,2;32092,256;0,0
Hof;;5,02863E+15;1,19109E+16;;0,0;very low;0,0;0,0;E;2023,0;88,08;178191,72;0,46;82479,13;0,2;0,0;0,0;0,0;178191,72;0,46286735433049303;0,2;16495,826;0,0
Seßlach;Landkreis Coburg;5,01966E+15;1,08161E+16;;0,0;very low;0,0;0,0;B;1860,0;60,44;112422,61;0,42;46789,36;0,2;0,0;0,0;0,0;112422,61;0,4161917251342946;0,2;9357,872000000001;0,0
Weitramsdorf;Landkreis Coburg;5,02638E+15;1,08587E+16;;0,0;very low;0,0;0,0;D;1860,0;87,5;162742,64;0,48;78641,07;0,2;0,0;0,0;0,0;162742,64;0,48322351167462935;0,2;15728,214000000002;0,0
Coburg;;5,02849E+15;1,08973E+16;;0,0;very low;0,0;0,0;F;2267,0;60,0;136020,0;0,67;90672,32;0,3;0,0;0,0;0,0;136020,0;0,6666102043817086;0,3;27201,696;0,0
Coburg;;5,02699E+15;1,09059E+15;;0,0;very low;0,0;0,0;C;2267,0;118,02;267545,53;0,1;27395,06;0,2;0,0;0,0;0,0;267545,53;0,1023940112174552;0,2;5479,012000000001;0,0
Coburg;;5,02662E+16;1,10629E+16;;0,0;very low;0,0;0,0;C;2267,0;204,0;462473,99;0,19;88494,21;0,2;0,0;0,0;0,0;462473,99;0,19134959351984315;0,2;17698,842;0,0
Coburg;;5,02464E+15;1,10075E+16;;0,0;very low;0,0;0,0;A;2267,0;160,6;364080,75;0,47;170929,94;0,2;0,0;0,0;0,0;364080,75;0,46948359670210527;0,2;34185,988000000005;0,0
Coburg;;5,0298E+16;1,09465E+15;;0,0;very low;0,0;0,0;A+;2267,0;669,87;1518596,15;0,17;257155,63;0,2;0,0;0,0;0,0;1518596,15;0,16933773340594865;0,2;51431,126000000004;0,0
Coburg;;5,02612E+15;1,09267E+16;;0,0;very low;0,0;0,0;C;2267,0;110,36;250190,74;0,28;70000,12;0,2;0,0;0,0;0,0;250190,74;0,2797870137000274;0,2;14000,024;0,0
