ort;landkreis;latitude;longitude;GEB_HQ;AEP;flood_risk;Ueberschwemmungstiefe;Schadensfaktor;Energieklasse;Quadratmeterpreise;wohnflaeche;aktueller_immobilienwert;aktuelles_LtV;darlehenbetrag;Risikogewicht;immobilienwert_check;darlehenbetrag_check;ID;Immobilienschaden;EAI;Neuer Immobilienwert;Neue LtV;Risikogewicht;Neue Risikogewicht;Akt. RWA;Neue RWA;RWA Änderung
Coburg;;5,02662E+16;1,10629E+16;;0.0;very low;0.0;0.0;C;1179.05;83.14;98029.27;0.54;52625.68;0.25;True;True;2066;0.0;0.0;98029.27;0.536836395905019;0.25;0.25;13156.42;13156.42;0.0
Coburg;;5,02464E+15;1,10075E+16;;0.0;very low;0.0;0.0;A;1179.05;80.0;94324.39;0.54;50892.69;0.25;True;True;2067;0.0;0.0;94324.39;0.5395496329210293;0.25;0.25;12723.1725;12723.1725;0.0
Coburg;;5,0298E+16;1,09465E+15;;0.0;very low;0.0;0.0;A+;1179.05;87.14;102741.96;0.75;77056.47;0.3;True;True;2068;0.0;0.0;102741.96;0.75;0.3;0.3;23116.941;23116.941;0.0
Coburg;;5,02612E+15;1,09267E+16;;0.0;very low;0.0;0.0;C;1179.05;103.0;121447.88;0.42;51006.18;0.2;True;True;2069;0.0;0.0;121447.88;0.41998411170289673;0.2;0.2;10201.236;10201.236;0.0
Coburg;;5,02516E+15;1,10182E+16;;0.0;very low;0.0;0.0;E;1179.05;80.0;94324.39;0.72;68180.62;0.3;True;True;2070;0.0;0.0;94324.39;0.7228312846762115;0.3;0.3;20454.185999999998;20454.185999999998;0.0
Coburg;;5,02705E+15;1,09505E+16;;0.0;very low;0.0;0.0;D;1179.05;93.33;110039.12;0.55;59985.4;0.25;True;True;2071;0.0;0.0;110039.12;0.5451279508596579;0.25;0.25;14996.35;14996.35;0.0
Coburg;;5,02763E+15;1,0947E+16;;0.0;very low;0.0;0.0;E;1179.05;119.56;140968.52;0.5;70517.18;0.2;True;True;2072;0.0;0.0;140968.52;0.5002335273151765;0.2;0.25;14103.436;17629.295;0.25
Coburg;;5,02555E+15;1,09416E+16;;0.0;very low;0.0;0.0;G;1179.05;134.79;158921.95;0.45;70819.33;0.2;True;True;2073;0.0;0.0;158921.95;0.4456233390038317;0.2;0.2;14163.866000000002;14163.866000000002;0.0
Coburg;;5,02794E+15;1,0919E+15;;0.0;very low;0.0;0.0;D;1179.05;80.0;94324.39;0.75;70743.29;0.3;True;True;2074;0.0;0.0;94324.39;0.7499999734957205;0.3;0.3;21222.986999999997;21222.986999999997;0.0
Untersiemau;Landkreis Coburg;5,01886E+14;1,09806E+16;;0.0;very low;0.0;0.0;H;967.38;80.0;77390.1;0.66;50916.07;0.3;True;True;2075;0.0;0.0;77390.1;0.6579145136134983;0.3;0.3;15274.821;15274.821;0.0
Lautertal;Landkreis Coburg;5,0346E+16;1,09479E+16;;0.0;very low;0.0;0.0;B;967.38;80.0;77390.1;0.75;58042.58;0.3;True;True;2076;0.0;0.0;77390.1;0.7500000646077469;0.3;0.3;17412.774;17412.774;0.0
Ebern;Landkreis Haßberge;5,00884E+14;1,06839E+16;;0.0;very low;0.0;0.0;C;1063.59;109.52;116484.41;0.75;86838.11;0.3;True;True;2077;0.0;0.0;116484.41;0.745491263594845;0.3;0.3;26051.433;26051.433;0.0
Ebern;Landkreis Haßberge;5,0061E+15;1,07186E+16;;0.0;very low;0.0;0.0;F;1063.59;80.0;85087.5;0.68;57616.97;0.3;True;True;2078;0.0;0.0;85087.5;0.677149640076392;0.3;0.3;17285.091;17285.091;0.0
Itzgrund;Landkreis Coburg;5,01352E+16;1,09289E+15;;0.0;very low;0.0;0.0;E;967.38;95.58;92460.34;0.61;56076.73;0.3;True;True;2079;0.0;0.0;92460.34;0.6064949577299846;0.3;0.3;16823.019;16823.019;0.0
Sonnefeld;Landkreis Coburg;5,02508E+16;1,1165E+16;;0.0;very low;0.0;0.0;H;967.38;109.84;106256.44;0.65;69555.27;0.3;True;True;2080;0.0;0.0;106256.44;0.6545981589445308;0.3;0.3;20866.581000000002;20866.581000000002;0.0
Ahorn;Landkreis Coburg;5,02296E+15;1,09405E+16;;0.0;very low;0.0;0.0;A;967.38;142.45;137800.32;0.47;65314.65;0.2;True;True;2081;0.0;0.0;137800.32;0.47398039424001337;0.2;0.2;13062.93;13062.93;0.0
Neustadt bei Coburg;Landkreis Coburg;5,03503E+15;1,10972E+16;;0.0;very low;0.0;0.0;F;967.38;93.4;90351.79;0.67;60946.55;0.3;True;True;2082;0.0;0.0;90351.79;0.6745472336519288;0.3;0.3;18283.965;18283.965;0.0
Neustadt bei Coburg;Landkreis Coburg;5,03544E+15;1,10999E+14;;0.0;very low;0.0;0.0;E;967.38;97.21;94043.3;0.56;52325.27;0.25;True;True;2083;0.0;0.0;94043.3;0.5563955114293097;0.25;0.25;13081.3175;13081.3175;0.0
Neustadt bei Coburg;Landkreis Coburg;5,02682E+15;1,11503E+13;;0.0;very low;0.0;0.0;A;967.38;143.86;139169.65;0.75;104377.24;0.3;True;True;2084;0.0;0.0;139169.65;0.7500000179636869;0.3;0.3;31313.172;31313.172;0.0
Neustadt bei Coburg;Landkreis Coburg;5,03138E+15;1,10831E+16;;0.0;very low;0.0;0.0;G;967.38;105.01;101584.9;0.7;71027.69;0.3;True;True;2085;0.0;0.0;101584.9;0.6991953528526386;0.3;0.3;21308.307;21308.307;0.0
Köditz;Landkreis Hof;5,03371E+16;1,18145E+16;;0.0;very low;0.0;0.0;B;726.57;94.02;68315.0;0.5;34293.63;0.2;True;True;2086;0.0;0.0;68315.0;0.5019926809631852;0.2;0.25;6858.726;8573.4075;0.25
Vohenstrauß;Landkreis Neustadt an der Waldnaab;4,96158E+15;1,23485E+15;;0.0;very low;0.0;0.0;D;1122.36;102.87;115463.11;0.73;84571.68;0.3;True;True;2087;0.0;0.0;115463.11;0.7324562797589637;0.3;0.3;25371.503999999997;25371.503999999997;0.0
Vohenstrauß;Landkreis Neustadt an der Waldnaab;4,96234E+16;1,23868E+16;;0.0;very low;0.0;0.0;E;1122.36;155.64;174686.22;0.53;93394.1;0.25;True;True;2088;0.0;0.0;174686.22;0.5346391947802179;0.25;0.25;23348.525;23348.525;0.0
Eschenbach i.d.OPf.;Landkreis Neustadt an der Waldnaab;4,97904E+16;1,18401E+16;;0.0;very low;0.0;0.0;D;1122.36;101.24;113626.71;0.55;62978.67;0.25;True;True;2089;0.0;0.0;113626.71;0.5542593814429723;0.25;0.25;15744.6675;15744.6675;0.0
Speinshart;Landkreis Neustadt an der Waldnaab;4,97967E+15;1,18399E+16;;0.0;very low;0.0;0.0;D;1122.36;104.81;117633.5;0.58;68773.46;0.25;True;True;2090;0.0;0.0;117633.5;0.5846417899662937;0.25;0.25;17193.365;17193.365;0.0
Waldthurn;Landkreis Neustadt an der Waldnaab;4,96854E+15;1,23473E+16;;0.0;very low;0.0;0.0;E;1122.36;161.89;181698.85;0.73;133057.65;0.3;True;True;2091;0.0;0.0;181698.85;0.7322977002881416;0.3;0.3;39917.295;39917.295;0.0
Buckenhof;Landkreis Erlangen-Höchstadt;4,96087E+15;1,1033E+16;;0.0;very low;0.0;0.0;G;2246.29;80.0;179703.14;0.51;90938.4;0.25;True;True;2092;0.0;0.0;179703.14;0.5060479188065383;0.25;0.25;22734.6;22734.6;0.0
Buckenhof;Landkreis Erlangen-Höchstadt;4,96128E+15;1,10327E+15;;0.0;very low;0.0;0.0;G;2246.29;80.0;179703.14;0.75;134777.36;0.3;True;True;2093;0.0;0.0;179703.14;0.750000027823665;0.3;0.3;40433.20799999999;40433.20799999999;0.0
Buckenhof;Landkreis Erlangen-Höchstadt;4,96083E+15;1,10117E+16;;0.0;very low;0.0;0.0;D;2246.29;132.11;296763.35;0.49;145225.22;0.2;True;True;2094;0.0;0.0;296763.35;0.4893637303932578;0.2;0.2;29045.044;29045.044;0.0
Buckenhof;Landkreis Erlangen-Höchstadt;4,95999E+15;1,10228E+16;;0.0;very low;0.0;0.0;G;2246.29;80.0;179703.14;0.51;92062.11;0.25;True;True;2095;0.0;0.0;179703.14;0.5123010649674791;0.25;0.25;23015.5275;23015.5275;0.0
Buckenhof;Landkreis Erlangen-Höchstadt;4,96094E+15;1,10374E+16;;0.0;very low;0.0;0.0;F;2246.29;100.16;224982.01;0.49;110976.05;0.2;True;True;2096;0.0;0.0;224982.01;0.49326632827220274;0.2;0.2;22195.210000000003;22195.210000000003;0.0
Buckenhof;Landkreis Erlangen-Höchstadt;4,95981E+15;1,10045E+16;;0.0;very low;0.0;0.0;F;2246.29;145.96;327859.69;0.74;242759.25;0.3;True;True;2097;0.0;0.0;327859.69;0.7404364043655381;0.3;0.3;72827.775;72827.775;0.0
Erlangen;;4,95994E+15;1,09986E+15;;0.0;very low;0.0;0.0;C;2413.76;80.0;193100.78;0.65;125343.14;0.3;True;True;2098;0.0;0.0;193100.78;0.6491073728443769;0.3;0.3;37602.941999999995;37602.941999999995;0.0
Erlangen;;4,96073E+15;1,1033E+15;;0.0;very low;0.0;0.0;F;2413.76;100.03;241453.16;0.65;155911.8;0.3;True;True;2099;0.0;0.0;241453.16;0.6457227563308758;0.3;0.3;46773.53999999999;46773.53999999999;0.0
Erlangen;;4,95911E+15;1,10452E+16;;0.0;very low;0.0;0.0;C;2413.76;80.0;193100.78;0.69;133417.46;0.3;True;True;2100;0.0;0.0;193100.78;0.6909213934816835;0.3;0.3;40025.238;40025.238;0.0
Erlangen;;4,95886E+15;1,10659E+15;;0.0;very low;0.0;0.0;C;2413.76;150.12;362361.02;0.44;161003.99;0.2;True;True;2101;0.0;0.0;362361.02;0.4443192868813538;0.2;0.2;32200.798;32200.798;0.0
Erlangen;;4,95975E+15;1,1033E+16;;0.0;very low;0.0;0.0;E;2413.76;147.51;356060.39;0.67;239078.38;0.3;True;True;2102;0.0;0.0;356060.39;0.6714545810613756;0.3;0.3;71723.514;71723.514;0.0
Erlangen;;4,96065E+15;1,1028E+16;;0.0;very low;0.0;0.0;G;2413.76;126.87;306222.54;0.54;166572.43;0.25;True;True;2103;0.0;0.0;306222.54;0.5439587497380174;0.25;0.25;41643.1075;41643.1075;0.0
Moosbach;Landkreis Neustadt an der Waldnaab;4,95685E+14;1,24325E+15;;0.0;very low;0.0;0.0;D;1122.36;128.54;144273.67;0.73;104623.63;0.3;True;True;2104;0.0;0.0;144273.67;0.7251748014727843;0.3;0.3;31387.089;31387.089;0.0
Eslarn;Landkreis Neustadt an der Waldnaab;4,95583E+16;1,25E+16;;0.0;very low;0.0;0.0;C;1122.36;104.5;117282.06;0.49;57982.67;0.2;True;True;2105;0.0;0.0;117282.06;0.494386524247613;0.2;0.2;11596.534;11596.534;0.0
Waidhaus;Landkreis Neustadt an der Waldnaab;4,96207E+15;1,24896E+16;;0.0;very low;0.0;0.0;C;1122.36;130.31;146259.04;0.66;95838.78;0.3;True;True;2106;0.0;0.0;146259.04;0.6552673940701375;0.3;0.3;28751.634;28751.634;0.0
Erlangen;;4,95801E+15;1,10012E+15;;0.0;very low;0.0;0.0;H;2413.76;82.67;199543.3;0.71;141265.21;0.3;True;True;2107;0.0;0.0;199543.3;0.707942637011616;0.3;0.3;42379.562999999995;42379.562999999995;0.0
Erlangen;;4,95822E+15;1,09915E+16;;0.0;very low;0.0;0.0;D;2413.76;136.27;328930.6;0.71;233443.46;0.3;True;True;2108;0.0;0.0;328930.6;0.7097042962862075;0.3;0.3;70033.038;70033.038;0.0
Erlangen;;4,95832E+15;1,09957E+16;;0.0;very low;0.0;0.0;E;2413.76;107.49;259453.3;0.55;143759.04;0.25;True;True;2109;0.0;0.0;259453.3;0.5540844537340632;0.25;0.25;35939.76;35939.76;0.0
Erlangen;;4,9588E+14;1,10078E+15;;0.0;very low;0.0;0.0;D;2413.76;103.88;250740.35;0.53;132859.94;0.25;True;True;2110;0.0;0.0;250740.35;0.5298706012016016;0.25;0.25;33214.985;33214.985;0.0
Erlangen;;4,95929E+15;1,10228E+15;;0.0;very low;0.0;0.0;B;2413.76;107.57;259638.75;0.46;120153.87;0.2;True;True;2111;0.0;0.0;259638.75;0.46277325707353;0.2;0.2;24030.774;24030.774;0.0
Erlangen;;4,95954E+15;1,10358E+16;;0.0;very low;0.0;0.0;G;2413.76;108.16;261081.45;0.71;186282.85;0.3;True;True;2112;0.0;0.0;261081.45;0.7135047319524233;0.3;0.3;55884.855;55884.855;0.0
Erlangen;;4,95854E+15;1,10326E+16;;0.0;very low;0.0;0.0;C;2413.76;122.08;294681.79;0.43;126946.86;0.2;True;True;2113;0.0;0.0;294681.79;0.4307930259280698;0.2;0.2;25389.372000000003;25389.372000000003;0.0
Mantel;Landkreis Neustadt an der Waldnaab;4,96839E+16;1,20154E+16;;0.0;very low;0.0;0.0;G;1122.36;92.91;104274.5;0.54;56410.88;0.25;True;True;2114;0.0;0.0;104274.5;0.5409844209274559;0.25;0.25;14102.72;14102.72;0.0
Windischeschenbach;Landkreis Neustadt an der Waldnaab;4,98001E+15;1,21906E+16;;0.0;very low;0.0;0.0;E;1122.36;142.68;160142.55;0.69;110858.31;0.3;True;True;2115;0.0;0.0;160142.55;0.6922476880754054;0.3;0.3;33257.492999999995;33257.492999999995;0.0
Erlangen;;4,95393E+15;1,10135E+15;;0.0;very low;0.0;0.0;A+;2413.76;80.0;193100.78;0.58;112101.46;0.25;True;True;2116;0.0;0.0;193100.78;0.5805334395852777;0.25;0.25;28025.365;28025.365;0.0
Erlangen;;4,95494E+15;1,1013E+16;;0.0;very low;0.0;0.0;D;2413.76;123.69;298557.08;0.5;149120.65;0.2;True;True;2117;0.0;0.0;298557.08;0.4994711564033249;0.2;0.2;29824.13;29824.13;0.0
Erlangen;;4,95479E+15;1,10194E+15;;0.0;very low;0.0;0.0;E;2413.76;92.06;222202.45;0.45;99191.59;0.2;True;True;2118;0.0;0.0;222202.45;0.44640187360670414;0.2;0.2;19838.318;19838.318;0.0
Erlangen;;4,95678E+11;1,09905E+15;;0.0;very low;0.0;0.0;E;2413.76;113.74;274551.39;0.56;153582.15;0.25;True;True;2119;0.0;0.0;274551.39;0.559393088485183;0.25;0.25;38395.5375;38395.5375;0.0
Erlangen;;4,95491E+15;1,10086E+16;;0.0;very low;0.0;0.0;E;2413.76;80.0;193100.78;0.48;93081.24;0.2;True;True;2120;0.0;0.0;193100.78;0.4820345106840066;0.2;0.2;18616.248000000003;18616.248000000003;0.0
Erlangen;;4,95417E+15;1,10131E+16;;0.0;very low;0.0;0.0;A;2413.76;88.15;212768.35;0.47;100964.35;0.2;True;True;2121;0.0;0.0;212768.35;0.47452710894266;0.2;0.2;20192.870000000003;20192.870000000003;0.0
Erlangen;;4,95655E+15;1,09868E+16;;0.0;very low;0.0;0.0;H;2413.76;89.97;217160.97;0.44;96231.01;0.2;True;True;2122;0.0;0.0;217160.97;0.44313216136398725;0.2;0.2;19246.202;19246.202;0.0
Erlangen;;4,96211E+15;1,09498E+15;;0.0;very low;0.0;0.0;G;2413.76;80.0;193100.78;0.6;116295.54;0.25;True;True;2123;0.0;0.0;193100.78;0.6022530825613444;0.25;0.3;29073.885;34888.662;0.19999999999999996
Erlangen;;4,95738E+15;1,09575E+16;;0.0;very low;0.0;0.0;A+;2413.76;153.28;369987.7;0.62;227934.47;0.3;True;True;2124;0.0;0.0;369987.7;0.6160595879268419;0.3;0.3;68380.341;68380.341;0.0
Erlangen;;4,95385E+14;1,09604E+16;;0.0;very low;0.0;0.0;E;2413.76;97.64;235676.66;0.57;134798.86;0.25;True;True;2125;0.0;0.0;235676.66;0.5719652510350409;0.25;0.25;33699.715;33699.715;0.0
Erlangen;;4,9601E+15;1,09822E+16;;0.0;very low;0.0;0.0;D;2413.76;120.95;291954.41;0.7;205368.9;0.3;True;True;2126;0.0;0.0;291954.41;0.7034279769913392;0.3;0.3;61610.67;61610.67;0.0
Erlangen;;4,96132E+15;1,09482E+16;;0.0;very low;0.0;0.0;G;2413.76;137.54;331988.77;0.75;248991.58;0.3;True;True;2127;0.0;0.0;331988.77;0.7500000075303751;0.3;0.3;74697.47399999999;74697.47399999999;0.0
Erlangen;;4,96351E+15;1,09225E+15;;0.0;very low;0.0;0.0;H;2413.76;150.98;364429.72;0.54;197271.63;0.25;True;True;2128;0.0;0.0;364429.72;0.5413159771930786;0.25;0.25;49317.9075;49317.9075;0.0
Erlangen;;4,95361E+15;1,09348E+16;;0.0;very low;0.0;0.0;H;2413.76;154.72;373451.82;0.75;280088.87;0.3;True;True;2129;0.0;0.0;373451.82;0.7500000133886079;0.3;0.3;84026.661;84026.661;0.0
Erlangen;;4,95522E+15;1,09495E+15;;0.0;very low;0.0;0.0;D;2413.76;91.27;220297.29;0.51;112043.94;0.25;True;True;2130;0.0;0.0;220297.29;0.5086033514075456;0.25;0.25;28010.985;28010.985;0.0
Erlangen;;4,95749E+15;1,09279E+16;;0.0;very low;0.0;0.0;D;2413.76;127.31;307307.74;0.64;197906.61;0.3;True;True;2131;0.0;0.0;307307.74;0.6440013844102983;0.3;0.3;59371.98299999999;59371.98299999999;0.0
Gefrees;Landkreis Bayreuth;5,00716E+15;1,17049E+16;;0.0;very low;0.0;0.0;D;1175.41;147.51;173382.74;0.69;119554.36;0.3;True;True;2132;0.0;0.0;173382.74;0.6895401468450666;0.3;0.3;35866.308;35866.308;0.0
Eckersdorf;Landkreis Bayreuth;4,99669E+14;1,14958E+16;;0.0;very low;0.0;0.0;H;1175.41;123.85;145578.34;0.69;100470.22;0.3;True;True;2133;0.0;0.0;145578.34;0.6901453883867614;0.3;0.3;30141.066;30141.066;0.0
Bayreuth;;4,99499E+15;1,15729E+15;;0.0;very low;0.0;0.0;F;1836.45;100.32;184227.97;0.61;113187.14;0.3;True;True;2134;0.0;0.0;184227.97;0.6143862954143173;0.3;0.3;33956.142;33956.142;0.0
Bayreuth;;4,99471E+14;1,15791E+16;;0.0;very low;0.0;0.0;E;1836.45;123.02;225920.95;0.6;136595.23;0.25;True;True;2135;0.0;0.0;225920.95;0.6046151541058942;0.25;0.3;34148.8075;40978.569;0.19999999999999996
Bayreuth;;4,99528E+15;1,15771E+15;;0.0;very low;0.0;0.0;C;1836.45;160.82;295339.89;0.7;206001.92;0.3;True;True;2136;0.0;0.0;295339.89;0.6975079458450397;0.3;0.3;61800.576;61800.576;0.0
Goldkronach;Landkreis Bayreuth;4,99783E+15;1,16637E+14;;0.0;very low;0.0;0.0;D;1175.41;80.0;94033.13;0.42;39878.56;0.2;True;True;2137;0.0;0.0;94033.13;0.4240905306459542;0.2;0.2;7975.7119999999995;7975.7119999999995;0.0
Kirchenpingarten;Landkreis Bayreuth;4,99182E+15;1,16535E+16;;0.0;very low;0.0;0.0;A+;1175.41;143.11;168218.72;0.69;116504.65;0.3;True;True;2138;0.0;0.0;168218.72;0.6925783884219306;0.3;0.3;34951.395;34951.395;0.0
Kirchenpingarten;Landkreis Bayreuth;4,99474E+15;1,17248E+16;;0.0;very low;0.0;0.0;H;1175.41;84.43;99237.89;0.67;66146.27;0.3;True;True;2139;0.0;0.0;99237.89;0.6665424869472739;0.3;0.3;19843.881;19843.881;0.0
Weidenberg;Landkreis Bayreuth;4,992E+15;1,17587E+16;;0.0;very low;0.0;0.0;H;1175.41;142.74;167776.99;0.68;113307.94;0.3;True;True;2140;0.0;0.0;167776.99;0.675348508755581;0.3;0.3;33992.382;33992.382;0.0
Weidenberg;Landkreis Bayreuth;4,99535E+15;1,18106E+16;;0.0;very low;0.0;0.0;D;1175.41;80.0;94033.13;0.66;62206.74;0.3;True;True;2141;0.0;0.0;94033.13;0.6615406718887268;0.3;0.3;18662.021999999997;18662.021999999997;0.0
Emtmannsberg;Landkreis Bayreuth;4,98906E+15;1,17282E+16;;0.0;very low;0.0;0.0;E;1175.41;153.87;180860.97;0.51;92396.62;0.25;True;True;2142;0.0;0.0;180860.97;0.5108709745391723;0.25;0.25;23099.155;23099.155;0.0
Seybothenreuth;Landkreis Bayreuth;4,98914E+15;1,17078E+16;;0.0;very low;0.0;0.0;F;1175.41;159.9;187946.94;0.46;86079.09;0.2;True;True;2143;0.0;0.0;187946.94;0.45799676227769387;0.2;0.2;17215.818;17215.818;0.0
Ahorntal;Landkreis Bayreuth;4,98258E+15;1,13644E+16;;0.0;very low;0.0;0.0;E;1175.41;143.93;169181.0;0.5;84000.21;0.2;True;True;2144;0.0;0.0;169181.0;0.49651089661368597;0.2;0.2;16800.042;16800.042;0.0
Bayreuth;;4,99093E+15;1,15641E+16;;0.0;very low;0.0;0.0;G;1836.45;136.78;251199.02;0.62;155551.8;0.3;True;True;2145;0.0;0.0;251199.02;0.6192372884257271;0.3;0.3;46665.53999999999;46665.53999999999;0.0
Bayreuth;;4,99316E+15;1,15832E+16;;0.0;very low;0.0;0.0;H;1836.45;140.21;257488.93;0.69;176564.22;0.3;True;True;2146;0.0;0.0;257488.93;0.6857157703828277;0.3;0.3;52969.265999999996;52969.265999999996;0.0
Bayreuth;;4,99349E+15;1,15806E+16;;0.0;very low;0.0;0.0;D;1836.45;117.75;216251.44;0.67;144725.06;0.3;True;True;2147;0.0;0.0;216251.44;0.6692443758987223;0.3;0.3;43417.518;43417.518;0.0
Bayreuth;;4,99305E+15;1,15476E+14;;0.0;very low;0.0;0.0;B;1836.45;135.62;249068.62;0.61;150988.37;0.3;True;True;2148;0.0;0.0;249068.62;0.6062119346869148;0.3;0.3;45296.511;45296.511;0.0
Hummeltal;Landkreis Bayreuth;4,98854E+15;1,15015E+16;;0.0;very low;0.0;0.0;D;1175.41;159.35;187307.73;0.75;140480.8;0.3;True;True;2149;0.0;0.0;187307.73;0.7500000133470198;0.3;0.3;42144.24;42144.24;0.0
Bayreuth;;4,99683E+16;1,15564E+16;;0.0;very low;0.0;0.0;A+;1836.45;93.67;172013.9;0.49;84029.32;0.2;True;True;2150;0.0;0.0;172013.9;0.4885030802743267;0.2;0.2;16805.864;16805.864;0.0
Bayreuth;;4,99562E+15;1,15045E+15;;0.0;very low;0.0;0.0;A;1836.45;162.32;298087.85;0.56;167689.46;0.25;True;True;2151;0.0;0.0;298087.85;0.562550469601495;0.25;0.25;41922.365;41922.365;0.0
Bayreuth;;4,99616E+15;1,15532E+15;;0.0;very low;0.0;0.0;D;1836.45;151.7;278583.38;0.46;127956.47;0.2;True;True;2152;0.0;0.0;278583.38;0.45931121231998834;0.2;0.2;25591.294;25591.294;0.0
Bayreuth;;4,99519E+16;1,15544E+16;;0.0;very low;0.0;0.0;F;1836.45;149.95;275384.36;0.64;176490.45;0.3;True;True;2153;0.0;0.0;275384.36;0.6408877032813338;0.3;0.3;52947.135;52947.135;0.0
Bayreuth;;4,99462E+15;1,15236E+16;;0.0;very low;0.0;0.0;G;1836.45;140.87;258695.11;0.54;140677.32;0.25;True;True;2154;0.0;0.0;258695.11;0.5437958220393111;0.25;0.25;35169.33;35169.33;0.0
Bischofsgrün;Landkreis Bayreuth;5,0032E+15;1,18369E+15;;0.0;very low;0.0;0.0;E;1175.41;80.0;94033.13;0.54;50590.85;0.25;True;True;2155;0.0;0.0;94033.13;0.5380109116861259;0.25;0.25;12647.7125;12647.7125;0.0
Hof;;5,03317E+15;1,19456E+16;;0.0;very low;0.0;0.0;A;1052.15;134.92;141961.39;0.65;91983.15;0.3;True;True;2156;0.0;0.0;141961.39;0.6479448390861767;0.3;0.3;27594.944999999996;27594.944999999996;0.0
Hof;;5,03412E+15;1,19593E+16;;0.0;very low;0.0;0.0;H;1052.15;105.58;111082.53;0.75;83311.9;0.3;True;True;2157;0.0;0.0;111082.53;0.7500000225057891;0.3;0.3;24993.569999999996;24993.569999999996;0.0
Hof;;5,03153E+15;1,19506E+16;;0.0;very low;0.0;0.0;E;1052.15;125.01;131524.97;0.5;65283.65;0.2;True;True;2158;0.0;0.0;131524.97;0.4963593605077424;0.2;0.2;13056.730000000001;13056.730000000001;0.0
Hof;;5,03432E+15;1,19207E+16;;0.0;very low;0.0;0.0;H;1052.15;95.99;100993.49;0.57;57889.54;0.25;True;True;2159;0.0;0.0;100993.49;0.5732007082832764;0.25;0.25;14472.385;14472.385;0.0
Hof;;5,03348E+16;1,19422E+16;;0.0;very low;0.0;0.0;F;1052.15;142.42;149851.93;0.69;103537.24;0.3;True;True;2160;0.0;0.0;149851.93;0.6909303070037204;0.3;0.3;31061.172;31061.172;0.0
Konradsreuth;Landkreis Hof;5,02794E+14;1,18457E+15;;0.0;very low;0.0;0.0;A+;726.57;80.0;58125.79;0.46;26776.67;0.2;True;True;2161;0.0;0.0;58125.79;0.4606676313560641;0.2;0.2;5355.334;5355.334;0.0
Schwarzenbach a.d.Saale;Landkreis Hof;5,01965E+15;1,19331E+16;;0.0;very low;0.0;0.0;D;726.57;133.84;97244.26;0.55;53901.58;0.25;True;True;2162;0.0;0.0;97244.26;0.5542906080009248;0.25;0.25;13475.395;13475.395;0.0
Schwarzenbach a.d.Saale;Landkreis Hof;5,02367E+16;1,19485E+15;;0.0;very low;0.0;0.0;A+;726.57;147.84;107417.6;0.59;63813.84;0.25;True;True;2163;0.0;0.0;107417.6;0.5940724797426119;0.25;0.25;15953.46;15953.46;0.0
Helmbrechts;Landkreis Hof;5,02534E+15;1,1651E+16;;0.0;very low;0.0;0.0;E;726.57;106.09;77081.89;0.48;37184.72;0.2;True;True;2164;0.0;0.0;77081.89;0.48240540028273826;0.2;0.2;7436.944;7436.944;0.0
Helmbrechts;Landkreis Hof;5,02547E+14;1,16101E+14;;0.0;very low;0.0;0.0;D;726.57;104.45;75888.98;0.61;46305.63;0.3;True;True;2165;0.0;0.0;75888.98;0.6101759438590425;0.3;0.3;13891.688999999998;13891.688999999998;0.0
Hof;;5,03139E+15;1,18954E+16;;0.0;very low;0.0;0.0;D;1052.15;144.36;151886.14;0.6;91460.93;0.25;True;True;2166;0.0;0.0;151886.14;0.6021677158956044;0.25;0.3;22865.2325;27438.279;0.19999999999999996
Hof;;5,03261E+14;1,19004E+16;;0.0;very low;0.0;0.0;D;1052.15;111.68;117503.69;0.58;68465.51;0.25;True;True;2167;0.0;0.0;117503.69;0.5826668932694794;0.25;0.25;17116.3775;17116.3775;0.0
Hof;;5,03178E+16;1,18963E+16;;0.0;very low;0.0;0.0;F;1052.15;128.49;135194.11;0.46;61941.2;0.2;True;True;2168;0.0;0.0;135194.11;0.45816493041006007;0.2;0.2;12388.24;12388.24;0.0
Hof;;5,03092E+15;1,18583E+16;;0.0;very low;0.0;0.0;C;1052.15;136.78;143910.7;0.69;99280.72;0.3;True;True;2169;0.0;0.0;143910.7;0.6898772641645131;0.3;0.3;29784.216;29784.216;0.0
Berg;Landkreis Hof;5,03715E+15;1,17861E+16;;0.0;very low;0.0;0.0;G;726.57;86.48;62831.7;0.66;41696.34;0.3;True;True;2170;0.0;0.0;62831.7;0.6636194787026294;0.3;0.3;12508.901999999998;12508.901999999998;0.0
Geroldsgrün;Landkreis Hof;5,0317E+16;1,15595E+16;;0.0;very low;0.0;0.0;C;726.57;111.25;80829.97;0.48;38992.53;0.2;True;True;2171;0.0;0.0;80829.97;0.4824018863300333;0.2;0.2;7798.506;7798.506;0.0
Pleystein;Landkreis Neustadt an der Waldnaab;4,96699E+15;1,24435E+16;;0.0;very low;0.0;0.0;G;1122.36;84.52;94858.44;0.74;70135.85;0.3;True;True;2172;0.0;0.0;94858.44;0.739373850128676;0.3;0.3;21040.755;21040.755;0.0
Pressath;Landkreis Neustadt an der Waldnaab;4,97322E+15;1,19537E+16;;0.0;very low;0.0;0.0;C;1122.36;160.4;180026.99;0.73;130803.81;0.3;True;True;2173;0.0;0.0;180026.99;0.7265788868657972;0.3;0.3;39241.143;39241.143;0.0
