ID,ort,landkreis,latitude,longitude,GEB_HQ,flood_risk,Energieklasse,Quadratmeterpreise,aktuelles_LtV,darlehenbetrag,aktueller_immobilienwert,wohnflaeche,Schadensfaktor
1593,Neunkirchen a.Brand,Landkreis Forchheim,49.59208802319103,11.1555623969302,,very low,G,3289,"0,5117","161275,59","315176,79","95,83","0,04"
1594,Neunkirchen a.Brand,Landkreis Forchheim,49.62506007703757,11.095287599919354,,very low,G,3289,"0,4882","108561,74","222353,18","67,61","0,04"
1595,Forchheim,Landkreis Forchheim,49.70357820645715,11.06823991343826,,very low,A+,3289,"0,6781","133819,89",197340,60,"0,04"
1596,Forchheim,Landkreis Forchheim,49.71533068044967,11.063706974520834,,very low,H,3289,"0,517","102032,8",197340,60,"0,04"
1597,Forchheim,Landkreis Forchheim,49.71749685649861,11.04684248155569,,very low,E,3289,"0,559","110311,8",197340,60,"0,04"
1598,Forchheim,Landkreis Forchheim,49.734359783876606,11.060803582142803,,very low,A,3289,"0,7109","140283,9",197340,60,"0,04"
1599,Forchheim,Landkreis Forchheim,49.74762914819687,11.036290413130656,,very low,H,3289,"0,335","115563,17","344978,67","104,89","0,04"
1600,Forchheim,Landkreis Forchheim,49.74328875656258,11.020291452689808,,very low,E,3289,"0,1369","105820,1","773226,12","235,09","0,04"
1601,Forchheim,Landkreis Forchheim,49.71720606505356,11.102308191436226,,very low,D,3289,"0,5843","115301,61",197340,60,"0,04"
1602,Forchheim,Landkreis Forchheim,49.73877284300644,11.088996311158349,,very low,C,3289,"0,1143","100082,26","875375,02","266,15","0,04"
1603,Heiligenstadt,Landkreis Bamberg,49.86300055215,11.174072831907498,,very low,F,2941,"0,2027","124638,35","614875,62","209,07","0,04"
1604,Kirchehrenbach,Landkreis Forchheim,49.73213685307986,11.135653872654004,,very low,H,3289,"0,5035","99365,47",197340,60,"0,04"
1605,Hausen,Landkreis Forchheim,49.70398116762452,11.005191153160704,,very low,E,3289,"0,4353","172308,54","395851,74","120,36","0,04"
1606,Auerbach in der Oberpfalz,Landkreis Amberg-Sulzbach,49.653768689253305,11.613180589035396,,very low,D,2508,"0,2351","126595,94","538475,69","214,7","0,04"
1607,Auerbach in der Oberpfalz,Landkreis Amberg-Sulzbach,49.71129673130556,11.62522502225465,,very low,A+,2508,"0,2515","124244,45","494015,07","196,98","0,04"
1608,Eggolsheim,Landkreis Forchheim,49.82389156682216,11.134035158752209,,very low,G,3289,"0,6536","128976,27",197340,60,"0,04"
1609,Eggolsheim,Landkreis Forchheim,49.74957424930034,11.055022061050687,,very low,E,3289,"0,4744","122289,05","257778,22","78,38","0,04"
1610,Egloffstein,Landkreis Forchheim,49.72465896719949,11.291025248038489,,very low,F,3289,"0,2342","280258,64","1196865,62","363,9","0,04"
1611,Obertrubach,Landkreis Forchheim,49.69972190863418,11.336009735455056,,very low,E,3289,"0,4994","98542,19",197340,60,"0,04"
1612,Gräfenberg,Landkreis Forchheim,49.65775304552315,11.220483634173116,,very low,E,3289,"0,3288","98087,6",298303,"90,7","0,04"
1613,Weilersbach,Landkreis Forchheim,49.7425720776176,11.135266621712958,,very low,E,3289,"0,0757","39000,65","515049,95","156,6","0,04"
1614,Langensendelbach,Landkreis Forchheim,49.63051496585827,11.078424140708565,,very low,E,3289,"0,6804","134268,25",197340,60,"0,04"
1615,Pinzberg,Landkreis Forchheim,49.69277102117508,11.115471476232262,,very low,F,3289,"0,4889","254094,12","519685,73","158,01","0,04"
1616,Effeltrich,Landkreis Forchheim,49.66097638702778,11.098606566513654,,very low,A+,3289,"0,087","138322,55","1590444,56","483,56","0,04"
1617,Ebermannstadt,Landkreis Forchheim,49.80327160606016,11.151095505541637,,very low,F,3289,"0,5082","276188,2","543502,3","165,25","0,04"
1618,Ebermannstadt,Landkreis Forchheim,49.80536163763638,11.193950423367292,,very low,F,3289,"0,5245","103512,54",197340,60,"0,04"
1619,Ipsheim,Landkreis Neustadt an der Aisch-Bad Windsheim,49.52084816656646,10.548207976383567,,very low,D,2687,"0,3633","134115,3","369148,25","137,38","0,04"
1620,Steingaden,Landkreis Weilheim-Schongau,47.75351986378231,10.83991961729654,,very low,D,5361,"0,4784","153872,23",321660,60,"0,04"
1621,Fuchstal,Landkreis Landsberg am Lech,47.94920491058837,10.810424598972329,,very low,F,5089,"0,7282","222356,89",305340,60,"0,04"
1622,Tussenhausen,Landkreis Unterallgäu,48.12445751278344,10.568814188905154,,very low,C,3518,"0,2667","101445,18","380425,75","108,14","0,04"
1623,Kaufering,Landkreis Landsberg am Lech,48.0929579386802,10.866189952222165,,very low,H,5089,"0,7115","217248,58",305340,60,"0,04"
1624,Kaufering,Landkreis Landsberg am Lech,48.0796883091426,10.88840013921372,,very low,E,5089,"0,4439","135538,61",305340,60,"0,04"
1625,Kaufering,Landkreis Landsberg am Lech,48.08931110533727,10.87408926171057,,very low,E,5089,"0,4921","150261,07",305340,60,"0,04"
1626,Schondorf am Ammersee,Landkreis Landsberg am Lech,48.05228110284043,11.081283872640077,,very low,F,5089,"0,2533","177613,9","701140,92","137,78","0,04"
1627,Altenstadt,Landkreis Weilheim-Schongau,47.81843090926011,10.88080070720877,,very low,H,5361,"0,3847","192082,7","499283,12","93,13","0,04"
1628,Ettringen,Landkreis Unterallgäu,48.12019322657106,10.630276234041434,,very low,C,3518,"0,3781","142990,05","378131,34","107,48","0,04"
1629,Lechbruck a.See,Landkreis Ostallgäu,47.67495680561161,10.769918769626123,,very low,G,3907,"0,592","138783,4",234420,60,"0,04"
1630,Großaitingen,Landkreis Augsburg,48.225312607647545,10.718893124525346,,very low,E,4262,"0,4786","122386,14",255720,60,"0,04"
1631,Markt Wald,Landkreis Unterallgäu,48.14748949086735,10.619957798168576,,very low,B,3518,"0,0937","174309,4","1860427,91","528,83","0,04"
1632,Denklingen,Landkreis Landsberg am Lech,47.9229900971389,10.86432057526961,,very low,F,5089,"0,3572","114155,82","319555,89","62,79","0,04"
1633,Waal,Landkreis Ostallgäu,47.99900997903385,10.81705657499334,,very low,G,3907,"0,4169","97729,25",234420,60,"0,04"
1634,Prittriching,Landkreis Landsberg am Lech,48.1620750611457,10.920242919756037,,very low,A+,5089,"0,7314","236572,93","323461,42","63,56","0,04"
1635,Vilgertshofen,Landkreis Landsberg am Lech,47.95830194401634,10.926887706522315,,very low,A+,5089,"0,4186","208829,53","498817,54","98,02","0,04"
1636,Landsberg am Lech,Landkreis Landsberg am Lech,48.03150759808595,10.837908339296025,,very low,A,5089,"0,5145","157111,51",305340,60,"0,04"
1637,Landsberg am Lech,Landkreis Landsberg am Lech,48.04642689297364,10.913635799823188,,very low,G,5089,"0,4439","135531,05",305340,60,"0,04"
1638,Landsberg am Lech,Landkreis Landsberg am Lech,48.06166913175286,10.8604750284964,,very low,D,5089,"0,1409","62588,95","444278,73","87,3","0,04"
1639,Landsberg am Lech,Landkreis Landsberg am Lech,48.00228952961065,10.830932582584426,,very low,G,5089,"0,0695","132561,97","1906455,11","374,62","0,04"
1640,Landsberg am Lech,Landkreis Landsberg am Lech,48.042418415802935,10.895460302537677,,very low,C,5089,"0,375","114498,5",305340,60,"0,04"
1641,Landsberg am Lech,Landkreis Landsberg am Lech,48.01961226733211,10.890955466564902,,very low,D,5089,"0,4136","129977,01","314267,41","61,75","0,04"
1642,Landsberg am Lech,Landkreis Landsberg am Lech,48.04333048370137,10.88790641220876,,very low,A,5089,"0,2423","94759,07","391034,43","76,84","0,04"
1643,Schongau,Landkreis Weilheim-Schongau,47.79204109269856,10.884401515104912,,very low,E,5361,"0,5247","168765,27",321660,60,"0,04"
1644,Schongau,Landkreis Weilheim-Schongau,47.835218586278486,10.8966035360995,,very low,H,5361,"0,4463","143563,08",321660,60,"0,04"
1645,Schongau,Landkreis Weilheim-Schongau,47.80583304457772,10.897385394986674,,very low,B,5361,"0,3736","120162,75",321660,60,"0,04"
1646,Buchloe,Landkreis Ostallgäu,48.01993594927716,10.770244520138682,,very low,G,3907,"0,6785","159050,26",234420,60,"0,04"
1647,Buchloe,Landkreis Ostallgäu,48.01972365153336,10.77984040630282,,very low,C,3907,"0,3173","74392,81",234420,60,"0,04"
1648,Buchloe,Landkreis Ostallgäu,48.03245409650204,10.709779634120968,,very low,D,3907,"0,2244","110425,77","492066,89","125,94","0,04"
1649,Eresing,Landkreis Landsberg am Lech,48.08647303078101,11.063404933578596,,very low,B,5089,"0,1282","227547,78","1775346,07","348,86","0,04"
1650,Greifenberg,Landkreis Landsberg am Lech,48.06709385584253,11.074850828284562,,very low,A+,5089,"0,5757","175789,88",305340,60,"0,04"
1651,Windach,Landkreis Landsberg am Lech,48.04107369608209,11.022635162909555,,very low,F,5089,"0,4234","149342,59","352742,8","69,31","0,04"
1652,Graben,Landkreis Augsburg,48.163040032105656,10.800828665588204,,very low,H,4262,"0,7104","213828,39","300987,11","70,62","0,04"
1653,Graben,Landkreis Augsburg,48.17064418020555,10.81214480634464,,very low,D,4262,"0,5305","135660,83",255720,60,"0,04"
1654,Graben,Landkreis Augsburg,48.19932499129876,10.826206853309433,,very low,G,4262,"0,4485","114681,79",255720,60,"0,04"
1655,Graben,Landkreis Augsburg,48.19123588263104,10.846706707589,,very low,E,4262,"0,6201","158573,34",255720,60,"0,04"
1656,Klosterlechfeld,Landkreis Augsburg,48.191434776517255,10.823297896328803,,very low,C,4262,"0,569","145496,78",255720,60,"0,04"
1657,Klosterlechfeld,Landkreis Augsburg,48.173248169178194,10.804757923121224,,very low,H,4262,"0,4742","213631,24","450481,53","105,7","0,04"
1658,Klosterlechfeld,Landkreis Augsburg,48.19045269541788,10.806930955481844,,very low,G,4262,"0,5603",143290,255720,60,"0,04"
1659,Klosterlechfeld,Landkreis Augsburg,48.14927553743112,10.825908355174509,,very low,H,4262,"0,674","199734,71","296354,14","69,53","0,04"
1660,Obermeitingen,Landkreis Landsberg am Lech,48.19238712955491,10.875716803722812,,very low,F,5089,"0,2753","84049,62",305340,60,"0,04"
1661,Obermeitingen,Landkreis Landsberg am Lech,48.176502003256665,10.852965948123826,,very low,H,5089,"0,1229","236645,88","1925887,52","378,44","0,04"
1662,Obermeitingen,Landkreis Landsberg am Lech,48.15233598526583,10.805927796922653,,very low,A+,5089,"0,1471","90064,54","612460,63","120,35","0,04"
1663,Obermeitingen,Landkreis Landsberg am Lech,48.18117323600796,10.859446084963317,,very low,F,5089,"0,2119","64698,52",305340,60,"0,04"
1664,Untermeitingen,Landkreis Augsburg,48.14461749315123,10.84224805150128,,very low,B,4262,"0,186","56835,63","305567,87","71,7","0,04"
1665,Untermeitingen,Landkreis Augsburg,48.19743884769159,10.80510692629279,,very low,E,4262,"0,5779","147773,66",255720,60,"0,04"
1666,Untermeitingen,Landkreis Augsburg,48.171933025014845,10.826278707452714,,very low,E,4262,"0,22","105720,33","480576,54","112,76","0,04"
1667,Untermeitingen,Landkreis Augsburg,48.17060951677371,10.836807242513942,,very low,D,4262,"0,3223","82414,57",255720,60,"0,04"
1668,Jengen,Landkreis Ostallgäu,47.98504608829455,10.741524924916549,,very low,H,3907,"0,4972","116552,49",234420,60,"0,04"
1669,Landsberg am Lech,Landkreis Landsberg am Lech,48.02225331904136,10.91523509796134,,very low,E,5089,"0,4274","130512,78",305340,60,"0,04"
1670,Pürgen,Landkreis Landsberg am Lech,48.020821094672655,10.903352846977462,,very low,B,5089,"0,4069","230773,74","567218,95","111,46","0,04"
1671,Weil,Landkreis Landsberg am Lech,48.109103983416105,10.94997416533004,,very low,C,5089,"0,181","132874,1","733988,61","144,23","0,04"
1672,Marxheim,Landkreis Donau-Ries,48.7726900940589,10.946244359727022,,very low,E,2917,"0,1812","36887,17","203533,53","69,77","0,04"
1673,Bergheim,Landkreis Neuburg-Schrobenhausen,48.76141109137927,11.203852202435089,,very low,G,3578,"0,1569","53298,72","339729,86","94,95","0,04"
1674,Oberhausen,Landkreis Neuburg-Schrobenhausen,48.71959607262309,11.102203318112618,,very low,G,3578,"0,0749","98493,43","1315708,7","367,72","0,04"
1675,Allmannshofen,Landkreis Augsburg,48.59778697251619,10.81705461233294,,very low,F,4262,"0,4046","103457,5",255720,60,"0,04"
1676,Nordendorf,Landkreis Augsburg,48.58155930941696,10.831321304257246,,very low,D,4262,"0,5292","260440,23","492143,5","115,47","0,04"
1677,Ehekirchen,Landkreis Neuburg-Schrobenhausen,48.63665346011405,11.098002876793307,,very low,C,3578,"0,2747","93093,15","338929,41","94,73","0,04"
1678,Karlshuld,Landkreis Neuburg-Schrobenhausen,48.67312005551406,11.289151687384724,,very low,F,3578,"0,4309","161423,78","374626,24","104,7","0,04"
1679,Thierhaupten,Landkreis Augsburg,48.56600467581946,10.87776811295918,,very low,C,4262,"0,7315","187050,02",255720,60,"0,04"
1680,Königsmoos,Landkreis Neuburg-Schrobenhausen,48.59445100869854,11.12669071343388,,very low,F,3578,"0,2908","66338,57","228160,62","63,77","0,04"
1681,Deiningen,Landkreis Donau-Ries,48.88567500814001,10.573332330145034,,very low,B,2917,"0,5132","111320,65","216924,58","74,37","0,04"
1682,Nördlingen,Landkreis Donau-Ries,48.84873923624148,10.4626223137222,,very low,C,2917,"0,4462","94698,07","212234,66","72,76","0,04"
1683,Nördlingen,Landkreis Donau-Ries,48.84331793371451,10.551973165177376,,very low,A,2917,"0,6484","135956,41","209664,25","71,88","0,04"
1684,Nördlingen,Landkreis Donau-Ries,48.83947762031063,10.475135402066112,,very low,H,2917,"0,4486","83241,36","185556,72","63,61","0,04"
1685,Nördlingen,Landkreis Donau-Ries,48.84901166311344,10.543010147385178,,very low,H,2917,"0,5089","258147,54","507253,88","173,9","0,04"
1686,Nördlingen,Landkreis Donau-Ries,48.85770212804752,10.49160406134989,,very low,C,2917,"0,6076","208454,12","343082,25","117,61","0,04"
1687,Kühlenthal,Landkreis Augsburg,48.5750403922455,10.850404741197789,,very low,F,4262,"0,1559","72228,77","463315,79","108,71","0,04"
1688,Westendorf,Landkreis Augsburg,48.55969626469544,10.820367848788486,,very low,E,4262,"0,1992","74470,36","373833,03","87,71","0,04"
1689,Wallerstein,Landkreis Donau-Ries,48.88001871684251,10.471373257754108,,very low,F,2917,"0,4918","102219,4","207868,44","71,26","0,04"
1690,Fremdingen,Landkreis Donau-Ries,48.97793387419229,10.509753996677532,,very low,A,2917,"0,0916","92432,05","1008537,63","345,74","0,04"
1691,Weichering,Landkreis Neuburg-Schrobenhausen,48.721021180964215,11.321123203257129,,very low,H,3578,"0,4745","101873,77",214680,60,"0,04"
1692,Möttingen,Landkreis Donau-Ries,48.79750947016629,10.547166556248396,,very low,F,2917,"0,3536","63160,24","178623,39","61,24","0,04"
1693,Elchingen,Landkreis Neu-Ulm,48.43472752627521,9.951502339002316,,very low,C,3683,"0,1655","78366,08","473438,86","128,55","0,04"
1694,Elchingen,Landkreis Neu-Ulm,48.38520375739684,9.930300898248891,,very low,A,3683,"0,6904","152559,15",220980,60,"0,04"
1695,Elchingen,Landkreis Neu-Ulm,48.425657308000496,9.936164306676336,,very low,C,3683,"0,2627",68455,"260559,89","70,75","0,04"
1696,Elchingen,Landkreis Neu-Ulm,48.4419765789863,10.007656890482592,,very low,E,3683,"0,6318","139620,59",220980,60,"0,04"
1697,Weißenhorn,Landkreis Neu-Ulm,48.320690894003285,10.223444838165436,,very low,D,3683,"0,4931","150516,84","305224,15","82,87","0,04"
1698,Weißenhorn,Landkreis Neu-Ulm,48.32625732193628,10.217786891942096,,very low,A,3683,"0,4384","96880,82",220980,60,"0,04"
1699,Weißenhorn,Landkreis Neu-Ulm,48.33013220900151,10.15620052416205,,very low,D,3683,"0,4346","96037,96",220980,60,"0,04"
1700,Weißenhorn,Landkreis Neu-Ulm,48.283659947916725,10.161342633378828,,very low,G,3683,"0,5329","117751,59",220980,60,"0,04"
1701,Altenstadt,Landkreis Neu-Ulm,48.15599120762971,10.10682390704206,,very low,G,3683,"0,5676","168850,68","297486,09","80,77","0,04"
1702,Neu-Ulm,Landkreis Neu-Ulm,48.33416209790971,10.096339205866808,,very low,A+,3683,"0,4838","217176,29","448896,95","121,88","0,04"
1703,Neu-Ulm,Landkreis Neu-Ulm,48.41457397817834,10.064045780672586,,very low,C,3683,"0,2616","258725,26","989074,4","268,55","0,04"
1704,Neu-Ulm,Landkreis Neu-Ulm,48.3427551780263,10.086803988668583,,very low,A+,3683,"0,6498","143589,17",220980,60,"0,04"
1705,Neu-Ulm,Landkreis Neu-Ulm,48.41445435174113,10.01747157219042,,very low,F,3683,"0,3159","128363,75","406387,81","110,34","0,04"
1706,Neu-Ulm,Landkreis Neu-Ulm,48.3546029101864,10.08763507553059,,very low,G,3683,"0,5085","198362,08","390082,68","105,91","0,04"
1707,Neu-Ulm,Landkreis Neu-Ulm,48.3774862028073,10.050204592405246,,very low,E,3683,"0,4365","96455,54",220980,60,"0,04"
1708,Buch,Landkreis Neu-Ulm,48.24327749192987,10.237031772515495,,very low,A+,3683,"0,6444","143535,16","222746,41","60,48","0,04"
1709,Vöhringen,Landkreis Neu-Ulm,48.290156339287535,10.091116638798589,,very low,H,3683,"0,6375","140878,8",220980,60,"0,04"
1710,Vöhringen,Landkreis Neu-Ulm,48.29507480559042,10.080781722591974,,very low,E,3683,"0,5678","125471,29",220980,60,"0,04"
1711,Vöhringen,Landkreis Neu-Ulm,48.28236084981066,10.1076598505824,,very low,C,3683,"0,4531","114547,24","252793,06","68,64","0,04"
1712,Vöhringen,Landkreis Neu-Ulm,48.263529961692335,10.077913920608008,,very low,A+,3683,"0,5084",112341,220980,60,"0,04"
1713,Pfaffenhofen an der Roth,Landkreis Neu-Ulm,48.34068127980108,10.202415424213624,,very low,H,3683,"0,5875","129816,07",220980,60,"0,04"
1714,Pfaffenhofen an der Roth,Landkreis Neu-Ulm,48.35195880180551,10.141407782481178,,very low,D,3683,"0,5572","123120,43",220980,60,"0,04"
1715,Senden,Landkreis Neu-Ulm,48.31749063019699,10.073314842385791,,very low,D,3683,"0,1578","62404,34","395358,28","107,35","0,04"
1716,Senden,Landkreis Neu-Ulm,48.31394574176518,10.044471870846088,,very low,F,3683,"0,2041","75993,96","372296,72","101,09","0,04"
1717,Senden,Landkreis Neu-Ulm,48.325646169685264,10.05909929957315,,very low,B,3683,"0,5955","151916,3","255086,41","69,26","0,04"
1718,Senden,Landkreis Neu-Ulm,48.32872956226383,10.020828816372235,HQ 100,low,D,3683,"0,4484","99077,15",220980,60,"0,1"
1719,Senden,Landkreis Neu-Ulm,48.32952174674164,10.102966009184485,,very low,F,3683,"0,3984","88035,24",220980,60,"0,04"
1720,Senden,Landkreis Neu-Ulm,48.32197891438993,10.124169798956874,,very low,D,3683,"0,5976","197893,78","331168,99","89,92","0,04"
1721,Elchingen,Landkreis Neu-Ulm,48.431318418154966,10.045617786080534,,very low,C,3683,"0,3868","95432,32","246728,39","66,99","0,04"
1722,Elchingen,Landkreis Neu-Ulm,48.45555074082732,10.12431259687716,,very low,C,3683,"0,6349","156433,07","246389,69","66,9","0,04"
1723,Roggenburg,Landkreis Neu-Ulm,48.27791168371196,10.205620782971792,,very low,B,3683,"0,1806","136618,56","756636,99","205,44","0,04"
1724,Bellenberg,Landkreis Neu-Ulm,48.26126007995215,10.089356925629431,,very low,C,3683,"0,6568","147882,53","225147,69","61,13","0,04"
1725,Illertissen,Landkreis Neu-Ulm,48.26129885910712,10.073862613920866,HQ 100,low,E,3683,"0,4725","104404,03",220980,60,"0,1"
1726,Illertissen,Landkreis Neu-Ulm,48.207487025494174,10.134387147397296,,very low,E,3683,"0,6487","143342,12",220980,60,"0,04"
1727,Illertissen,Landkreis Neu-Ulm,48.223021817406256,10.14452994215262,,very low,H,3683,"0,5253","116089,8",220980,60,"0,04"
1728,Illertissen,Landkreis Neu-Ulm,48.23769811681908,10.1124583590793,,very low,C,3683,"0,0877","132214,33","1507459,52","409,3","0,04"
1729,Illertissen,Landkreis Neu-Ulm,48.262841123489785,10.07214103964893,HQ 100,low,F,3683,"0,0767","91882,92","1198488,16","325,41","0,1"
1730,Nersingen,Landkreis Neu-Ulm,48.42069077735044,10.163053639189036,,very low,E,3683,"0,705","155789,13",220980,60,"0,04"
1731,Nersingen,Landkreis Neu-Ulm,48.43028999564693,10.160975191399528,,very low,C,3683,"0,3685","81436,18",220980,60,"0,04"
1732,Nersingen,Landkreis Neu-Ulm,48.42468170038084,10.11168176146085,,very low,G,3683,"0,4845","121294,41","250337,14","67,97","0,04"
1733,Neu-Ulm,Landkreis Neu-Ulm,48.38730088114247,10.037671688185757,,very low,B,3683,"0,3298","179537,29",544312,"147,79","0,04"
1734,Neu-Ulm,Landkreis Neu-Ulm,48.39481949098145,10.0186403560635,,very low,G,3683,"0,4641","142273,68","306558,75","83,24","0,04"
1735,Neu-Ulm,Landkreis Neu-Ulm,48.36596411418342,10.029650737374809,,very low,G,3683,"0,1056","112834,92","1068815,54","290,2","0,04"
1736,Neu-Ulm,Landkreis Neu-Ulm,48.39172749020776,10.0036601597016,,very low,H,3683,"0,0739","55275,24","747846,97","203,05","0,04"
1737,Neu-Ulm,Landkreis Neu-Ulm,48.39028142313847,10.01474750354984,,very low,F,3683,"0,3234","119504,34","369557,89","100,34","0,04"
1738,Neu-Ulm,Landkreis Neu-Ulm,48.38691027011763,9.98917923332401,HQ 100,low,C,3683,"0,1998","71378,11","357271,7","97,01","0,1"
1739,Neu-Ulm,Landkreis Neu-Ulm,48.383533030326696,10.018829149689855,,very low,H,3683,"0,409","90382,32",220980,60,"0,04"
1740,Neu-Ulm,Landkreis Neu-Ulm,48.366506063511935,10.011084613614868,,very low,C,3683,"0,1353","65968,98","487560,97","132,38","0,04"
1741,Neu-Ulm,Landkreis Neu-Ulm,48.38736816321478,10.027290489408736,,very low,D,3683,"0,5916",203589,"344122,08","93,44","0,04"
1742,Burgau,Landkreis Günzburg,48.42792309384501,10.404701575010904,,very low,D,3197,"0,6552","125680,25",191820,60,"0,04"
1743,Burgau,Landkreis Günzburg,48.42504868184825,10.334123371516082,,very low,H,3197,"0,0737","88772,07","1203992,77","376,6","0,04"
1744,Burgau,Landkreis Günzburg,48.44141032748796,10.3848780653419,,very low,C,3197,"0,5001","150455,31","300841,06","94,1","0,04"
1745,Burtenbach,Landkreis Günzburg,48.34586049834946,10.496471031986584,,very low,E,3197,"0,6838","131170,96",191820,60,"0,04"
1746,Kammeltal,Landkreis Günzburg,48.39200275741506,10.38985952749914,,very low,H,3197,"0,2252","166276,37","738330,49","230,94","0,04"
1747,Ichenhausen,Landkreis Günzburg,48.38637620198613,10.290420875565166,,very low,G,3197,"0,734","190472,96","259498,13","81,17","0,04"
1748,Ichenhausen,Landkreis Günzburg,48.38847051101519,10.339920206292858,,very low,F,3197,"0,5292","101513,11",191820,60,"0,04"
1749,Offingen,Landkreis Günzburg,48.47867560240546,10.394081251014072,,very low,E,3197,"0,4248","81479,43",191820,60,"0,04"
1750,Bibertal,Landkreis Günzburg,48.39429246071804,10.227512992750848,,very low,D,3197,"0,5902",113216,191820,60,"0,04"
1751,Günzburg,Landkreis Günzburg,48.44048288198066,10.311786109834657,,very low,H,3197,"0,4537","88188,57","194389,75","60,8","0,04"
1752,Günzburg,Landkreis Günzburg,48.4370661022124,10.277921169917448,,very low,H,3197,"0,7269","160536,18","220859,59","69,08","0,04"
1753,Günzburg,Landkreis Günzburg,48.44835216187485,10.244551478825018,,very low,D,3197,"0,2561","88811,73","346776,39","108,47","0,04"
1754,Günzburg,Landkreis Günzburg,48.428537329716,10.267832437237876,,very low,A+,3197,"0,2547","236025,63","926630,33","289,84","0,04"
1755,Günzburg,Landkreis Günzburg,48.48165064249155,10.290348241835988,,very low,E,3197,"0,695","133313,46",191820,60,"0,04"
1756,Jettingen-Scheppach,Landkreis Günzburg,48.40539958682329,10.446514046148506,,very low,C,3197,"0,652","129469,29","198565,45","62,11","0,04"
1757,Jettingen-Scheppach,Landkreis Günzburg,48.39405653128017,10.540209580304222,,very low,G,3197,"0,6175","123557,78","200077,47","62,58","0,04"
1758,Haldenwang,Landkreis Günzburg,48.44530291637117,10.421585003316247,,very low,E,3197,"0,3271","86847,32","265501,66","83,05","0,04"
1759,Syrgenstein,Landkreis Dillingen an der Donau,48.65382895027057,10.294640126381116,,very low,C,3123,"0,5385","100898,26",187380,60,"0,04"
1760,Mödingen,Landkreis Dillingen an der Donau,48.61618946750822,10.4364914906387,,very low,E,3123,"0,4596","155135,99","337549,37","108,08","0,04"
1761,Wittislingen,Landkreis Dillingen an der Donau,48.63545204912504,10.423042599513924,,very low,C,3123,"0,1039","137518,07","1324177,47","424,01","0,04"
1762,Höchstädt an der Donau,Landkreis Dillingen an der Donau,48.596289810349056,10.59290263148927,,very low,D,3123,"0,4738","176216,3","371918,86","119,09","0,04"
1763,Höchstädt an der Donau,Landkreis Dillingen an der Donau,48.63852351257571,10.572486947574234,,very low,C,3123,"0,488","213290,32","437084,24","139,96","0,04"
1764,Bachhagel,Landkreis Dillingen an der Donau,48.64569060900505,10.333950647047306,,very low,E,3123,"0,5077","108322,79","213353,89","68,32","0,04"
1765,Gundelfingen a.d.Donau,Landkreis Dillingen an der Donau,48.54489442506761,10.36688335906087,,very low,H,3123,"0,4454","83455,7",187380,60,"0,04"
1766,Gundelfingen a.d.Donau,Landkreis Dillingen an der Donau,48.53555894681244,10.366581699472166,,very low,A+,3123,"0,4862","91098,2",187380,60,"0,04"
1767,Lauingen (Donau),Landkreis Dillingen an der Donau,48.56866936244064,10.46980355247922,,very low,H,3123,"0,1821","169943,22","933337,44","298,86","0,04"
1768,Lauingen (Donau),Landkreis Dillingen an der Donau,48.60209233572807,10.394446533609472,,very low,F,3123,"0,7328","137305,84",187380,60,"0,04"
1769,Lauingen (Donau),Landkreis Dillingen an der Donau,48.52769740821152,10.416204413735985,,very low,G,3123,"0,5698",230753,"404993,16","129,68","0,04"
1770,Holzheim,Landkreis Dillingen an der Donau,48.53143893830999,10.528938663102029,,very low,C,3123,"0,679","175683,88","258748,99","82,85","0,04"
1771,Kammerstein,Landkreis Roth,49.29911679636449,11.081376208582592,,very low,G,3631,"0,6877","149825,9",217860,60,"0,04"
1772,Kammerstein,Landkreis Roth,49.33110699756474,10.990898132078732,,very low,C,3631,"0,5133","111834,46",217860,60,"0,04"
1773,Kammerstein,Landkreis Roth,49.35972491140237,10.982627679325928,,very low,E,3631,"0,7226","157434,16",217860,60,"0,04"
1774,Kammerstein,Landkreis Roth,49.37119343525519,10.995598346472134,,very low,A+,3631,"0,1445","63746,51","441141,04","121,49","0,04"
1775,Kammerstein,Landkreis Roth,49.279242401061786,11.051700401748844,,very low,D,3631,"0,1207","155249,72","1286034,88","354,18","0,04"
1776,Kammerstein,Landkreis Roth,49.31672226139519,11.067644853603031,,very low,C,3631,"0,4111","89557,43",217860,60,"0,04"
1777,Kammerstein,Landkreis Roth,49.32778682386761,11.003174679470796,,very low,G,3631,"0,4458","148065,06","332106,22","91,46","0,04"
1778,Kammerstein,Landkreis Roth,49.31946996893159,11.048564480232304,,very low,D,3631,"0,2676","142039,96","530843,47","146,2","0,04"
1779,Kammerstein,Landkreis Roth,49.352330820620445,11.035087692580664,,very low,B,3631,"0,1064","89555,98","841590,29","231,78","0,04"
1780,Kammerstein,Landkreis Roth,49.31358953168777,11.081961209507083,,very low,A,3631,"0,4721","102842,7",217860,60,"0,04"
1781,Kammerstein,Landkreis Roth,49.29469703417351,11.0150107928221,,very low,G,3631,"0,3109","67740,98",217860,60,"0,04"
1782,Kammerstein,Landkreis Roth,49.36939371947325,10.994046964223608,,very low,E,3631,"0,3329","77461,36","232686,69","64,08","0,04"
1783,Kammerstein,Landkreis Roth,49.30794976964475,11.029115117837748,,very low,A,3631,"0,523","195309,89","373444,6","102,85","0,04"
